,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Akcja,Animacja,Biblijny,Biograficzny,Czarna komedia,Dla młodzieży,Dokumentalizowany,Dokumentalny,Dramat,Dramat historyczny,Dramat obyczajowy,Dramat sądowy,Erotyczny,Familijny,Fantasy,Film-Noir,Gangsterski,Historyczny,Horror,Katastroficzny,Komedia,Komedia kryminalna,Komedia obycz.,Komedia rom.,Kostiumowy,Kryminał,Krótkometrażowy,Melodramat,Musical,Muzyczny,Nowele filmowe,Obyczajowy,Polityczny,Przygodowy,Psychologiczny,Religijny,Romans,Sci-Fi,Sensacyjny,Sportowy,Surrealistyczny,Szpiegowski,Thriller,Western,Wojenny,Arabia Saudyjska,Argentyna,Australia,Austria,Belgia,Brazylia,Bułgaria,Chile,Chiny,Cypr,Czechy,Dania,Estonia,Filipiny,Finlandia,Francja,Grecja,Hiszpania,Holandia,Hongkong,Indie,Indonezja,Irlandia,Islandia,Izrael,Japonia,Kanada,Kolumbia,Korea Południowa,Luksemburg,Malta,Meksyk,Niemcy,Norwegia,Nowa Zelandia,Polska,Portoryko,RPA,Rosja,Rumunia,Serbia,Szwajcaria,Szwecja,Słowacja,Tajlandia,Tajwan,Turcja,USA,Wielka Brytania,Węgry,Włochy,Zjednoczone Emiraty Arabskie,budget,boxoffice,topics_count,originalTitle,startYear,genre_eng,titleType,primaryTitle,isAdult,endYear,runtimeMinutes,genres,averageRating,numVotes,similarity,diff,averageRating_int
10,1047,Milczenie owiec,The Silence of the Lambs,1991,0,7,USA,Thriller,2011-8-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19000000,272742922,1009,The Silence of the Lambs,1991,thriller,movie,The Silence of the Lambs,0,\N,118,"Crime,Drama,Thriller",8.6,1172463,0,-1.5999999999999996,9
11,1048,Skazani na Shawshank,The Shawshank Redemption,1994,0,8,USA,Dramat,2011-8-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25000000,59841469,2214,The Shawshank Redemption,1994,drama,movie,The Shawshank Redemption,0,\N,142,Drama,9.3,2164069,0,-1.3000000000000007,9
12,1055,Morderstwo pierwszego stopnia,Murder in the First,1995,0,7,"Francja, USA",Dramat sądowy,2011-11-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52889666,29481942,110,Murder in the First,1995,dramat sądowy,movie,Murder in the First,0,\N,122,"Drama,Thriller",7.3,25201,0,-0.2999999999999998,7
13,105575,Kill Bill 2,Kill Bill: Vol. 2,2004,0,7,USA,"Thriller, Akcja",2011-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30000000,152159461,379,Kill Bill: Vol. 2,2004,"thriller, action",movie,Kill Bill: Vol. 2,0,\N,137,"Action,Crime,Thriller",8.0,637443,0,-1.0,8
14,105715,Nawiedzony,Haunted,1995,0,8,"USA, Wielka Brytania",Horror,2013-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,52889666,172751707,42,Haunted,1995,horror,movie,Haunted,0,\N,108,"Drama,Horror",6.2,5931,0,1.7999999999999998,6
15,1058,Fortepian,The Piano,1993,0,8,"Australia, Francja, Nowa Zelandia","Kostiumowy, Melodramat",2011-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,40157856,180,The Piano,1993,"costume, melodramat",movie,The Piano,0,\N,121,"Drama,Music,Romance",7.6,74323,0,0.40000000000000036,8
16,105964,Polowanie na rekina,Shark Hunter,2001,1,2,USA,"Horror, Przygodowy, Sci-Fi",2016-8-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52889666,172751707,10,Shark Hunter,2001,"horror, przygodowy, sci-fi",movie,Shark Hunter,0,\N,94,"Action,Adventure,Horror",3.1,868,0,-1.1,3
17,106029,Siła strachu,Hide and Seek,2005,0,7,"Niemcy, USA",Thriller,2012-7-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25000000,122650962,399,Hide and Seek,2005,thriller,movie,Hide and Seek,0,\N,101,"Drama,Horror,Mystery",6.0,78979,0,1.0,6
18,106376,Batman - Początek,Batman Begins,2005,0,5,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,150000000,374218673,863,Batman Begins,2005,"action, sci-fi",movie,Batman Begins,0,\N,140,"Action,Adventure",8.2,1227289,0,-3.1999999999999993,8
19,106408,Terminal,The Terminal,2004,0,6,USA,Komedia rom.,2015-3-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60000000,219417255,263,The Terminal,2004,komedia rom.,movie,The Terminal,0,\N,128,"Comedy,Drama,Romance",7.3,375042,0,-1.2999999999999998,7
20,106411,X-Men: Ostatni bastion,X-Men: The Last Stand,2006,0,5,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2016-8-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,210000000,459359555,779,X-Men: The Last Stand,2006,"action, sci-fi",movie,X-Men: The Last Stand,0,\N,104,"Action,Sci-Fi",6.7,462472,0,-1.7000000000000002,7
21,106415,Krucjata Bourne'a,The Bourne Supremacy,2004,0,8,"Niemcy, USA",Sensacyjny,2011-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75000000,288500217,191,The Bourne Supremacy,2004,sensacyjny,movie,The Bourne Supremacy,0,\N,108,"Action,Mystery,Thriller",7.7,413894,0,0.2999999999999998,8
22,1069,Fisher King,The Fisher King,1991,0,8,USA,"Dramat, Komedia",2011-10-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24000000,41895491,98,The Fisher King,1991,"drama, comedy",movie,The Fisher King,0,\N,137,"Comedy,Drama,Fantasy",7.5,74863,0,0.5,8
23,1070,Miasteczko Twin Peaks. Ogniu krocz za mną.,Twin Peaks: Fire Walk with Me,1992,0,8,"Francja, USA","Dramat, Thriller",2011-10-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000000,4160851,167,Twin Peaks: Fire Walk with Me,1992,"drama, thriller",movie,Twin Peaks: Fire Walk with Me,0,\N,134,"Drama,Horror,Mystery",7.3,79089,0,0.7000000000000002,7
24,10746,Obietnica,The Pledge,2001,0,7,USA,"Dramat, Kryminał",2019-2-9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35000000,29419291,105,The Pledge,2001,"drama, crime",movie,The Pledge,0,\N,124,"Crime,Drama,Mystery",6.8,50967,0,0.20000000000000018,7
25,107554,Nadchodzi Polly,Along Came Polly,2004,0,5,USA,Komedia rom.,2011-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42000000,171963386,106,Along Came Polly,2004,komedia rom.,movie,Along Came Polly,0,\N,90,"Comedy,Romance",5.9,120365,0,-0.9000000000000004,6
26,107556,Amerykańska sielanka,American Pastoral,2016,0,6,USA,Dramat,2017-5-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52889666,1877417,58,American Pastoral,2016,drama,movie,American Pastoral,0,\N,108,"Crime,Drama",6.1,13581,0,-0.09999999999999964,6
27,107590,Bliżej,Closer,2004,0,7,"USA, Wielka Brytania",Melodramat,2011-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27000000,115505027,452,Closer,2004,melodramat,movie,Closer,0,\N,104,"Drama,Romance",7.2,193587,0,-0.20000000000000018,7
28,107855,Zakochany bez pamięci,Eternal Sunshine of the Spotless Mind,2004,0,6,USA,"Dramat, Sci-Fi",2011-10-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000000,72258126,439,Eternal Sunshine of the Spotless Mind,2004,"drama, sci-fi",movie,Eternal Sunshine of the Spotless Mind,0,\N,108,"Drama,Romance,Sci-Fi",8.3,845948,0,-2.3000000000000007,8
29,108116,Noi Albinoi,Nói albinói,2003,0,8,"Dania, Islandia, Niemcy, Wielka Brytania",Dramat,2011-10-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52889666,1317132,93,Nói albinói,2003,drama,movie,Noi the Albino,0,\N,93,Drama,7.3,8796,0,0.7000000000000002,7
30,1089,Ojciec chrzestny,The Godfather,1972,0,7,USA,"Dramat, Gangsterski",2011-8-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6000000,245066411,2168,The Godfather,1972,"drama, gangsterski",movie,The Godfather,0,\N,175,"Crime,Drama",9.2,1485514,0,-2.1999999999999993,9
31,1093,Zapach kobiety,Scent of a Woman,1992,0,5,USA,Dramat,2011-8-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52889666,134095253,487,Scent of a Woman,1992,drama,movie,Scent of a Woman,0,\N,156,Drama,8.0,239427,0,-3.0,8
32,109311,Czekając na cud,Noel,2004,0,5,"Kanada, USA",Dramat obyczajowy,2012-2-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52889666,172751707,48,Noel,2004,dramat obyczajowy,movie,Noel,0,\N,96,Drama,6.2,8487,0,-1.2000000000000002,6
33,1103,Wstręt,Repulsion,1965,0,6,Wielka Brytania,"Dramat, Psychologiczny",2012-1-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52889666,172751707,106,Repulsion,1965,"drama, psychologiczny",movie,Repulsion,0,\N,105,"Drama,Horror,Thriller",7.7,45077,0,-1.7000000000000002,8
34,1104,Dziecko Rosemary,Rosemary's Baby,1968,0,5,USA,"Horror, Psychologiczny",2014-5-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2300000,33395426,481,Rosemary's Baby,1968,"horror, psychologiczny",movie,Rosemary's Baby,0,\N,137,"Drama,Horror",8.0,176850,0,-3.0,8
35,111400,Namiętność,Non ti muovere,2004,0,6,"Hiszpania, Wielka Brytania, Włochy",Melodramat,2011-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,52889666,12071007,34,Non ti muovere,2004,melodramat,movie,Don't Move,0,\N,125,"Drama,Romance",7.1,7497,0,-1.0999999999999996,7
36,111532,Pan życia i śmierci,Lord of War,2005,0,5,"Francja, Niemcy, USA",Dramat,2011-8-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50000000,72617068,416,Lord of War,2005,drama,movie,Lord of War,0,\N,122,"Action,Crime,Drama",7.6,282157,0,-2.5999999999999996,8
37,111710,Powrót do Garden State,Garden State,2004,0,7,USA,"Dramat, Komedia, Romans",2012-6-7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2500000,35825316,218,Garden State,2004,"drama, comedy, romance",movie,Garden State,0,\N,102,"Comedy,Drama,Romance",7.4,202634,0,-0.40000000000000036,7
