ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,originalTitle,startYear,genre_eng,titleType,primaryTitle,isAdult,endYear,runtimeMinutes,genres,averageRating,numVotes,similarity,diff,averageRating_int
275068,Kroniki mutantów,Mutant Chronicles,2008,0,3,"USA, Wielka Brytania","Przygodowy, Sci-Fi",2015-12-30,Mutant Chronicles,2008,"przygodowy, sci-fi",movie,Mutant Chronicles,0,\N,111,"Action,Adventure,Sci-Fi",5.2,25191,0,-2.2,5
278033,Milczenie,Silence,2016,0,8,"Japonia, Meksyk, USA, Wielka Brytania, Włochy, Tajwan",Dramat historyczny,2017-3-6,Silence,2016,dramat historyczny,movie,Silence,0,\N,161,"Drama,History",7.2,90039,0,0.7999999999999998,7
279930,Kolejny gejowski film,Another Gay Movie,2006,0,2,USA,Komedia,2010-8-1,Another Gay Movie,2006,comedy,movie,Another Gay Movie,0,\N,92,"Comedy,Romance",4.9,8553,0,-2.9000000000000004,5
287740,Renesans,Renaissance,2006,0,5,"Francja, Luksemburg, Wielka Brytania","Animacja, Thriller, Akcja, Sci-Fi",2013-6-15,Renaissance,2006,"animacja, thriller, action, sci-fi",movie,Renaissance,0,\N,105,"Action,Animation,Sci-Fi",6.7,15289,0,-1.7000000000000002,7
291383,"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,0,6,USA,Komedia,2010-6-1,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,comedy,movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,\N,84,Comedy,7.3,338273,0,-1.2999999999999998,7
292302,Głębia ciemności,Deep in the Darkness,2014,0,2,USA,Horror,2016-1-3,Deep in the Darkness,2014,horror,movie,Deep in the Darkness,0,\N,100,"Horror,Thriller",4.7,2451,0,-2.7,5
293878,Oszukana,Changeling,2008,0,7,USA,Dramat obyczajowy,2014-9-16,Changeling,2008,dramat obyczajowy,movie,Changeling,0,\N,141,"Biography,Crime,Drama",7.7,226637,0,-0.7000000000000002,8
300636,Obcy kontra Predator 2,AVPR: Aliens vs Predator - Requiem,2007,0,6,USA,"Akcja, Sci-Fi",2017-2-5,AVPR: Aliens vs Predator - Requiem,2007,"action, sci-fi",movie,Aliens vs. Predator: Requiem,0,\N,94,"Action,Horror,Sci-Fi",4.7,111512,0,1.2999999999999998,5
305388,Człowiek ze stali,Man of Steel,2013,0,6,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2013-6-23,Man of Steel,2013,"action, sci-fi",movie,Man of Steel,0,\N,143,"Action,Adventure,Sci-Fi",7.1,660794,0,-1.0999999999999996,7
30630,Mulholland Drive,Mulholland Dr.,2001,0,8,"Francja, USA","Dramat, Thriller",2010-6-1,Mulholland Dr.,2001,"drama, thriller",movie,Mulholland Dr.,0,\N,147,"Drama,Mystery,Thriller",7.9,298336,0,0.09999999999999964,8
30633,Więzień nienawiści,American History X,1998,1,8,USA,Dramat,2010-6-1,American History X,1998,drama,movie,American History X,0,\N,119,Drama,8.5,977964,0,-0.5,8
30641,"My, dzieci z dworca Zoo",Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,0,9,RFN,Dramat obyczajowy,2010-8-3,Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,dramat obyczajowy,movie,Christiane F.,0,\N,138,"Biography,Drama",7.6,20135,0,1.4000000000000004,8
30648,Straszny film 2,Scary Movie 2,2001,0,4,"Kanada, USA",Komedia,2010-6-1,Scary Movie 2,2001,comedy,movie,Scary Movie 2,0,\N,83,Comedy,5.3,142224,0,-1.2999999999999998,5
30689,Gabinet doktora Caligari,Das Cabinet des Dr. Caligari,1920,0,10,Niemcy,"Horror, Niemy",2013-9-4,Das Cabinet des Dr. Caligari,1920,"horror, silent",movie,The Cabinet of Dr. Caligari,0,\N,76,"Fantasy,Horror,Mystery",8.1,51942,0,1.9000000000000004,8
30700,Nosferatu - symfonia grozy,"Nosferatu, eine Symphonie des Grauens",1922,0,9,Niemcy,"Horror, Niemy",2019-3-16,"Nosferatu, eine Symphonie des Grauens",1922,"horror, silent",movie,Nosferatu,0,\N,94,"Fantasy,Horror",7.9,83243,0,1.0999999999999996,8
30701,Dwunastu gniewnych ludzi,12 Angry Men,1957,0,10,USA,Dramat sądowy,2018-3-11,12 Angry Men,1957,dramat sądowy,movie,12 Angry Men,0,\N,96,Drama,8.9,631352,0,1.0999999999999996,9
30709,Martwe zło,The Evil Dead,1981,0,7,USA,Horror,2014-7-4,The Evil Dead,1981,horror,movie,The Evil Dead,0,\N,85,Horror,7.5,175225,0,-0.5,8
30710,Martwe zło 2,Evil Dead II,1987,0,7,USA,"Horror, Komedia",2014-7-3,Evil Dead II,1987,"horror, comedy",movie,Evil Dead II,0,\N,84,"Comedy,Horror",7.8,139719,0,-0.7999999999999998,8
30921,Spadaj na ziemię,Down to Earth,2001,0,4,"Kanada, Niemcy, USA",Komedia,2018-12-15,Down to Earth,2001,comedy,movie,Down to Earth,0,\N,87,"Comedy,Fantasy",5.5,20933,0,-1.5,6
30926,Brudne pieniądze,Bound,1996,0,8,USA,"Dramat, Kryminał, Thriller",2014-4-2,Bound,1996,"drama, crime, thriller",movie,Bound,0,\N,109,"Crime,Romance,Thriller",7.3,48076,0,0.7000000000000002,7
31279,Obywatel Kane,Citizen Kane,1941,0,9,USA,Dramat,2017-2-4,Citizen Kane,1941,drama,movie,Citizen Kane,0,\N,119,"Drama,Mystery",8.3,373472,0,0.6999999999999993,8
31326,Hellraiser: Wysłannik piekieł,Hellraiser,1987,0,7,Wielka Brytania,Horror,2019-7-25,Hellraiser,1987,horror,movie,Hellraiser,0,\N,94,"Horror,Thriller",7.0,95695,0,0.0,7
31419,Helikopter w ogniu,Black Hawk Down,2001,0,8,"USA, Wielka Brytania","Dramat, Wojenny",2010-6-1,Black Hawk Down,2001,"drama, war",movie,Black Hawk Down,0,\N,144,"Drama,History,War",7.7,347024,0,0.2999999999999998,8
31451,Władca Pierścieni: Dwie wieże,The Lord of the Rings: The Two Towers,2002,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2011-1-4,The Lord of the Rings: The Two Towers,2002,"fantasy, przygodowy",movie,The Lord of the Rings: The Two Towers,0,\N,179,"Adventure,Drama,Fantasy",8.7,1393344,0,-2.6999999999999993,9
31508,Potwory i spółka,"Monsters, Inc.",2001,0,5,USA,"Animacja, Familijny, Komedia",2010-6-2,"Monsters, Inc.",2001,"animacja, familijny, comedy",movie,"Monsters, Inc.",0,\N,92,"Adventure,Animation,Comedy",8.0,763797,0,-3.0,8
317089,Watchmen. Strażnicy,Watchmen,2009,0,10,USA,"Dramat, Akcja, Sci-Fi",2016-2-16,Watchmen,2009,"drama, action, sci-fi",movie,Watchmen,0,\N,162,"Action,Drama,Mystery",7.6,474989,0,2.4000000000000004,8
31985,Genialny klan,The Royal Tenenbaums,2001,0,8,USA,"Dramat, Komedia",2016-9-22,The Royal Tenenbaums,2001,"drama, comedy",movie,The Royal Tenenbaums,0,\N,110,"Comedy,Drama",7.6,251121,0,0.40000000000000036,8
32014,Epoka lodowcowa,Ice Age,2002,0,6,USA,"Animacja, Komedia, Przygodowy",2010-6-1,Ice Age,2002,"animacja, comedy, przygodowy",movie,Ice Age,0,\N,81,"Adventure,Animation,Comedy",7.5,414831,0,-1.5,8
32026,Upadek Cesarstwa Rzymskiego,The Fall of the Roman Empire,1964,0,6,USA,"Kostiumowy, Dramat historyczny",2019-9-7,The Fall of the Roman Empire,1964,"costume, dramat historyczny",movie,The Fall of the Roman Empire,0,\N,188,"Drama,History,War",6.7,7641,0,-0.7000000000000002,7
32049,Fanatyk,The Believer,2001,0,8,USA,Dramat,2010-6-1,The Believer,2001,drama,movie,The Believer,0,\N,98,Drama,7.2,35311,0,0.7999999999999998,7
32071,Zmierzch tytanów,Clash of the Titans,1981,0,6,USA,"Fantasy, Przygodowy",2019-6-14,Clash of the Titans,1981,"fantasy, przygodowy",movie,Clash of the Titans,0,\N,118,"Action,Adventure,Family",6.9,38500,0,-0.9000000000000004,7
32236,Niebo,Heaven,2002,0,4,"Francja, Niemcy, USA, Wielka Brytania, Włochy","Melodramat, Thriller",2014-9-18,Heaven,2002,"melodramat, thriller",movie,Heaven,0,\N,97,"Crime,Drama,Romance",7.0,22540,0,-3.0,7
323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,0,8,USA,Komedia,2017-5-18,The Incredible Burt Wonderstone,2013,comedy,movie,The Incredible Burt Wonderstone,0,\N,100,Comedy,5.9,68621,0,2.0999999999999996,6
32358,8 Mila,8 Mile,2002,0,7,"Niemcy, USA","Biograficzny, Dramat obyczajowy, Muzyczny",2010-6-1,8 Mile,2002,"biographic, dramat obyczajowy, muzyczny",movie,8 Mile,0,\N,110,"Drama,Music",7.1,234761,0,-0.09999999999999964,7
32359,Czerwony smok,Red Dragon,2002,0,6,"Niemcy, USA",Thriller,2014-9-22,Red Dragon,2002,thriller,movie,Red Dragon,0,\N,124,"Crime,Drama,Thriller",7.2,236163,0,-1.2000000000000002,7
32362,"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,0,6,"Kanada, USA",Komedia kryminalna,2010-6-1,Catch Me If You Can,2002,komedia kryminalna,movie,Catch Me If You Can,0,\N,141,"Biography,Crime,Drama",8.1,749888,0,-2.0999999999999996,8
32482,Zabity na śmierć,Murder by Death,1976,0,6,USA,"Thriller, Komedia kryminalna",2017-9-28,Murder by Death,1976,"thriller, komedia kryminalna",movie,Murder by Death,0,\N,95,"Comedy,Crime,Mystery",7.4,31130,0,-1.4000000000000004,7
32580,Straż wiejska,Super Troopers,2001,0,8,USA,Komedia kryminalna,2018-11-19,Super Troopers,2001,komedia kryminalna,movie,Super Troopers,0,\N,100,"Comedy,Crime,Mystery",7.1,92585,0,0.9000000000000004,7
32595,Lilo i Stich,Lilo & Stitch,2002,0,8,USA,"Animacja, Familijny, Komedia, Sci-Fi",2014-9-16,Lilo & Stitch,2002,"animacja, familijny, comedy, sci-fi",movie,Lilo & Stitch,0,\N,85,"Adventure,Animation,Comedy",7.2,155640,0,0.7999999999999998,7
33023,Odlotowa dziewczyna,Tank Girl,1995,0,2,USA,"Komedia, Akcja, Sci-Fi",2013-7-26,Tank Girl,1995,"comedy, action, sci-fi",movie,Tank Girl,0,\N,104,"Action,Comedy,Sci-Fi",5.3,28792,0,-3.3,5
33027,Terminator 3: Bunt maszyn,Terminator 3: Rise of the Machines,2003,0,6,"Niemcy, USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-2,Terminator 3: Rise of the Machines,2003,"action, sci-fi",movie,Terminator 3: Rise of the Machines,0,\N,109,"Action,Sci-Fi",6.3,360551,0,-0.2999999999999998,6
33076,Dealer,Pusher,1996,0,7,Dania,"Dramat, Sensacyjny",2013-7-25,Pusher,1996,"drama, sensacyjny",movie,Pusher,0,\N,110,"Crime,Thriller",7.4,32159,0,-0.40000000000000036,7
331014,Jak wytresować smoka,How to Train Your Dragon,2010,0,6,USA,"Animacja, Familijny, Fantasy, Przygodowy",2014-6-21,How to Train Your Dragon,2010,"animacja, familijny, fantasy, przygodowy",movie,How to Train Your Dragon,0,\N,98,"Action,Adventure,Animation",8.1,627960,0,-2.0999999999999996,8
33200,Kill Bill,Kill Bill: Vol. 1,2003,0,7,USA,"Thriller, Akcja",2010-6-1,Kill Bill: Vol. 1,2003,"thriller, action",movie,Kill Bill: Vol. 1,0,\N,111,"Action,Crime,Thriller",8.1,936529,0,-1.0999999999999996,8
33313,Jazon i Argonauci,Jason and the Argonauts,1963,0,5,"USA, Wielka Brytania","Fantasy, Przygodowy",2019-9-4,Jason and the Argonauts,1963,"fantasy, przygodowy",movie,Jason and the Argonauts,0,\N,104,"Action,Adventure,Family",7.3,21870,0,-2.3,7
33325,Lewy sercowy,Punch-Drunk Love,2002,0,8,USA,"Dramat, Komedia, Romans",2018-4-20,Punch-Drunk Love,2002,"drama, comedy, romance",movie,Punch-Drunk Love,0,\N,95,"Comedy,Drama,Romance",7.3,136997,0,0.7000000000000002,7
33386,Starsza pani musi zniknąć,Duplex,2003,0,6,"Niemcy, USA",Czarna komedia,2013-10-13,Duplex,2003,czarna komedia,movie,Duplex,0,\N,89,Comedy,5.9,53098,0,0.09999999999999964,6
33392,Indiana Jones i Królestwo Kryształowej Czaszki,Indiana Jones and the Kingdom of the Crystal Skull,2008,0,5,USA,Przygodowy,2010-6-1,Indiana Jones and the Kingdom of the Crystal Skull,2008,przygodowy,movie,Indiana Jones and the Kingdom of the Crystal Skull,0,\N,122,"Action,Adventure",6.1,402499,0,-1.0999999999999996,6
33417,Łowca snów,Dreamcatcher,2003,0,7,"Australia, USA","Horror, Sci-Fi",2015-12-8,Dreamcatcher,2003,"horror, sci-fi",movie,Dreamcatcher,0,\N,136,"Drama,Horror,Sci-Fi",5.5,85983,0,1.5,6
336379,Wyrok śmierci,Death Sentence,2007,0,6,USA,Sensacyjny,2013-10-5,Death Sentence,2007,sensacyjny,movie,Death Sentence,0,\N,105,"Action,Crime,Drama",6.8,66864,0,-0.7999999999999998,7
337366,Zabójczy wirus,Carriers,2009,0,6,USA,"Dramat, Horror",2015-6-20,Carriers,2009,"drama, horror",movie,Carriers,0,\N,84,"Drama,Horror,Sci-Fi",6.0,40541,0,0.0,6
337532,Miłość Larsa,Lars and the Real Girl,2007,0,8,"Kanada, USA","Dramat, Komedia",2016-12-4,Lars and the Real Girl,2007,"drama, comedy",movie,Lars and the Real Girl,0,\N,106,"Comedy,Drama,Romance",7.3,133306,0,0.7000000000000002,7
33861,Hidalgo - ocean ognia,Hidalgo,2004,0,6,USA,Przygodowy,2018-12-16,Hidalgo,2004,przygodowy,movie,Hidalgo,0,\N,136,"Action,Adventure,Biography",6.7,74862,0,-0.7000000000000002,7
33996,Matrix Rewolucje,The Matrix Revolutions,2003,0,7,"Australia, USA","Akcja, Sci-Fi",2010-6-2,The Matrix Revolutions,2003,"action, sci-fi",movie,The Matrix Revolutions,0,\N,129,"Action,Sci-Fi",6.7,425210,0,0.2999999999999998,7
34072,8 kobiet,8 femmes,2002,0,6,"Francja, Włochy","Musical, Komedia kryminalna",2015-2-18,8 femmes,2002,"musical, komedia kryminalna",movie,8 Women,0,\N,111,"Comedy,Crime,Musical",7.1,27556,0,-1.0999999999999996,7
34235,Sekretarka,Secretary,2002,0,8,USA,"Dramat, Komedia",2017-2-27,Secretary,2002,"drama, comedy",movie,Secretary,0,\N,107,"Comedy,Drama,Romance",7.0,78906,0,1.0,7
34246,Rybki z ferajny,Shark Tale,2004,0,5,USA,"Animacja, Familijny, Komedia",2010-6-2,Shark Tale,2004,"animacja, familijny, comedy",movie,Shark Tale,0,\N,90,"Adventure,Animation,Comedy",6.0,158384,0,-1.0,6
34739,O miłości i śmierci,Dellamorte Dellamore,1994,0,8,"Francja, Niemcy, Włochy","Horror, Komedia",2014-5-24,Dellamorte Dellamore,1994,"horror, comedy",movie,Cemetery Man,0,\N,105,"Comedy,Horror",7.2,18909,0,0.7999999999999998,7
347567,Młot,The Hammer,2007,0,7,USA,"Komedia, Sportowy",2010-8-3,The Hammer,2007,"comedy, sportowy",movie,The Hammer,0,\N,88,"Comedy,Romance,Sport",7.2,5772,0,-0.20000000000000018,7
34778,Dyniogłowy,Pumpkinhead,1988,0,5,USA,Horror,2016-8-21,Pumpkinhead,1988,horror,movie,Pumpkinhead,0,\N,86,"Fantasy,Horror",6.2,18752,0,-1.2000000000000002,6
348062,Sztuka płakania,Kunsten at græde i kor,2006,0,8,Dania,Dramat,2014-4-30,Kunsten at græde i kor,2006,drama,movie,The Art of Crying,0,\N,106,"Comedy,Drama",7.4,2062,0,0.5999999999999996,7
34888,Pojutrze,The Day After Tomorrow,2004,0,2,USA,"Sci-Fi, Katastroficzny",2010-6-1,The Day After Tomorrow,2004,"sci-fi, disaster",movie,The Day After Tomorrow,0,\N,124,"Action,Adventure,Sci-Fi",6.4,395555,0,-4.4,6
34942,Henry - Portret seryjnego mordercy,Henry: Portrait of a Serial Killer,1986,0,8,USA,"Kryminał, Thriller",2018-12-1,Henry: Portrait of a Serial Killer,1986,"crime, thriller",movie,Henry: Portrait of a Serial Killer,0,\N,83,"Biography,Crime,Drama",7.0,29477,0,1.0,7
35176,Skok przez płot,Over the Hedge,2006,0,7,USA,"Animacja, Familijny",2010-6-19,Over the Hedge,2006,"animacja, familijny",movie,Over the Hedge,0,\N,83,"Adventure,Animation,Comedy",6.7,151233,0,0.2999999999999998,7
35912,Kult,The Wicker Man,1973,0,8,Wielka Brytania,"Horror, Psychologiczny",2016-8-30,The Wicker Man,1973,"horror, psychologiczny",movie,The Wicker Man,0,\N,88,"Horror,Mystery,Thriller",7.5,62379,0,0.5,8
363042,Hotel Transylwania,Hotel Transylvania,2012,0,7,USA,"Animacja, Familijny, Komedia",2015-10-1,Hotel Transylvania,2012,"animacja, familijny, comedy",movie,Hotel Transylvania,0,\N,91,"Animation,Comedy,Family",7.1,210196,0,-0.09999999999999964,7
366495,Łowca potworów,Jack Brooks: Monster Slayer,2007,0,6,Kanada,"Horror, Komedia",2015-8-31,Jack Brooks: Monster Slayer,2007,"horror, comedy",movie,Jack Brooks: Monster Slayer,0,\N,85,"Action,Comedy,Horror",5.9,5840,0,0.09999999999999964,6
3673,A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,0,6,USA,"Dramat, Sci-Fi",2010-6-1,Artificial Intelligence: AI,2001,"drama, sci-fi",movie,A.I. Artificial Intelligence,0,\N,146,"Drama,Sci-Fi",7.2,279244,0,-1.2000000000000002,7
3690,Ace Ventura: Psi detektyw,Ace Ventura: Pet Detective,1994,0,7,USA,Komedia,2010-6-1,Ace Ventura: Pet Detective,1994,comedy,movie,Ace Ventura: Pet Detective,0,\N,86,Comedy,6.9,261533,0,0.09999999999999964,7
371687,Bracia przyrodni,Step Brothers,2008,0,7,USA,Komedia,2018-1-1,Step Brothers,2008,comedy,movie,Step Brothers,0,\N,98,Comedy,6.9,253382,0,0.09999999999999964,7
37309,Piraci z Karaibów: Klątwa Czarnej Perły,Pirates of the Caribbean: The Curse of the Black Pearl,2003,0,5,USA,"Fantasy, Przygodowy",2010-6-1,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"fantasy, przygodowy",movie,Pirates of the Caribbean: The Curse of the Black Pearl,0,\N,143,"Action,Adventure,Fantasy",8.0,979407,0,-3.0,8
37511,Tożsamość,Identity,2003,0,7,USA,Thriller,2017-3-19,Identity,2003,thriller,movie,Identity,0,\N,90,"Mystery,Thriller",7.3,214220,0,-0.2999999999999998,7
375787,Pojedynek,Sleuth,2007,0,8,"USA, Wielka Brytania","Dramat, Kryminał, Thriller",2015-9-7,Sleuth,2007,"drama, crime, thriller",movie,Sleuth,0,\N,88,"Crime,Drama,Mystery",6.5,29412,0,1.5,6
37889,Bruce Wszechmogący,Bruce Almighty,2003,0,6,USA,"Fantasy, Komedia",2010-6-1,Bruce Almighty,2003,"fantasy, comedy",movie,Bruce Almighty,0,\N,101,"Comedy,Drama,Fantasy",6.7,353536,0,-0.7000000000000002,7
37961,Smokiem i mieczem,George and the Dragon,2004,0,6,"Luksemburg, Niemcy, USA, Wielka Brytania","Fantasy, Przygodowy",2019-10-12,George and the Dragon,2004,"fantasy, przygodowy",movie,George and the Dragon,0,\N,93,"Action,Adventure,Comedy",5.7,3502,0,0.2999999999999998,6
38233,Pasja,The Passion of the Christ,2004,0,5,USA,"Dramat, Biblijny",2010-6-1,The Passion of the Christ,2004,"drama, biblijny",movie,The Passion of the Christ,0,\N,127,Drama,7.1,204197,0,-2.0999999999999996,7
385852,Miasto ślepców,Blindness,2008,0,3,"Brazylia, Japonia, Kanada","Dramat, Thriller",2016-10-8,Blindness,2008,"drama, thriller",movie,Blindness,0,\N,121,"Drama,Mystery,Sci-Fi",6.6,67033,0,-3.5999999999999996,7
38601,Teksańska masakra piłą mechaniczną,The Texas Chainsaw Massacre,2003,0,1,USA,Horror,2010-6-1,The Texas Chainsaw Massacre,2003,horror,movie,The Texas Chainsaw Massacre,0,\N,98,Horror,6.2,125228,0,-5.2,6
38828,Maniakalny gliniarz,Maniac Cop,1988,0,6,USA,Horror,2018-12-19,Maniac Cop,1988,horror,movie,Maniac Cop,0,\N,85,"Action,Crime,Horror",6.0,12783,0,0.0,6
391382,Valhalla: Mroczny wojownik,Valhalla Rising,2009,0,8,"Dania, Wielka Brytania","Dramat, Przygodowy",2013-5-29,Valhalla Rising,2009,"drama, przygodowy",movie,Valhalla Rising,0,\N,93,"Adventure,Drama,Fantasy",6.1,53220,0,1.9000000000000004,6
3929,Armia Boga,The Prophecy,1995,0,5,USA,"Fantasy, Thriller",2017-5-8,The Prophecy,1995,"fantasy, thriller",movie,The Prophecy,0,\N,98,"Action,Crime,Drama",6.5,27704,0,-1.5,6
3933,Armia ciemności,Army of Darkness,1992,0,6,USA,"Horror, Komedia",2014-8-1,Army of Darkness,1992,"horror, comedy",movie,Army of Darkness,0,\N,81,"Comedy,Horror",7.5,155107,0,-1.5,8
393843,Straż wiejska 2,Super Troopers 2,2018,0,8,USA,Komedia kryminalna,2018-11-17,Super Troopers 2,2018,komedia kryminalna,movie,Super Troopers 2,0,\N,99,"Comedy,Crime,Mystery",6.1,21695,0,1.9000000000000004,6
397071,"Najpierw strzelaj, potem zwiedzaj",In Bruges,2008,0,8,"USA, Wielka Brytania","Dramat, Komedia, Kryminał",2017-6-22,In Bruges,2008,"drama, comedy, crime",movie,In Bruges,0,\N,107,"Comedy,Crime,Drama",7.9,371308,0,0.09999999999999964,8
401060,Grindhouse: Planet Terror,Planet Terror,2007,0,5,USA,"Horror, Akcja",2010-6-1,Planet Terror,2007,"horror, action",movie,Planet Terror,0,\N,105,"Action,Comedy,Horror",7.1,192698,0,-2.0999999999999996,7
40252,Efekt motyla,The Butterfly Effect,2004,0,7,"Kanada, USA","Thriller, Sci-Fi",2010-6-1,The Butterfly Effect,2004,"thriller, sci-fi",movie,The Butterfly Effect,0,\N,113,"Drama,Sci-Fi,Thriller",7.6,430482,0,-0.5999999999999996,8
4041,Bananowy czubek,Bananas,1971,0,8,USA,Komedia,2010-6-1,Bananas,1971,comedy,movie,Bananas,0,\N,82,Comedy,7.0,32342,0,1.0,7
4056,Ćma barowa,Barfly,1987,0,6,USA,Dramat obyczajowy,2014-5-10,Barfly,1987,dramat obyczajowy,movie,Barfly,0,\N,100,"Comedy,Drama,Romance",7.2,17686,0,-1.2000000000000002,7
40683,Tajemnica Aleksandry,Alexandra's Project,2003,0,7,Australia,"Dramat, Thriller",2014-10-28,Alexandra's Project,2003,"drama, thriller",movie,Alexandra's Project,0,\N,103,"Drama,Mystery,Thriller",6.5,4712,0,0.5,6
411786,Zdarzenie,The Happening,2008,0,6,"Indie, USA","Thriller, Sci-Fi",2014-10-17,The Happening,2008,"thriller, sci-fi",movie,The Happening,0,\N,91,"Drama,Mystery,Sci-Fi",5.0,189005,0,1.0,5
4160,Biali nie potrafią skakać,White Men Can't Jump,1992,0,6,USA,"Komedia, Sportowy",2017-4-2,White Men Can't Jump,1992,"comedy, sportowy",movie,White Men Can't Jump,0,\N,115,"Comedy,Drama,Sport",6.8,70806,0,-0.7999999999999998,7
