,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movieId,tmdbId,link,ml_title,ml_genres,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,\N,161,"Adventure,Fantasy",7.8,575915,106489,57158,https://www.imdb.com/title/tt1170358/,1170358,57158,469867,Hobbit: Pustkowie Smauga,The Hobbit: The Desolation of Smaug,2013,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2014-1-2,2014,3.0,"fantasy, przygodowy",0,-1.7999999999999998,8
tt1174732,movie,An Education,An Education,0,2009,\N,100,Drama,7.3,124543,71579,24684,https://www.imdb.com/title/tt1174732/,1174732,24684,473563,Była sobie dziewczyna,An Education,2009,0,7,"USA, Wielka Brytania",Dramat,2011-11-2,2011,3.5,drama,0,-0.2999999999999998,7
tt1175709,movie,All Good Things,All Good Things,0,2010,\N,101,"Crime,Drama,Mystery",6.3,50587,82378,46503,https://www.imdb.com/title/tt1175709/,1175709,46503,470641,"Wszystko, co dobre",All Good Things,2010,0,7,USA,"Melodramat, Thriller",2011-10-12,2011,3.5,"melodramat, thriller",0,0.7000000000000002,6
tt1178663,movie,Whatever Works,Whatever Works,0,2009,\N,93,"Comedy,Romance",7.1,68103,69604,19265,https://www.imdb.com/title/tt1178663/,1178663,19265,480036,"Co nas kręci, co nas podnieca",Whatever Works,2009,0,8,"Francja, USA",Komedia obycz.,2011-10-19,2011,4.0,komedia obycz.,0,0.9000000000000004,7
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,\N,103,"Drama,Horror,Mystery",7.2,270207,152077,333371,https://www.imdb.com/title/tt1179933/,1179933,333371,714080,Cloverfield Lane 10,10 Cloverfield Lane,2016,0,6,USA,"Thriller, Sci-Fi",2016-7-3,2016,3.0,"thriller, sci-fi",0,-1.2000000000000002,7
tt1182350,movie,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,0,2010,\N,98,"Comedy,Drama,Romance",6.3,42226,80864,38031,https://www.imdb.com/title/tt1182350/,1182350,38031,501868,Poznasz przystojnego bruneta,You Will Meet a Tall Dark Stranger,2010,0,6,"Hiszpania, USA",Komedia obycz.,2011-10-19,2011,3.0,komedia obycz.,0,-0.2999999999999998,6
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,\N,118,"Crime,Drama,Thriller",7.3,200712,84392,50348,https://www.imdb.com/title/tt1189340/,1189340,50348,544006,Prawnik z Lincolna,The Lincoln Lawyer,2011,0,7,USA,"Kryminał, Thriller",2011-10-22,2011,3.5,"crime, thriller",0,-0.2999999999999998,7
tt1191111,movie,Enter the Void,Enter the Void,0,2009,\N,161,"Drama,Fantasy",7.3,63988,78836,34647,https://www.imdb.com/title/tt1191111/,1191111,34647,349764,Wkraczając w pustkę,Enter the Void,2009,0,8,"Francja, Kanada, Niemcy, Włochy","Dramat, Fantasy",2018-3-5,2018,4.0,"drama, fantasy",0,0.7000000000000002,7
tt1193138,movie,Up in the Air,Up in the Air,0,2009,\N,109,"Comedy,Drama,Romance",7.4,305598,72011,22947,https://www.imdb.com/title/tt1193138/,1193138,22947,475937,W chmurach,Up in the Air,2009,0,7,USA,"Dramat, Komedia",2011-10-20,2011,3.5,"drama, comedy",0,-0.40000000000000036,7
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,\N,135,"Action,Adventure,Thriller",6.7,273100,91535,49040,https://www.imdb.com/title/tt1194173/,1194173,49040,482581,Dziedzictwo Bourne'a,The Bourne Legacy,2012,0,7,USA,Sensacyjny,2017-6-6,2017,3.5,sensacyjny,0,0.2999999999999998,7
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011,\N,130,"Adventure,Drama,Fantasy",8.1,711773,88125,12445,https://www.imdb.com/title/tt1201607/,1201607,12445,476021,Harry Potter i Insygnia Śmierci: Część II,Harry Potter and the Deathly Hallows: Part 2,2011,0,4,"USA, Wielka Brytania","Familijny, Fantasy, Przygodowy",2011-8-8,2011,2.0,"familijny, fantasy, przygodowy",0,-4.1,8
tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,0,2014,\N,105,"Action,Drama,Thriller",6.2,117317,108188,137094,https://www.imdb.com/title/tt1205537/,1205537,137094,551146,Jack Ryan: Teoria chaosu,Jack Ryan: Shadow Recruit,2014,0,3,"Rosja, USA","Thriller, Akcja",2014-6-7,2014,1.5,"thriller, action",0,-3.2,6
tt1211956,movie,Escape Plan,Escape Plan,0,2013,\N,115,"Action,Thriller",6.7,217008,105653,107846,https://www.imdb.com/title/tt1211956/,1211956,107846,573524,Plan ucieczki,Escape Plan,2013,0,6,USA,"Thriller, Akcja",2014-1-29,2014,3.0,"thriller, action",0,-0.7000000000000002,7
tt1212419,movie,Hereafter,Hereafter,0,2010,\N,129,"Drama,Fantasy,Romance",6.4,88204,81512,44603,https://www.imdb.com/title/tt1212419/,1212419,44603,493926,Medium,Hereafter,2010,0,4,USA,"Dramat, Fantasy",2012-2-6,2012,2.0,"drama, fantasy",0,-2.4000000000000004,6
tt1212450,movie,Lawless,Lawless,0,2012,\N,116,"Crime,Drama",7.3,217942,96432,82633,https://www.imdb.com/title/tt1212450/,1212450,82633,607562,Gangster,Lawless,2012,0,6,USA,"Dramat, Gangsterski",2012-12-2,2012,3.0,"drama, gangsterski",0,-1.2999999999999998,7
tt1213648,movie,London Boulevard,London Boulevard,0,2010,\N,103,"Crime,Drama",6.2,45156,82093,48838,https://www.imdb.com/title/tt1213648/,1213648,48838,498798,Londyński bulwar,London Boulevard,2010,0,7,"USA, Wielka Brytania","Kryminał, Melodramat",2011-10-14,2011,3.5,"crime, melodramat",0,0.7999999999999998,6
tt1216491,movie,Kill the Messenger,Kill the Messenger,0,2014,\N,112,"Biography,Crime,Drama",6.9,42322,118354,245916,https://www.imdb.com/title/tt1216491/,1216491,245916,484601,Wyrok za prawdę,Kill the Messenger,2014,0,6,USA,"Biograficzny, Dramat, Kryminał",2016-6-3,2016,3.0,"biographic, drama, crime",0,-0.9000000000000004,7
tt1217637,movie,Anything for Her,Pour elle,0,2008,\N,96,"Crime,Drama,Thriller",7.1,8268,83796,14556,https://www.imdb.com/title/tt1217637/,1217637,14556,492133,Dla niej wszystko,Pour elle,2008,0,5,Francja,"Dramat, Thriller",2013-9-27,2013,2.5,"drama, thriller",0,-2.0999999999999996,7
tt1232200,movie,That's My Boy,That's My Boy,0,2012,\N,116,Comedy,5.5,85462,96616,87428,https://www.imdb.com/title/tt1232200/,1232200,87428,484600,"Spadaj, tato",That's My Boy,2012,0,2,USA,Komedia,2013-1-24,2013,1.0,comedy,0,-3.5,6
tt1234719,movie,Red Dawn,Red Dawn,0,2012,\N,93,"Action,Adventure,Crime",5.4,70801,98239,60747,https://www.imdb.com/title/tt1234719/,1234719,60747,510953,Czerwony świt,Red Dawn,2012,0,3,USA,Akcja,2013-11-22,2013,1.5,action,0,-2.4000000000000004,5
tt1235166,movie,A Prophet,Un prophète,0,2009,\N,155,"Crime,Drama",7.9,89441,73344,21575,https://www.imdb.com/title/tt1235166/,1235166,21575,322815,Prorok,Un prophète,2009,0,6,"Francja, Włochy","Dramat, Kryminał",2011-10-19,2011,3.0,"drama, crime",0,-1.9000000000000004,8
tt1242432,movie,I Spit on Your Grave,I Spit on Your Grave,0,2010,\N,108,"Horror,Thriller",6.3,71316,84189,43947,https://www.imdb.com/title/tt1242432/,1242432,43947,544183,Bez litości,I Spit on Your Grave,2010,0,6,USA,Thriller,2012-2-4,2012,3.0,thriller,0,-0.2999999999999998,6
tt1242460,movie,We Need to Talk About Kevin,We Need to Talk About Kevin,0,2011,\N,112,"Drama,Mystery,Thriller",7.5,127469,90376,71859,https://www.imdb.com/title/tt1242460/,1242460,71859,485802,Musimy porozmawiać o Kevinie,We Need to Talk About Kevin,2011,0,7,"USA, Wielka Brytania","Dramat, Psychologiczny",2012-9-17,2012,3.5,"drama, psychologiczny",0,-0.5,8
tt1243974,movie,Aloha,Aloha,0,2015,\N,105,"Comedy,Drama,Romance",5.4,57283,134528,222936,https://www.imdb.com/title/tt1243974/,1243974,222936,492946,Witamy na Hawajach,Aloha,2015,0,6,USA,"Przygodowy, Komedia rom.",2015-9-10,2015,3.0,"przygodowy, komedia rom.",0,0.5999999999999996,5
tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,\N,95,Horror,7.0,349285,93840,22970,https://www.imdb.com/title/tt1259521/,1259521,22970,487684,Dom w głębi lasu,The Cabin in the Woods,2011,0,4,USA,Horror,2012-5-13,2012,2.0,horror,0,-3.0,7
tt1276104,movie,Looper,Looper,0,2012,\N,113,"Action,Crime,Drama",7.4,510891,96610,59967,https://www.imdb.com/title/tt1276104/,1276104,59967,569908,Looper - Pętla czasu,Looper,2012,0,4,"Chiny, USA","Akcja, Sci-Fi",2012-11-29,2012,2.0,"action, sci-fi",0,-3.4000000000000004,7
tt1284575,movie,Bad Teacher,Bad Teacher,0,2011,\N,92,"Comedy,Romance",5.6,184925,87485,52449,https://www.imdb.com/title/tt1284575/,1284575,52449,520943,Zła kobieta,Bad Teacher,2011,0,3,USA,Komedia,2011-9-1,2011,1.5,comedy,0,-2.5999999999999996,6
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,116,"Action,Comedy,Fantasy",5.2,193381,160080,43074,https://www.imdb.com/title/tt1289401/,1289401,43074,491609,Ghostbusters. Pogromcy duchów,Ghostbusters,2016,0,3,USA,"Komedia, Akcja, Sci-Fi",2016-11-20,2016,1.5,"comedy, action, sci-fi",0,-2.2,5
tt1291570,movie,Solace,Solace,0,2015,\N,101,"Crime,Drama,Mystery",6.4,51452,146688,339527,https://www.imdb.com/title/tt1291570/,1291570,339527,219650,Ukojenie,Solace,2015,0,4,USA,Thriller,2016-1-31,2016,2.0,thriller,0,-2.4000000000000004,6
tt1306980,movie,50/50,50/50,0,2011,\N,100,"Comedy,Drama,Romance",7.6,305160,89864,40807,https://www.imdb.com/title/tt1306980/,1306980,40807,537177,Pół na pół,50/50,2011,0,6,USA,"Dramat, Komedia",2012-12-27,2012,3.0,"drama, comedy",0,-1.5999999999999996,8
tt1314655,movie,Devil,Devil,0,2010,\N,80,"Horror,Mystery,Thriller",6.2,124161,80846,44040,https://www.imdb.com/title/tt1314655/,1314655,44040,538571,Diabeł,Devil,2010,0,7,USA,Horror,2016-11-15,2016,3.5,horror,0,0.7999999999999998,6
tt1315981,movie,A Single Man,A Single Man,0,2009,\N,99,"Drama,Romance",7.6,101261,72720,34653,https://www.imdb.com/title/tt1315981/,1315981,34653,493189,Samotny mężczyzna,A Single Man,2009,0,6,USA,Dramat,2011-10-19,2011,3.0,drama,0,-1.5999999999999996,8
tt1318514,movie,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011,\N,105,"Action,Drama,Sci-Fi",7.6,480298,88744,61791,https://www.imdb.com/title/tt1318514/,1318514,61791,558709,Geneza planety małp,Rise of the Planet of the Apes,2011,0,6,USA,"Dramat, Akcja, Sci-Fi",2011-8-9,2011,3.0,"drama, action, sci-fi",0,-1.5999999999999996,8
tt1320253,movie,The Expendables,The Expendables,0,2010,\N,103,"Action,Adventure,Thriller",6.5,313343,79695,27578,https://www.imdb.com/title/tt1320253/,1320253,27578,311443,Niezniszczalni,The Expendables,2010,0,5,USA,Akcja,2011-10-20,2011,2.5,action,0,-1.5,6
tt1321511,movie,Oldboy,Oldboy,0,2013,\N,104,"Action,Drama,Mystery",5.7,64911,107314,87516,https://www.imdb.com/title/tt1321511/,1321511,87516,523002,Oldboy. Zemsta jest cierpliwa,Oldboy,2013,0,5,USA,Thriller,2014-4-7,2014,2.5,thriller,0,-0.7000000000000002,6
tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,\N,113,"Action,Crime,Drama",6.7,199010,99728,82682,https://www.imdb.com/title/tt1321870/,1321870,82682,583649,Gangster Squad. Pogromcy mafii,Gangster Squad,2013,0,5,USA,"Dramat, Gangsterski",2013-2-11,2013,2.5,"drama, gangsterski",0,-1.7000000000000002,7
tt1327773,movie,Lee Daniels' The Butler,The Butler,0,2013,\N,132,"Biography,Drama",7.2,104210,104337,132363,https://www.imdb.com/title/tt1327773/,1327773,132363,648849,Kamerdyner,The Butler,2013,0,7,USA,"Biograficzny, Dramat",2014-1-2,2014,3.5,"biographic, drama",0,-0.20000000000000018,7
tt1334260,movie,Never Let Me Go,Never Let Me Go,0,2010,\N,103,"Drama,Romance,Sci-Fi",7.1,132233,80969,42188,https://www.imdb.com/title/tt1334260/,1334260,42188,502884,Nie opuszczaj mnie,Never Let Me Go,2010,0,7,"USA, Wielka Brytania","Melodramat, Sci-Fi",2013-4-19,2013,3.5,"melodramat, sci-fi",0,-0.09999999999999964,7
tt1340138,movie,Terminator Genisys,Terminator Genisys,0,2015,\N,126,"Action,Adventure,Sci-Fi",6.4,245102,120799,87101,https://www.imdb.com/title/tt1340138/,1340138,87101,512784,Terminator: Genisys,Terminator Genisys,2015,0,5,USA,"Akcja, Sci-Fi",2015-8-14,2015,2.5,"action, sci-fi",0,-1.4000000000000004,6
tt1340800,movie,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,0,2011,\N,122,"Drama,Mystery,Thriller",7.1,178062,89753,49517,https://www.imdb.com/title/tt1340800/,1340800,49517,575916,Szpieg,Tinker Tailor Soldier Spy,2011,0,8,"Francja, Niemcy, Wielka Brytania","Thriller, Szpiegowski",2012-1-9,2012,4.0,"thriller, szpiegowski",0,0.9000000000000004,7
tt1343092,movie,The Great Gatsby,The Great Gatsby,0,2013,\N,143,"Drama,Romance",7.3,445632,102407,64682,https://www.imdb.com/title/tt1343092/,1343092,64682,506934,Wielki Gatsby,The Great Gatsby,2013,0,6,"Australia, USA",Melodramat,2013-9-18,2013,3.0,melodramat,0,-1.2999999999999998,7
tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012,\N,164,"Action,Thriller",8.4,1427819,91529,49026,https://www.imdb.com/title/tt1345836/,1345836,49026,506756,Mroczny Rycerz powstaje,The Dark Knight Rises,2012,0,5,"USA, Wielka Brytania","Akcja, Sci-Fi",2012-8-6,2012,2.5,"action, sci-fi",0,-3.4000000000000004,8
tt1355644,movie,Passengers,Passengers,0,2016,\N,116,"Drama,Romance,Sci-Fi",7.0,322875,166635,274870,https://www.imdb.com/title/tt1355644/,1355644,274870,558175,Pasażerowie,Passengers,2016,0,5,USA,"Przygodowy, Sci-Fi",2017-1-5,2017,2.5,"przygodowy, sci-fi",0,-2.0,7
tt1355683,movie,Black Mass,Black Mass,0,2015,\N,123,"Biography,Crime,Drama",6.9,159467,136018,261023,https://www.imdb.com/title/tt1355683/,1355683,261023,527134,Pakt z diabłem,Black Mass,2015,0,6,"USA, Wielka Brytania","Dramat, Kryminał",2016-1-14,2016,3.0,"drama, crime",0,-0.9000000000000004,7
tt1371150,movie,This Is Where I Leave You,This Is Where I Leave You,0,2014,\N,103,"Comedy,Drama",6.6,66922,114601,239678,https://www.imdb.com/title/tt1371150/,1371150,239678,656778,Powiedzmy sobie wszystko,This Is Where I Leave You,2014,0,6,USA,"Dramat, Komedia",2014-12-8,2014,3.0,"drama, comedy",0,-0.5999999999999996,7
tt1375666,movie,Inception,Inception,0,2010,\N,148,"Action,Adventure,Sci-Fi",8.8,1902725,79132,27205,https://www.imdb.com/title/tt1375666/,1375666,27205,500891,Incepcja,Inception,2010,0,6,"USA, Wielka Brytania","Surrealistyczny, Thriller, Sci-Fi",2011-10-20,2011,3.0,"surrealistyczny, thriller, sci-fi",0,-2.8000000000000007,9
tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011,\N,106,"Romance,Sci-Fi,Thriller",7.0,232255,84954,38050,https://www.imdb.com/title/tt1385826/,1385826,38050,501993,Władcy umysłów,The Adjustment Bureau,2011,0,6,USA,"Thriller, Romans, Sci-Fi",2014-3-16,2014,3.0,"thriller, romance, sci-fi",0,-1.0,7
tt1385867,movie,Cop Out,Cop Out,0,2010,\N,107,"Action,Comedy,Crime",5.6,82773,74532,23742,https://www.imdb.com/title/tt1385867/,1385867,23742,502583,Cop Out: Fujary na tropie,Cop Out,2010,0,3,USA,Komedia kryminalna,2013-12-9,2013,1.5,komedia kryminalna,0,-2.5999999999999996,6
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy",6.0,556744,135536,297761,https://www.imdb.com/title/tt1386697/,1386697,297761,725816,Legion samobójców,Suicide Squad,2016,0,6,"Kanada, USA","Akcja, Sci-Fi",2016-8-23,2016,3.0,"action, sci-fi",0,0.0,6
tt1389096,movie,Stand Up Guys,Stand Up Guys,0,2012,\N,95,"Comedy,Crime,Thriller",6.5,51262,100326,121824,https://www.imdb.com/title/tt1389096/,1389096,121824,629520,Twardziele,Stand Up Guys,2012,0,4,USA,Komedia kryminalna,2013-3-2,2013,2.0,komedia kryminalna,0,-2.5,6
tt1389137,movie,We Bought a Zoo,We Bought a Zoo,0,2011,\N,124,"Comedy,Drama,Family",7.1,129073,91653,74465,https://www.imdb.com/title/tt1389137/,1389137,74465,570380,Kupiliśmy zoo,We Bought a Zoo,2011,0,6,USA,"Dramat, Komedia",2019-7-28,2019,3.0,"drama, comedy",0,-1.0999999999999996,7
tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,\N,142,"Action,Adventure,Sci-Fi",7.2,808354,91500,70160,https://www.imdb.com/title/tt1392170/,1392170,70160,504776,Igrzyska śmierci,The Hunger Games,2012,0,6,USA,"Akcja, Sci-Fi",2012-4-10,2012,3.0,"action, sci-fi",0,-1.2000000000000002,7
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi",8.1,810196,122882,76341,https://www.imdb.com/title/tt1392190/,1392190,76341,95747,Mad Max: Na drodze gniewu,Mad Max: Fury Road,2015,0,7,"Australia, USA","Sensacyjny, Sci-Fi",2015-6-4,2015,3.5,"sensacyjny, sci-fi",0,-1.0999999999999996,8
tt1392214,movie,Prisoners,Prisoners,0,2013,\N,153,"Crime,Drama,Mystery",8.1,546828,104879,146233,https://www.imdb.com/title/tt1392214/,1392214,146233,507169,Labirynt,Prisoners,2013,0,8,USA,Thriller,2013-10-5,2013,4.0,thriller,0,-0.09999999999999964,8
tt1396484,movie,It,It,0,2017,\N,135,Horror,7.3,413447,175303,346364,https://www.imdb.com/title/tt1396484/,1396484,346364,571114,To,It,2017,0,7,"Kanada, USA",Horror,2017-10-1,2017,3.5,horror,0,-0.2999999999999998,7
tt1399683,movie,Winter's Bone,Winter's Bone,0,2010,\N,100,"Drama,Mystery",7.2,130022,78574,39013,https://www.imdb.com/title/tt1399683/,1399683,39013,506388,Do szpiku kości,Winter's Bone,2010,0,7,USA,"Dramat, Thriller",2012-1-24,2012,3.5,"drama, thriller",0,-0.20000000000000018,7
tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,\N,132,"Action,Adventure,Sci-Fi",7.7,450888,102445,54138,https://www.imdb.com/title/tt1408101/,1408101,54138,521206,W ciemność. Star Trek,Star Trek Into Darkness,2013,0,6,USA,"Akcja, Sci-Fi",2013-6-2,2013,3.0,"action, sci-fi",0,-1.7000000000000002,8
tt1409024,movie,Men in Black 3,Men in Black 3,0,2012,\N,106,"Action,Adventure,Comedy",6.8,319622,94777,41154,https://www.imdb.com/title/tt1409024/,1409024,41154,506891,Faceci w czerni 3,Men in Black 3,2012,0,6,USA,"Komedia, Sci-Fi",2012-6-21,2012,3.0,"comedy, sci-fi",0,-0.7999999999999998,7
tt1430132,movie,The Wolverine,The Wolverine,0,2013,\N,126,"Action,Adventure,Sci-Fi",6.7,410833,103772,76170,https://www.imdb.com/title/tt1430132/,1430132,76170,515048,Wolverine,The Wolverine,2013,0,6,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-3,2013,3.0,"action, sci-fi",0,-0.7000000000000002,7
tt1433811,movie,Disconnect,Disconnect,0,2012,\N,115,"Drama,Thriller",7.5,70894,101973,127517,https://www.imdb.com/title/tt1433811/,1433811,127517,631256,Rozłączeni,Disconnect,2012,0,5,USA,"Dramat, Thriller",2018-9-4,2018,2.5,"drama, thriller",0,-2.5,8
tt1440345,movie,This Must Be the Place,This Must Be the Place,0,2011,\N,118,"Comedy,Drama",6.7,31061,90528,53487,https://www.imdb.com/title/tt1440345/,1440345,53487,530950,Wszystkie odloty Cheyenne'a,This Must Be the Place,2011,0,8,"Francja, Irlandia, Włochy","Dramat, Komedia",2012-3-20,2012,4.0,"drama, comedy",0,1.2999999999999998,7
tt1440728,movie,The American,The American,0,2010,\N,105,"Crime,Drama,Thriller",6.3,88234,80126,27579,https://www.imdb.com/title/tt1440728/,1440728,27579,522361,Amerykanin,The American,2010,0,5,USA,"Dramat, Thriller",2018-3-6,2018,2.5,"drama, thriller",0,-1.2999999999999998,6
tt1446714,movie,Prometheus,Prometheus,0,2012,\N,124,"Adventure,Mystery,Sci-Fi",7.0,547752,94864,70981,https://www.imdb.com/title/tt1446714/,1446714,70981,523230,Prometeusz,Prometheus,2012,0,7,"USA, Wielka Brytania","Horror, Sci-Fi",2012-7-24,2012,3.5,"horror, sci-fi",0,0.0,7
tt1448755,movie,Killer Elite,Killer Elite,0,2011,\N,116,"Action,Thriller",6.5,119488,89840,49021,https://www.imdb.com/title/tt1448755/,1448755,49021,545796,Elita zabójców,Killer Elite,2011,0,5,"Australia, USA","Thriller, Akcja",2011-10-11,2011,2.5,"thriller, action",0,-1.5,6
tt1454468,movie,Gravity,Gravity,0,2013,\N,91,"Drama,Sci-Fi,Thriller",7.7,728880,104841,49047,https://www.imdb.com/title/tt1454468/,1454468,49047,564230,Grawitacja,Gravity,2013,0,7,"USA, Wielka Brytania","Dramat, Sci-Fi",2013-10-29,2013,3.5,"drama, sci-fi",0,-0.7000000000000002,8
tt1457767,movie,The Conjuring,The Conjuring,0,2013,\N,112,"Horror,Mystery,Thriller",7.5,413580,103688,138843,https://www.imdb.com/title/tt1457767/,1457767,138843,627100,Obecność,The Conjuring,2013,0,4,USA,Horror,2013-8-3,2013,2.0,horror,0,-3.5,8
tt1462901,movie,All Is Bright,All Is Bright,0,2013,\N,107,"Comedy,Drama",5.6,5478,106883,174311,https://www.imdb.com/title/tt1462901/,1462901,174311,647288,Prawie święta,All Is Bright,2013,0,6,USA,"Dramat, Komedia",2013-12-10,2013,3.0,"drama, comedy",0,0.40000000000000036,6
tt1469304,movie,Baywatch,Baywatch,0,2017,\N,116,"Action,Comedy,Crime",5.5,146837,170813,339846,https://www.imdb.com/title/tt1469304/,1469304,339846,224731,Baywatch. Słoneczny patrol,Baywatch,2017,0,2,USA,"Komedia, Akcja",2017-9-17,2017,1.0,"comedy, action",0,-3.5,6
tt1483013,movie,Oblivion,Oblivion,0,2013,\N,124,"Action,Adventure,Sci-Fi",7.0,463818,101864,75612,https://www.imdb.com/title/tt1483013/,1483013,75612,535756,Niepamięć,Oblivion,2013,0,3,USA,"Akcja, Sci-Fi",2013-8-5,2013,1.5,"action, sci-fi",0,-4.0,7
tt1483324,movie,At Middleton,At Middleton,0,2013,\N,99,"Comedy,Romance",6.5,7414,111680,194722,https://www.imdb.com/title/tt1483324/,1483324,194722,546757,Dzień w Middleton,At Middleton,2013,0,6,USA,Romans,2013-9-11,2013,3.0,romance,0,-0.5,6
tt1486192,movie,The Raven,The Raven,0,2012,\N,110,"Crime,Mystery,Thriller",6.4,80423,93982,70436,https://www.imdb.com/title/tt1486192/,1486192,70436,561591,Kruk. Zagadka zbrodni,The Raven,2012,0,5,"Hiszpania, USA, Węgry, Serbia",Thriller,2012-7-18,2012,2.5,thriller,0,-1.4000000000000004,6
tt1491044,movie,The Iceman,The Iceman,0,2012,\N,106,"Biography,Crime,Drama",6.8,66955,99750,68812,https://www.imdb.com/title/tt1491044/,1491044,68812,601988,Iceman: Historia mordercy,The Iceman,2012,0,6,USA,"Biograficzny, Kryminał",2017-12-22,2017,3.0,"biographic, crime",0,-0.7999999999999998,7
tt1499658,movie,Horrible Bosses,Horrible Bosses,0,2011,\N,98,"Comedy,Crime",6.9,405463,87869,51540,https://www.imdb.com/title/tt1499658/,1499658,51540,541045,Szefowie wrogowie,Horrible Bosses,2011,0,2,USA,Komedia kryminalna,2011-10-17,2011,1.0,komedia kryminalna,0,-4.9,7
tt1528071,movie,Horns,Horns,0,2013,\N,120,"Crime,Drama,Fantasy",6.5,72287,114707,149509,https://www.imdb.com/title/tt1528071/,1528071,149509,546202,Rogi,Horns,2013,0,6,"Kanada, USA",Horror,2014-11-5,2014,3.0,horror,0,-0.5,6
tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,0,2014,\N,150,"Action,Drama,Fantasy",6.0,153553,116887,147441,https://www.imdb.com/title/tt1528100/,1528100,147441,659455,Exodus: Bogowie i królowie,Exodus: Gods and Kings,2014,0,3,"Hiszpania, USA, Wielka Brytania","Dramat, Przygodowy, Biblijny",2015-5-6,2015,1.5,"drama, przygodowy, biblijny",0,-3.0,6
tt1531663,movie,Everything Must Go,Everything Must Go,0,2010,\N,97,Drama,6.4,46401,87298,45658,https://www.imdb.com/title/tt1531663/,1531663,45658,563921,Na sprzedaż,Everything Must Go,2010,0,6,USA,"Dramat, Komedia",2012-1-10,2012,3.0,"drama, comedy",0,-0.40000000000000036,6
tt1532503,movie,Beginners,Beginners,0,2010,\N,105,"Comedy,Drama,Romance",7.2,84897,87304,55347,https://www.imdb.com/title/tt1532503/,1532503,55347,545488,Debiutanci,Beginners,2010,0,8,USA,"Dramat, Komedia",2011-8-8,2011,4.0,"drama, comedy",0,0.7999999999999998,7
tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,\N,134,"Biography,Crime,Drama",7.8,396417,105504,109424,https://www.imdb.com/title/tt1535109/,1535109,109424,643366,Kapitan Phillips,Captain Phillips,2013,0,7,USA,"Biograficzny, Dramat",2014-2-1,2014,3.5,"biographic, drama",0,-0.7999999999999998,8
tt1535970,movie,The Ledge,The Ledge,0,2011,\N,101,"Drama,Romance,Thriller",6.5,18027,93502,63493,https://www.imdb.com/title/tt1535970/,1535970,63493,562677,Punkt zwrotny,The Ledge,2011,0,3,"Niemcy, USA, Arabia Saudyjska","Dramat, Thriller",2018-4-2,2018,1.5,"drama, thriller",0,-3.5,6
tt1542344,movie,127 Hours,127 Hours,0,2010,\N,94,"Biography,Drama",7.6,331404,81562,44115,https://www.imdb.com/title/tt1542344/,1542344,44115,546975,127 godzin,127 Hours,2010,0,6,"USA, Wielka Brytania",Dramat,2018-9-13,2018,3.0,drama,0,-1.5999999999999996,8
tt1549572,movie,Another Earth,Another Earth,0,2011,\N,92,"Drama,Romance,Sci-Fi",7.0,87275,89039,55420,https://www.imdb.com/title/tt1549572/,1549572,55420,557992,Druga Ziemia,Another Earth,2011,0,5,USA,"Dramat, Sci-Fi",2011-11-13,2011,2.5,"drama, sci-fi",0,-2.0,7
tt1549920,movie,The Last Stand,The Last Stand,0,2013,\N,107,"Action,Thriller",6.3,128362,99910,76640,https://www.imdb.com/title/tt1549920/,1549920,76640,603082,Likwidator,The Last Stand,2013,0,5,USA,Akcja,2013-5-20,2013,2.5,action,0,-1.2999999999999998,6
