ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,OcenaImdb,originalTitle,startYear,genre_eng
201190,Wonder Woman,,2017,0,7,"Chiny, Hongkong, USA","Akcja, Sci-Fi",2017-6-15,3.5,,2017,"action, sci-fi"
747480,Baba Jaga,Don't Knock Twice,2016,0,5,Wielka Brytania,Horror,2017-6-12,2.5,Don't Knock Twice,2016,horror
702950,Lobster,The Lobster,2015,0,7,"Francja, Grecja, Holandia, Irlandia, Wielka Brytania",Thriller,2017-6-11,3.5,The Lobster,2015,thriller
556038,Bez smyczy,Hall Pass,2011,0,4,USA,Komedia,2017-6-11,2.0,Hall Pass,2011,comedy
478458,Pandorum,,2009,0,8,"Niemcy, USA","Horror, Akcja, Sci-Fi",2017-6-4,4.0,,2009,"horror, action, sci-fi"
739057,Song to Song,,2017,0,3,USA,"Dramat, Muzyczny",2017-5-24,1.5,,2017,"drama, muzyczny"
262220,Doomsday,,2008,0,6,"Niemcy, RPA, USA, Wielka Brytania","Akcja, Sci-Fi",2017-5-22,3.0,,2008,"action, sci-fi"
323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,0,8,USA,Komedia,2017-5-18,4.0,The Incredible Burt Wonderstone,2013,comedy
665400,Obcy: Przymierze,Alien: Covenant,2017,0,5,"USA, Wielka Brytania","Horror, Sci-Fi",2017-5-17,2.5,Alien: Covenant,2017,"horror, sci-fi"
467792,Legion,,2010,0,6,USA,"Fantasy, Horror, Akcja",2017-5-12,3.0,,2010,"fantasy, horror, action"
750704,Uciekaj!,Get Out,2017,0,6,USA,Horror,2017-5-11,3.0,Get Out,2017,horror
3929,Armia Boga,The Prophecy,1995,0,5,USA,"Fantasy, Thriller",2017-5-8,2.5,The Prophecy,1995,"fantasy, thriller"
752541,Dzikie łowy,Hunt for the Wilderpeople,2016,0,7,Nowa Zelandia,"Dramat, Komedia, Przygodowy",2017-4-23,3.5,Hunt for the Wilderpeople,2016,"drama, comedy, przygodowy"
749516,Koszmarna opowieść wigilijna,A Christmas Horror Story,2015,0,4,Kanada,"Horror, Nowele filmowe",2017-4-22,2.0,A Christmas Horror Story,2015,"horror, nowele filmowe"
644574,Czego dusza zapragnie,Absolutely Anything,2015,0,6,"USA, Wielka Brytania","Komedia, Sci-Fi",2017-4-22,3.0,Absolutely Anything,2015,"comedy, sci-fi"
464231,Megan Is Missing,,2011,0,6,USA,"Dramat, Horror",2017-4-22,3.0,,2011,"drama, horror"
741913,Wszechstronna dziewczyna,The Girl with All the Gifts,2016,0,3,"USA, Wielka Brytania","Dramat, Horror",2017-4-19,1.5,The Girl with All the Gifts,2016,"drama, horror"
655878,Carol,,2015,0,6,"USA, Wielka Brytania",Melodramat,2017-4-17,3.0,,2015,melodramat
537275,Pamięć absolutna,Total Recall,2012,0,4,"Kanada, USA","Thriller, Akcja, Sci-Fi",2017-4-17,2.0,Total Recall,2012,"thriller, action, sci-fi"
752725,Dobrze się kłamie w miłym towarzystwie,Perfetti sconosciuti,2016,0,8,Włochy,"Dramat, Komedia",2017-4-15,4.0,Perfetti sconosciuti,2016,"drama, comedy"
646395,Ona,Her,2013,0,8,USA,"Melodramat, Sci-Fi",2017-4-15,4.0,Her,2013,"melodramat, sci-fi"
1321,Psychoza,Psycho,1960,0,8,USA,Thriller,2017-4-14,4.0,Psycho,1960,thriller
744969,Zwierzęta nocy,Nocturnal Animals,2016,0,9,USA,Thriller,2017-4-13,4.5,Nocturnal Animals,2016,thriller
486822,Ghost in the Shell,,2017,0,6,"Chiny, Hongkong, Indie, USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2017-4-6,3.0,,2017,"thriller, action, sci-fi"
8978,Psychoza III,Psycho III,1986,0,3,USA,Thriller,2017-4-3,1.5,Psycho III,1986,thriller
8977,Psychoza II,Psycho II,1983,0,4,USA,Thriller,2017-4-3,2.0,Psycho II,1983,thriller
4160,Biali nie potrafią skakać,White Men Can't Jump,1992,0,6,USA,"Komedia, Sportowy",2017-4-2,3.0,White Men Can't Jump,1992,"comedy, sportowy"
765212,Life,,2017,0,6,USA,"Thriller, Sci-Fi",2017-3-30,3.0,,2017,"thriller, sci-fi"
725324,Zło we mnie,February,2015,0,7,"Kanada, USA",Horror,2017-3-23,3.5,February,2015,horror
735452,Kubo i dwie struny,Kubo and the Two Strings,2016,0,7,USA,"Animacja, Familijny, Fantasy",2017-3-19,3.5,Kubo and the Two Strings,2016,"animacja, familijny, fantasy"
704635,Vaiana: Skarb oceanu,Moana,2016,0,5,USA,"Animacja, Familijny, Przygodowy",2017-3-19,2.5,Moana,2016,"animacja, familijny, przygodowy"
37511,Tożsamość,Identity,2003,0,7,USA,Thriller,2017-3-19,3.5,Identity,2003,thriller
719066,Kong: Wyspa Czaszki,Kong: Skull Island,2017,0,8,"Australia, Chiny, Kanada, USA, Wietnam","Fantasy, Przygodowy",2017-3-16,4.0,Kong: Skull Island,2017,"fantasy, przygodowy"
476276,Święci z Bostonu II - Dzień Wszystkich Świętych,The Boondock Saints II: All Saints Day,2009,0,3,USA,"Kryminał, Sensacyjny",2017-3-12,1.5,The Boondock Saints II: All Saints Day,2009,"crime, sensacyjny"
705273,Cienki Bolek,Get Hard,2015,0,8,USA,Komedia,2017-3-8,4.0,Get Hard,2015,comedy
278033,Milczenie,Silence,2016,0,8,"Japonia, Meksyk, USA, Wielka Brytania, Włochy, Tajwan",Dramat historyczny,2017-3-6,4.0,Silence,2016,dramat historyczny
671707,Bone Tomahawk,,2015,0,6,"USA, Wielka Brytania","Horror, Western",2017-3-4,3.0,,2015,"horror, western"
706142,Młodość,Youth,2015,0,9,"Francja, Szwajcaria, Wielka Brytania, Włochy",Dramat,2017-3-1,4.5,Youth,2015,drama
34235,Sekretarka,Secretary,2002,0,8,USA,"Dramat, Komedia",2017-2-27,4.0,Secretary,2002,"drama, comedy"
604523,Kochankowie z Księżyca. Moonrise Kingdom,Moonrise Kingdom,2012,0,8,USA,"Dramat, Komedia, Romans",2017-2-18,4.0,Moonrise Kingdom,2012,"drama, comedy, romance"
767889,Lament,Gok-seong,2016,0,2,"USA, Korea Południowa",Horror,2017-2-18,1.0,Gok-seong,2016,horror
737351,Zombie express,Boo-san-haeng,2016,0,7,Korea Południowa,"Dramat, Horror",2017-2-18,3.5,Boo-san-haeng,2016,"drama, horror"
739293,Lekarstwo na życie,A Cure for Wellness,2016,0,6,"Niemcy, USA",Horror,2017-2-18,3.0,A Cure for Wellness,2016,horror
751121,Autopsja Jane Doe,The Autopsy of Jane Doe,2016,0,5,"USA, Wielka Brytania",Horror,2017-2-18,2.5,The Autopsy of Jane Doe,2016,horror
338362,Persepolis,,2007,0,8,"Francja, USA","Animacja, Dramat",2017-2-17,4.0,,2007,"animacja, drama"
741135,John Wick 2,John Wick: Chapter Two,2017,0,6,USA,"Thriller, Akcja",2017-2-16,3.0,John Wick: Chapter Two,2017,"thriller, action"
118735,Atak na posterunek,Assault on Precinct 13,2005,0,6,"Francja, USA","Thriller, Akcja",2017-2-12,3.0,Assault on Precinct 13,2005,"thriller, action"
300636,Obcy kontra Predator 2,AVPR: Aliens vs Predator - Requiem,2007,0,6,USA,"Akcja, Sci-Fi",2017-2-5,3.0,AVPR: Aliens vs Predator - Requiem,2007,"action, sci-fi"
31279,Obywatel Kane,Citizen Kane,1941,0,9,USA,Dramat,2017-2-4,4.5,Citizen Kane,1941,drama
626687,Exeter,,2015,0,5,USA,Horror,2017-2-3,2.5,,2015,horror
750258,Split,,2016,0,7,"Japonia, USA",Thriller,2017-2-2,3.5,,2016,thriller
712145,Wizyta,The Visit,2015,0,8,USA,Horror,2017-1-25,4.0,The Visit,2015,horror
733392,Ouija: Narodziny zła,Ouija: Origin of Evil,2016,0,3,"Japonia, USA",Horror,2017-1-19,1.5,Ouija: Origin of Evil,2016,horror
718819,La La Land,,2016,0,8,"Hongkong, USA","Musical, Romans",2017-1-19,4.0,,2016,"musical, romance"
565614,Pixels,,2010,0,6,Francja,"Animacja, Akcja, Krótkometrażowy",2017-1-12,3.0,,2010,"animacja, action, short"
659803,Assassin's Creed,,2016,0,4,"Francja, Hongkong, USA, Wielka Brytania, Tajwan, Malta",Przygodowy,2017-1-12,2.0,,2016,przygodowy
720886,Nice Guys. Równi goście,The Nice Guys,2016,0,8,"USA, Wielka Brytania",Komedia kryminalna,2017-1-10,4.0,The Nice Guys,2016,komedia kryminalna
399746,Drive,,2011,0,8,USA,Akcja,2017-1-7,4.0,,2011,action
640116,Idealne matki,Adore,2013,0,7,"Australia, Francja",Dramat,2017-1-5,3.5,Adore,2013,drama
558175,Pasażerowie,Passengers,2016,0,6,USA,"Przygodowy, Sci-Fi",2016-12-30,3.0,Passengers,2016,"przygodowy, sci-fi"
712573,Łotr 1. Gwiezdne wojny - historie,Rogue One: A Star Wars Story,2016,0,5,USA,"Przygodowy, Sci-Fi",2016-12-30,2.5,Rogue One: A Star Wars Story,2016,"przygodowy, sci-fi"
699641,Zmartwychwstały,Risen,2016,0,3,USA,"Dramat, Biblijny",2016-12-25,1.5,Risen,2016,"drama, biblijny"
713103,Sicario,,2015,0,7,USA,"Dramat, Kryminał",2016-12-23,3.5,,2015,"drama, crime"
99031,Zły Mikołaj,Bad Santa,2003,0,8,"Niemcy, USA",Komedia kryminalna,2016-12-23,4.0,Bad Santa,2003,komedia kryminalna
114482,Lobo: Paramilitarne święta specjalne,The Lobo Paramilitary Christmas Special,2002,0,3,USA,"Sci-Fi, Czarna komedia, Krótkometrażowy",2016-12-23,1.5,The Lobo Paramilitary Christmas Special,2002,"sci-fi, czarna komedia, short"
507501,Rare Export: Opowieść wigilijna,Rare Exports,2010,0,6,"Finlandia, Francja, Norwegia, Szwecja","Fantasy, Horror",2016-12-14,3.0,Rare Exports,2010,"fantasy, horror"
697720,Fantastyczne zwierzęta i jak je znaleźć,Fantastic Beasts and Where to Find Them,2016,0,5,"USA, Wielka Brytania","Familijny, Fantasy, Przygodowy",2016-12-10,2.5,Fantastic Beasts and Where to Find Them,2016,"familijny, fantasy, przygodowy"
11456,Wideodrom,Videodrome,1983,0,6,Kanada,"Thriller, Sci-Fi",2016-12-9,3.0,Videodrome,1983,"thriller, sci-fi"
723738,Underworld: Wojny krwi,Underworld: Blood Wars,2016,0,3,USA,"Horror, Akcja",2016-12-8,1.5,Underworld: Blood Wars,2016,"horror, action"
337532,Miłość Larsa,Lars and the Real Girl,2007,0,8,"Kanada, USA","Dramat, Komedia",2016-12-4,4.0,Lars and the Real Girl,2007,"drama, comedy"
640318,Polowanie,Jagten,2012,0,8,"Dania, Szwecja",Dramat obyczajowy,2016-12-3,4.0,Jagten,2012,dramat obyczajowy
712896,Nowy początek,Arrival,2016,0,8,USA,"Thriller, Sci-Fi",2016-11-30,4.0,Arrival,2016,"thriller, sci-fi"
502804,Extraterrestrial,,2014,0,6,"Kanada, USA","Horror, Sci-Fi",2016-11-27,3.0,,2014,"horror, sci-fi"
32063,Dagon,,2001,0,4,Hiszpania,Horror,2016-11-25,2.0,,2001,horror
766551,Pitbull. Niebezpieczne kobiety,,2016,0,5,Polska,"Dramat, Sensacyjny",2016-11-24,2.5,,2016,"drama, sensacyjny"
8951,Przygody barona Munchausena,The Adventures of Baron Munchausen,1988,0,6,"Wielka Brytania, Włochy","Fantasy, Komedia, Przygodowy",2016-11-21,3.0,The Adventures of Baron Munchausen,1988,"fantasy, comedy, przygodowy"
8011,Nagi lunch,Naked Lunch,1991,0,9,"Japonia, Kanada, Wielka Brytania","Thriller, Sci-Fi, Psychologiczny",2016-11-20,4.5,Naked Lunch,1991,"thriller, sci-fi, psychologiczny"
5394,Eliksir miłości,Love Potion No. 9,1992,0,7,USA,"Fantasy, Komedia rom.",2016-11-17,3.5,Love Potion No. 9,1992,"fantasy, komedia rom."
557497,Rycerze (nie) na niby,Knights of Badassdom,2013,0,6,USA,"Fantasy, Komedia, Przygodowy",2016-11-15,3.0,Knights of Badassdom,2013,"fantasy, comedy, przygodowy"
702289,Zanim się obudzę,Before I Wake,2016,0,4,USA,Horror,2016-11-13,2.0,Before I Wake,2016,horror
894,Nóż w wodzie,,1961,0,8,Polska,"Dramat, Psychologiczny",2016-11-10,4.0,,1961,"drama, psychologiczny"
596885,John ginie na końcu,John Dies at the End,2012,0,8,USA,"Fantasy, Horror, Komedia",2016-11-6,4.0,John Dies at the End,2012,"fantasy, horror, comedy"
216500,High-Rise,,2015,0,7,"Belgia, Wielka Brytania","Dramat, Akcja, Sci-Fi",2016-11-4,3.5,,2015,"drama, action, sci-fi"
539510,Lorax,The Lorax,2012,0,8,USA,"Animacja, Familijny, Fantasy",2016-11-2,4.0,The Lorax,2012,"animacja, familijny, fantasy"
1073,Ziemia obiecana,,1974,0,8,Polska,Obyczajowy,2016-10-30,4.0,,1974,drama
725060,Syn Szawła,Saul fia,2015,0,7,Węgry,"Dramat, Wojenny",2016-10-28,3.5,Saul fia,2015,"drama, war"
724694,Wołyń,,2016,0,6,Polska,"Dramat, Wojenny",2016-10-25,3.0,,2016,"drama, war"
725816,Legion samobójców,Suicide Squad,2016,0,6,"Kanada, USA","Akcja, Sci-Fi",2016-10-25,3.0,Suicide Squad,2016,"action, sci-fi"
1022,Czułe słówka,Terms of Endearment,1983,0,8,USA,"Dramat, Komedia, Romans",2016-10-20,4.0,Terms of Endearment,1983,"drama, comedy, romance"
700817,Sekretne życie zwierzaków domowych,The Secret Life of Pets,2016,0,6,"Japonia, USA","Animacja, Komedia",2016-10-15,3.0,The Secret Life of Pets,2016,"animacja, comedy"
9829,Strefa mroku,Twilight Zone: The Movie,1983,0,5,USA,"Horror, Nowele filmowe",2016-10-10,2.5,Twilight Zone: The Movie,1983,"horror, nowele filmowe"
629392,Jack Reacher: Jednym strzałem,Jack Reacher,2012,0,6,USA,"Kryminał, Akcja",2016-10-10,3.0,Jack Reacher,2012,"crime, action"
385852,Miasto ślepców,Blindness,2008,0,3,"Brazylia, Japonia, Kanada","Dramat, Thriller",2016-10-8,1.5,Blindness,2008,"drama, thriller"
708926,Czas wymierania,Extinction,2015,0,6,"Francja, Hiszpania, USA, Węgry","Dramat, Horror, Sci-Fi",2016-10-1,3.0,Extinction,2015,"drama, horror, sci-fi"
156466,Fantastyczny Pan Lis,Fantastic Mr. Fox,2009,0,9,USA,"Animacja, Familijny, Komedia, Przygodowy",2016-9-23,4.5,Fantastic Mr. Fox,2009,"animacja, familijny, comedy, przygodowy"
31985,Genialny klan,The Royal Tenenbaums,2001,0,8,USA,"Dramat, Komedia",2016-9-22,4.0,The Royal Tenenbaums,2001,"drama, comedy"
695338,Bogowie Egiptu,Gods of Egypt,2016,0,6,"Australia, USA","Fantasy, Przygodowy",2016-9-22,3.0,Gods of Egypt,2016,"fantasy, przygodowy"
743305,Blair Witch,,2016,0,6,USA,Horror,2016-9-20,3.0,,2016,horror
922,Opętanie,Stir of Echoes,1999,0,7,USA,Horror,2016-9-17,3.5,Stir of Echoes,1999,horror
696196,Makbet,Macbeth,2015,0,8,"Francja, USA, Wielka Brytania",Dramat,2016-9-15,4.0,Macbeth,2015,drama
463455,Istota,Splice,2009,0,8,"Francja, Kanada, USA","Thriller, Sci-Fi",2016-9-7,4.0,Splice,2009,"thriller, sci-fi"
693944,Batman: Atak na Arkham,Batman: Assault on Arkham,2014,0,6,USA,"Animacja, Kryminał, Akcja",2016-9-4,3.0,Batman: Assault on Arkham,2014,"animacja, crime, action"
704946,Obecność 2,The Conjuring 2,2016,0,6,USA,Horror,2016-9-3,3.0,The Conjuring 2,2016,horror
719690,Hardcore Henry,Hardcore,2015,0,9,"Rosja, USA","Akcja, Sci-Fi",2016-9-3,4.5,Hardcore,2015,"action, sci-fi"
714080,Cloverfield Lane 10,10 Cloverfield Lane,2016,0,8,USA,"Thriller, Sci-Fi",2016-9-3,4.0,10 Cloverfield Lane,2016,"thriller, sci-fi"
35912,Kult,The Wicker Man,1973,0,8,Wielka Brytania,"Horror, Psychologiczny",2016-8-30,4.0,The Wicker Man,1973,"horror, psychologiczny"
34778,Dyniogłowy,Pumpkinhead,1988,0,5,USA,Horror,2016-8-21,2.5,Pumpkinhead,1988,horror
8280,Odmienne stany świadomości,Altered States,1980,0,8,USA,"Dramat, Horror, Sci-Fi",2016-8-21,4.0,Altered States,1980,"drama, horror, sci-fi"
140851,Kiss Kiss Bang Bang,,2005,0,9,USA,"Akcja, Komedia kryminalna",2016-8-20,4.5,,2005,"action, komedia kryminalna"
747433,Pitbull. Nowe porządki,,2016,0,4,Polska,"Dramat, Sensacyjny",2016-7-26,2.0,,2016,"drama, sensacyjny"
491609,Ghostbusters. Pogromcy duchów,Ghostbusters,2016,0,2,USA,"Komedia, Akcja, Sci-Fi",2016-7-19,1.0,Ghostbusters,2016,"comedy, action, sci-fi"
736897,Jak urządzić orgię w małym mieście,How to Plan an Orgy in a Small Town,2015,0,9,Kanada,Komedia,2016-7-6,4.5,How to Plan an Orgy in a Small Town,2015,comedy
655364,Maggie,,2015,0,7,"Szwajcaria, USA","Dramat, Horror",2016-6-14,3.5,,2015,"drama, horror"
671974,Summer Camp,,2015,0,7,"Hiszpania, USA",Horror,2016-6-1,3.5,,2015,horror
180490,Punisher: Strefa wojny,Punisher: War Zone,2008,0,6,"Kanada, Niemcy, USA",Sensacyjny,2016-3-5,3.0,Punisher: War Zone,2008,sensacyjny
711695,"Ave, Cezar!","Hail, Caesar!",2016,0,7,"Japonia, USA, Wielka Brytania","Dramat, Komedia",2016-2-25,3.5,"Hail, Caesar!",2016,"drama, comedy"
317089,Watchmen. Strażnicy,Watchmen,2009,0,10,USA,"Dramat, Akcja, Sci-Fi",2016-2-16,5.0,Watchmen,2009,"drama, action, sci-fi"
487684,Dom w głębi lasu,The Cabin in the Woods,2011,0,9,USA,Horror,2016-2-12,4.5,The Cabin in the Woods,2011,horror
586583,Zjawa,The Revenant,2015,0,5,"Hongkong, USA, Tajwan","Dramat, Przygodowy, Western",2016-2-10,2.5,The Revenant,2015,"drama, przygodowy, western"
868,Być jak John Malkovich,Being John Malkovich,1999,0,9,USA,"Surrealistyczny, Komedia",2016-2-10,4.5,Being John Malkovich,1999,"surrealistyczny, comedy"
1501,Kruk,The Crow,1994,0,8,USA,"Fantasy, Thriller",2016-1-25,4.0,The Crow,1994,"fantasy, thriller"
625402,Asteriks i Obeliks: Osiedle Bogów,Astérix: Le domaine des dieux,2014,0,8,Francja,"Animacja, Familijny, Komedia, Przygodowy",2016-1-22,4.0,Astérix: Le domaine des dieux,2014,"animacja, familijny, comedy, przygodowy"
95748,Żony ze Stepford,The Stepford Wives,2004,0,1,USA,"Sci-Fi, Czarna komedia",2016-1-20,0.5,The Stepford Wives,2004,"sci-fi, czarna komedia"
9352,Sanatorium pod klepsydrą,,1973,0,6,Polska,"Surrealistyczny, Psychologiczny, Poetycki",2016-1-17,3.0,,1973,"surrealistyczny, psychologiczny, poetycki"
31831,K-PAX,,2001,0,7,"Niemcy, USA",Dramat,2016-1-17,3.5,,2001,drama
231755,Zarżnięci żywcem,The Cottage,2008,0,6,Wielka Brytania,"Horror, Komedia",2016-1-10,3.0,The Cottage,2008,"horror, comedy"
751,Rejs,,1970,0,8,Polska,Komedia,2016-1-7,4.0,,1970,comedy
671644,Fistaszki - wersja kinowa,The Peanuts Movie,2015,0,7,USA,"Animacja, Komedia, Przygodowy",2016-1-6,3.5,The Peanuts Movie,2015,"animacja, comedy, przygodowy"
292302,Głębia ciemności,Deep in the Darkness,2014,0,2,USA,Horror,2016-1-3,1.0,Deep in the Darkness,2014,horror
275068,Kroniki mutantów,Mutant Chronicles,2008,0,3,"USA, Wielka Brytania","Przygodowy, Sci-Fi",2015-12-30,1.5,Mutant Chronicles,2008,"przygodowy, sci-fi"
5276,Dyskretny urok burżuazji,Le charme discret de la bourgeoisie,1972,0,8,Francja,"Dramat, Komedia",2015-12-17,4.0,Le charme discret de la bourgeoisie,1972,"drama, comedy"
33417,Łowca snów,Dreamcatcher,2003,0,7,"Australia, USA","Horror, Sci-Fi",2015-12-8,3.5,Dreamcatcher,2003,"horror, sci-fi"
701517,Równoległa rzeczywistość,Coherence,2013,0,9,"USA, Wielka Brytania","Thriller, Sci-Fi",2015-11-22,4.5,Coherence,2013,"thriller, sci-fi"
107974,Monster,,2003,0,6,"Niemcy, USA","Biograficzny, Dramat",2015-11-18,3.0,,2003,"biographic, drama"
479701,Legendy sowiego królestwa: Strażnicy Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,0,7,"Australia, USA","Animacja, Przygodowy",2015-11-6,3.5,Legend of the Guardians: The Owls of Ga'Hoole,2010,"animacja, przygodowy"
707441,Pentameron,Il racconto dei racconti,2015,0,7,"Francja, Wielka Brytania, Włochy","Fantasy, Romans",2015-11-5,3.5,Il racconto dei racconti,2015,"fantasy, romance"
10213,Święci z Bostonu,The Boondock Saints,1999,0,6,"Kanada, USA",Sensacyjny,2015-10-30,3.0,The Boondock Saints,1999,sensacyjny
563042,Hercules,,2014,0,3,USA,Przygodowy,2015-10-21,1.5,,2014,przygodowy
563822,W nowym zwierciadle: Wakacje,Vacation,2015,0,8,USA,"Komedia, Przygodowy",2015-10-19,4.0,Vacation,2015,"comedy, przygodowy"
674,Miasto zaginionych dzieci,La Cité des enfants perdus,1995,0,6,"Francja, Hiszpania, Niemcy","Dramat, Fantasy, Przygodowy",2015-10-18,3.0,La Cité des enfants perdus,1995,"drama, fantasy, przygodowy"
11558,Wzgórze królików,Watership Down,1978,0,8,"Kanada, Wielka Brytania","Animacja, Dramat, Baśń",2015-10-16,4.0,Watership Down,1978,"animacja, drama, baśń"
7960,Młody Frankenstein,Young Frankenstein,1974,0,9,USA,"Horror, Komedia, Sci-Fi",2015-10-15,4.5,Young Frankenstein,1974,"horror, comedy, sci-fi"
715533,Marsjanin,The Martian,2015,0,7,"USA, Wielka Brytania",Sci-Fi,2015-10-15,3.5,The Martian,2015,sci-fi
629795,"Boże, błogosław Amerykę",God Bless America,2011,0,8,USA,"Dramat, Komedia",2015-10-11,4.0,God Bless America,2011,"drama, comedy"
599050,ParaNorman,,2012,0,6,USA,"Animacja, Fantasy, Przygodowy",2015-10-11,3.0,,2012,"animacja, fantasy, przygodowy"
10109,Test pilota Pirxa,,1978,0,4,"Polska, ZSRR","Dramat, Sci-Fi",2015-10-8,2.0,,1978,"drama, sci-fi"
465816,Frankenweenie,,2012,0,7,USA,"Animacja, Sci-Fi, Czarna komedia",2015-10-4,3.5,,2012,"animacja, sci-fi, czarna komedia"
603082,Likwidator,The Last Stand,2013,0,5,USA,Akcja,2015-10-4,2.5,The Last Stand,2013,action
7705,Miasteczko Halloween,The Nightmare Before Christmas,1993,0,9,USA,"Animacja, Fantasy, Musical",2015-10-3,4.5,The Nightmare Before Christmas,1993,"animacja, fantasy, musical"
625417,Carrie,,2013,0,4,USA,"Dramat, Horror",2015-10-2,2.0,,2013,"drama, horror"
363042,Hotel Transylwania,Hotel Transylvania,2012,0,7,USA,"Animacja, Familijny, Komedia",2015-10-1,3.5,Hotel Transylvania,2012,"animacja, familijny, comedy"
707107,Gość,The Guest,2014,0,3,"USA, Wielka Brytania","Thriller, Akcja",2015-9-22,1.5,The Guest,2014,"thriller, action"
472800,Krwawe walentynki,My Bloody Valentine,2009,0,4,USA,Horror,2015-9-20,2.0,My Bloody Valentine,2009,horror
644179,Złodziej tożsamości,Identity Thief,2013,0,6,USA,Komedia kryminalna,2015-9-13,3.0,Identity Thief,2013,komedia kryminalna
622318,Noe: Wybrany przez Boga,Noah,2014,0,7,USA,"Dramat, Fantasy",2015-9-11,3.5,Noah,2014,"drama, fantasy"
9497,Dreszcze,Shivers,1975,0,6,Kanada,Horror,2015-9-10,3.0,Shivers,1975,horror
656595,Przeznaczenie,Predestination,2014,0,7,Australia,"Thriller, Sci-Fi",2015-9-9,3.5,Predestination,2014,"thriller, sci-fi"
1454,Siódma pieczęć,Det sjunde inseglet,1957,0,10,Szwecja,Dramat,2015-9-7,5.0,Det sjunde inseglet,1957,drama
375787,Pojedynek,Sleuth,2007,0,8,"USA, Wielka Brytania","Dramat, Kryminał, Thriller",2015-9-7,4.0,Sleuth,2007,"drama, crime, thriller"
486130,300: Początek imperium,300: Rise of an Empire,2014,0,5,USA,"Dramat, Akcja",2015-9-7,2.5,300: Rise of an Empire,2014,"drama, action"
548326,47 roninów,47 Ronin,2013,0,3,USA,"Fantasy, Przygodowy",2015-9-7,1.5,47 Ronin,2013,"fantasy, przygodowy"
741093,World of Tomorrow,,2015,0,6,USA,"Animacja, Krótkometrażowy",2015-9-6,3.0,,2015,"animacja, short"
557434,Głosy,The Voices,2014,0,9,"Niemcy, USA","Thriller, Komedia kryminalna",2015-9-1,4.5,The Voices,2014,"thriller, komedia kryminalna"
366495,Łowca potworów,Jack Brooks: Monster Slayer,2007,0,6,Kanada,"Horror, Komedia",2015-8-31,3.0,Jack Brooks: Monster Slayer,2007,"horror, comedy"
680728,Po ślubie,Líbánky,2013,0,8,"Czechy, Słowacja",Dramat,2015-8-31,4.0,Líbánky,2013,drama
530650,Porąbani,Tucker and Dale vs. Evil,2010,1,9,"Indie, Kanada, USA, Wielka Brytania",Czarna komedia,2015-8-29,4.5,Tucker and Dale vs. Evil,2010,czarna komedia
483659,Horda,La horde,2009,0,6,Francja,Horror,2015-8-29,3.0,La horde,2009,horror
712595,Sinister 2,,2015,0,6,"USA, Wielka Brytania",Horror,2015-8-28,3.0,,2015,horror
595351,Paddington,,2014,0,6,"Francja, Wielka Brytania","Familijny, Komedia, Przygodowy",2015-8-25,3.0,,2014,"familijny, comedy, przygodowy"
644064,Ewolucja planety małp,Dawn of the Planet of the Apes,2014,0,8,USA,"Dramat, Akcja, Sci-Fi",2015-8-25,4.0,Dawn of the Planet of the Apes,2014,"drama, action, sci-fi"
606670,American Mary,,2012,0,6,Kanada,Horror,2015-8-20,3.0,,2012,horror
546529,Ida,,2013,0,7,"Dania, Polska",Dramat,2015-8-8,3.5,,2013,drama
694348,To właśnie seks,The Little Death,2014,0,9,Australia,Komedia,2015-8-8,4.5,The Little Death,2014,comedy
725467,Opętany,Pos eso,2014,0,7,Hiszpania,"Animacja, Horror, Komedia",2015-7-15,3.5,Pos eso,2014,"animacja, horror, comedy"
712739,Party Girl,,2014,0,7,Francja,Dramat,2015-7-15,3.5,,2014,drama
699194,Nowa dziewczyna,Une nouvelle amie,2014,0,3,Francja,Dramat,2015-7-7,1.5,Une nouvelle amie,2014,drama
648179,Don Jon,,2013,0,6,USA,"Dramat, Komedia",2015-7-6,3.0,,2013,"drama, comedy"
186343,Terminator: Ocalenie,Terminator Salvation,2009,0,7,"Niemcy, USA, Wielka Brytania, Włochy","Akcja, Sci-Fi",2015-7-2,3.5,Terminator Salvation,2009,"action, sci-fi"
512784,Terminator: Genisys,Terminator Genisys,2015,0,6,USA,"Akcja, Sci-Fi",2015-7-2,3.0,Terminator Genisys,2015,"action, sci-fi"
707286,Co robimy w ukryciu,What We Do in the Shadows,2014,0,9,"Nowa Zelandia, USA","Horror, Komedia, Dokumentalizowany",2015-6-26,4.5,What We Do in the Shadows,2014,"horror, comedy, dokumentalizowany"
556929,Jurassic World,,2015,0,7,USA,"Przygodowy, Sci-Fi",2015-6-22,3.5,,2015,"przygodowy, sci-fi"
616947,Faceci od kuchni,Comme un chef,2012,0,6,"Francja, Hiszpania",Komedia,2015-6-22,3.0,Comme un chef,2012,comedy
337366,Zabójczy wirus,Carriers,2009,0,6,USA,"Dramat, Horror",2015-6-20,3.0,Carriers,2009,"drama, horror"
609699,Ted,,2012,0,4,USA,Komedia,2015-6-18,2.0,,2012,comedy
