tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt1389127,movie,Texas Killing Fields,Texas Killing Fields,0,2011,\N,105,"Crime,Drama,History",5.7,17778,567359,Teksas - Pola śmierci,Texas Killing Fields,2011,0,5,USA,"Dramat, Kryminał, Thriller",2012-3-15,2.5,"drama, crime, thriller",0,-0.7000000000000002,6
tt1614989,movie,Headhunters,Hodejegerne,0,2011,\N,96,"Action,Crime,Thriller",7.5,92718,567959,Łowcy głów,Hodejegerne,2011,0,6,"Niemcy, Norwegia","Kryminał, Thriller",2012-7-17,3.0,"crime, thriller",0,-1.5,8
tt1615147,movie,Margin Call,Margin Call,0,2011,\N,107,"Drama,Thriller",7.1,109602,568905,Chciwość,Margin Call,2011,0,7,USA,"Dramat, Thriller",2012-1-5,3.5,"drama, thriller",0,-0.09999999999999964,7
tt1613062,movie,The Music Never Stopped,The Music Never Stopped,0,2011,\N,105,"Drama,Music",7.5,7441,569227,Muzyka jest wieczna,The Music Never Stopped,2011,0,7,USA,Dramat,2013-3-5,3.5,drama,0,-0.5,8
tt1276104,movie,Looper,Looper,0,2012,\N,113,"Action,Crime,Drama",7.4,510891,569908,Looper - Pętla czasu,Looper,2012,0,4,"Chiny, USA","Akcja, Sci-Fi",2012-11-29,2.0,"action, sci-fi",0,-3.4000000000000004,7
tt1389137,movie,We Bought a Zoo,We Bought a Zoo,0,2011,\N,124,"Comedy,Drama,Family",7.1,129073,570380,Kupiliśmy zoo,We Bought a Zoo,2011,0,6,USA,"Dramat, Komedia",2019-7-28,3.0,"drama, comedy",0,-1.0999999999999996,7
tt1596365,movie,The Woman in Black,The Woman in Black,0,2012,\N,95,"Drama,Fantasy,Horror",6.4,168235,570991,Kobieta w czerni,The Woman in Black,2012,0,5,"Kanada, Szwecja, Wielka Brytania","Dramat, Horror",2012-3-13,2.5,"drama, horror",0,-1.4000000000000004,6
tt1396484,movie,It,It,0,2017,\N,135,Horror,7.3,413447,571114,To,It,2017,0,7,"Kanada, USA",Horror,2017-10-1,3.5,horror,0,-0.2999999999999998,7
tt1160996,movie,The Colony,The Colony,0,2013,\N,95,"Action,Horror,Sci-Fi",5.3,41456,571188,Kolonia,The Colony,2013,0,4,Kanada,"Thriller, Sci-Fi",2014-6-16,2.0,"thriller, sci-fi",0,-1.2999999999999998,5
tt1615065,movie,Savages,Savages,0,2012,\N,131,"Crime,Drama,Thriller",6.5,117271,572325,Savages: Ponad bezprawiem,Savages,2012,0,6,USA,"Kryminał, Thriller",2012-11-27,3.0,"crime, thriller",0,-0.5,6
tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,\N,103,"Drama,Romance",8.0,431660,572639,Charlie,The Perks of Being a Wallflower,2012,0,7,USA,Melodramat,2013-3-27,3.5,melodramat,0,-1.0,8
tt1656190,movie,Safe,Safe,0,2012,\N,94,"Action,Crime,Thriller",6.5,98260,572703,Protektor,Safe,2012,0,4,USA,"Kryminał, Akcja",2013-5-18,2.0,"crime, action",0,-2.5,6
tt1441951,movie,Quartet,Quartet,0,2012,\N,94,"Comedy,Drama",6.8,18283,572763,Kwartet,Quartet,2012,0,6,Wielka Brytania,"Dramat, Komedia",2013-7-22,3.0,"drama, comedy",0,-0.7999999999999998,7
tt1211956,movie,Escape Plan,Escape Plan,0,2013,\N,115,"Action,Thriller",6.7,217008,573524,Plan ucieczki,Escape Plan,2013,0,6,USA,"Thriller, Akcja",2014-1-29,3.0,"thriller, action",0,-0.7000000000000002,7
tt1340800,movie,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,0,2011,\N,122,"Drama,Mystery,Thriller",7.1,178062,575916,Szpieg,Tinker Tailor Soldier Spy,2011,0,8,"Francja, Niemcy, Wielka Brytania","Thriller, Szpiegowski",2012-1-9,4.0,"thriller, szpiegowski",0,0.9000000000000004,7
tt1582507,movie,House at the End of the Street,House at the End of the Street,0,2012,\N,101,"Drama,Horror,Thriller",5.6,67581,576014,Dom na końcu ulicy,House at the End of the Street,2012,0,2,"Kanada, USA",Thriller,2013-11-20,1.0,thriller,0,-3.5999999999999996,6
tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,\N,113,"Action,Sci-Fi",7.9,562558,577622,Na skraju jutra,Edge of Tomorrow,2014,0,3,"Kanada, USA","Akcja, Sci-Fi",2014-7-28,1.5,"action, sci-fi",0,-4.9,8
tt1582198,movie,Axed,Axed,0,2012,\N,84,"Drama,Horror,Thriller",3.7,855,578993,Dom w oddali,Axed,2012,0,4,Wielka Brytania,Thriller,2014-3-21,2.0,thriller,0,0.2999999999999998,4
tt1602613,movie,Only God Forgives,Only God Forgives,0,2013,\N,90,"Action,Crime,Drama",5.7,102747,579290,Tylko Bóg wybacza,Only God Forgives,2013,0,5,"Dania, Francja, Szwecja, USA, Tajlandia","Kryminał, Thriller",2013-9-10,2.5,"crime, thriller",0,-0.7000000000000002,6
tt1821641,movie,The Congress,The Congress,0,2013,\N,122,"Animation,Drama,Sci-Fi",6.5,16438,581986,Kongres,The Congress,2013,0,8,"Belgia, Francja, Luksemburg, Niemcy, Polska, Izrael","Animacja, Dramat, Sci-Fi",2014-9-29,4.0,"animacja, drama, sci-fi",0,1.5,6
tt1661862,movie,No Rest for the Wicked,No habrá paz para los malvados,0,2011,\N,114,"Action,Adventure,Thriller",6.4,4465,582432,"Nie zazna spokoju, kto przeklęty",No habrá paz para los malvados,2011,0,3,Hiszpania,Thriller,2013-5-27,1.5,thriller,0,-3.4000000000000004,6
tt1560747,movie,The Master,The Master,0,2012,\N,138,Drama,7.2,138435,583006,Mistrz,The Master,2012,0,7,USA,Dramat,2014-1-14,3.5,drama,0,-0.20000000000000018,7
tt1638355,movie,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,0,2015,\N,116,"Action,Adventure,Comedy",7.3,247933,583309,Kryptonim U.N.C.L.E.,The Man from U.N.C.L.E.,2015,0,6,"USA, Wielka Brytania","Komedia, Akcja",2015-9-30,3.0,"comedy, action",0,-1.2999999999999998,7
tt1675434,movie,The Intouchables,Intouchables,0,2011,\N,112,"Biography,Comedy,Drama",8.5,702256,583390,Nietykalni,Intouchables,2011,0,7,Francja,"Biograficzny, Dramat, Komedia",2013-10-13,3.5,"biographic, drama, comedy",0,-1.5,8
tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,\N,113,"Action,Crime,Drama",6.7,199010,583649,Gangster Squad. Pogromcy mafii,Gangster Squad,2013,0,5,USA,"Dramat, Gangsterski",2013-2-11,2.5,"drama, gangsterski",0,-1.7000000000000002,7
tt1007029,movie,The Iron Lady,The Iron Lady,0,2011,\N,105,"Biography,Drama",6.4,98169,584251,Żelazna Dama,The Iron Lady,2011,0,5,"Francja, Wielka Brytania","Biograficzny, Dramat, Polityczny",2012-2-21,2.5,"biographic, drama, polityczny",0,-1.4000000000000004,6
tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Biography",8.0,647703,586583,Zjawa,The Revenant,2015,0,7,"Hongkong, USA, Tajwan","Dramat, Przygodowy, Western",2016-1-1,3.5,"drama, przygodowy, western",0,-1.0,8
tt1637688,movie,In Time,In Time,0,2011,\N,109,"Action,Sci-Fi,Thriller",6.7,352675,587175,Wyścig z czasem,In Time,2011,0,5,USA,"Thriller, Akcja, Sci-Fi",2012-1-4,2.5,"thriller, action, sci-fi",0,-1.7000000000000002,7
tt1683526,movie,Detachment,Detachment,0,2011,\N,98,Drama,7.7,71462,587177,Z dystansu,Detachment,2011,0,7,USA,Dramat,2012-9-4,3.5,drama,0,-0.7000000000000002,8
tt1690455,movie,Dark Horse,Dark Horse,0,2011,\N,86,"Comedy,Drama",5.9,5419,589332,Czarny koń,Dark Horse,2011,0,5,USA,"Dramat, Komedia",2013-12-10,2.5,"drama, comedy",0,-0.9000000000000004,6
tt1658837,movie,The Tall Man,The Tall Man,0,2012,\N,106,"Crime,Drama,Horror",5.9,37256,592693,Człowiek z Cold Rock,The Tall Man,2012,0,6,"Francja, Kanada, USA",Thriller,2012-9-10,3.0,thriller,0,0.09999999999999964,6
tt1648190,movie,The Dark Tower,The Dark Tower,0,2017,\N,95,"Action,Adventure,Fantasy",5.6,116668,592775,Mroczna wieża,The Dark Tower,2017,0,3,USA,"Fantasy, Horror",2017-10-19,1.5,"fantasy, horror",0,-2.5999999999999996,6
tt1855325,movie,Resident Evil: Retribution,Resident Evil: Retribution,0,2012,\N,95,"Action,Horror,Sci-Fi",5.4,127428,593957,Resident Evil: Retrybucja,Resident Evil: Retribution,2012,0,2,"Francja, Kanada, Niemcy, USA","Horror, Akcja",2012-12-19,1.0,"horror, action",0,-3.4000000000000004,5
tt1625346,movie,Young Adult,Young Adult,0,2011,\N,94,"Comedy,Drama",6.2,76013,593984,Kobieta na skraju dojrzałości,Young Adult,2011,0,3,USA,"Dramat, Komedia",2012-6-25,1.5,"drama, comedy",0,-3.2,6
tt1825683,movie,Black Panther,Black Panther,0,2018,\N,134,"Action,Adventure,Sci-Fi",7.3,556183,594358,Czarna Pantera,Black Panther,2018,0,6,"Australia, RPA, USA, Korea Południowa","Akcja, Sci-Fi",2018-2-21,3.0,"action, sci-fi",0,-1.2999999999999998,7
tt1640548,movie,Rampart,Rampart,0,2011,\N,108,"Crime,Drama",5.8,22389,594620,Brudny glina,Rampart,2011,0,6,USA,"Dramat, Kryminał",2012-2-26,3.0,"drama, crime",0,0.20000000000000018,6
tt1764651,movie,The Expendables 2,The Expendables 2,0,2012,\N,103,"Action,Adventure,Thriller",6.6,282174,595010,Niezniszczalni 2,The Expendables 2,2012,0,7,USA,Akcja,2012-9-7,3.5,action,0,0.40000000000000036,7
tt1703148,movie,The Hunter,The Hunter,0,2011,\N,102,"Adventure,Drama,Thriller",6.7,35255,595571,Łowca,The Hunter,2011,0,6,Australia,"Dramat, Przygodowy",2014-8-25,3.0,"drama, przygodowy",0,-0.7000000000000002,7
tt1695405,movie,The Loneliest Planet,The Loneliest Planet,0,2011,\N,113,Thriller,5.5,3679,595678,Najsamotniejsza z planet,The Loneliest Planet,2011,0,8,"Niemcy, USA","Dramat, Thriller",2012-12-16,4.0,"drama, thriller",0,2.5,6
tt1703957,movie,Genius,Genius,0,2016,\N,104,"Biography,Drama",6.5,16309,597664,Geniusz,Genius,2016,0,6,"USA, Wielka Brytania","Biograficzny, Dramat",2017-6-25,3.0,"biographic, drama",0,-0.5,6
tt1748227,movie,The Collection,The Collection,0,2012,\N,82,"Horror,Thriller",6.1,43269,598628,Kolekcjoner,The Collection,2012,0,2,USA,"Horror, Akcja",2013-6-14,1.0,"horror, action",0,-4.1,6
tt1692098,movie,Hideaways,Hideaways,0,2011,\N,88,"Fantasy,Thriller",6.2,2583,599418,Ostatnia klątwa,Hideaways,2011,0,6,"Francja, Irlandia, Szwecja","Fantasy, Thriller",2013-6-18,3.0,"fantasy, thriller",0,-0.20000000000000018,6
tt1692486,movie,Carnage,Carnage,0,2011,\N,80,"Comedy,Drama",7.2,113781,599742,Rzeź,Carnage,2011,0,7,"Francja, Hiszpania, Niemcy, Polska","Dramat, Komedia",2012-1-30,3.5,"drama, comedy",0,-0.20000000000000018,7
tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,\N,127,"Action,Adventure,Drama",6.1,263115,600541,Królewna Śnieżka i Łowca,Snow White and the Huntsman,2012,0,6,USA,"Fantasy, Przygodowy",2012-6-4,3.0,"fantasy, przygodowy",0,-0.09999999999999964,6
tt1322269,movie,August: Osage County,August: Osage County,0,2013,\N,121,"Comedy,Drama",7.2,80875,600590,Sierpień w hrabstwie Osage,August: Osage County,2013,0,7,USA,"Dramat, Komedia",2014-3-16,3.5,"drama, comedy",0,-0.20000000000000018,7
tt1742334,movie,Sabotage,Sabotage,0,2014,\N,109,"Action,Crime,Drama",5.7,56657,601430,Sabotaż,Sabotage,2014,0,3,USA,"Thriller, Akcja",2014-8-25,1.5,"thriller, action",0,-2.7,6
tt1723811,movie,Shame,Shame,0,2011,\N,101,Drama,7.2,174703,601499,Wstyd,Shame,2011,0,5,Wielka Brytania,Dramat,2019-3-16,2.5,drama,0,-2.2,7
tt1491044,movie,The Iceman,The Iceman,0,2012,\N,106,"Biography,Crime,Drama",6.8,66955,601988,Iceman: Historia mordercy,The Iceman,2012,0,6,USA,"Biograficzny, Kryminał",2017-12-22,3.0,"biographic, crime",0,-0.7999999999999998,7
tt1205558,movie,Hick,Hick,0,2011,\N,99,"Comedy,Drama",5.6,18313,602339,Prowincjuszka,Hick,2011,0,5,USA,"Dramat, Komedia",2015-5-2,2.5,"drama, comedy",0,-0.5999999999999996,6
tt1815862,movie,After Earth,After Earth,0,2013,\N,100,"Action,Adventure,Drama",4.8,184994,602585,1000 lat po Ziemi,After Earth,2013,0,6,USA,"Przygodowy, Sci-Fi",2013-9-18,3.0,"przygodowy, sci-fi",0,1.2000000000000002,5
tt1661382,movie,Grudge Match,Grudge Match,0,2013,\N,113,"Comedy,Drama,Sport",6.4,55321,603080,Legendy ringu,Grudge Match,2013,0,4,USA,"Komedia, Sportowy",2014-7-31,2.0,"comedy, sportowy",0,-2.4000000000000004,6
tt1549920,movie,The Last Stand,The Last Stand,0,2013,\N,107,"Action,Thriller",6.3,128362,603082,Likwidator,The Last Stand,2013,0,5,USA,Akcja,2013-5-20,2.5,action,0,-1.2999999999999998,6
tt1726669,movie,Killer Joe,Killer Joe,0,2011,\N,102,"Crime,Drama,Thriller",6.7,69151,603315,Zabójczy Joe,Killer Joe,2011,0,7,USA,"Kryminał, Thriller",2015-8-21,3.5,"crime, thriller",0,0.2999999999999998,7
tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,\N,94,"Comedy,Drama,Romance",7.8,298906,604523,Kochankowie z Księżyca. Moonrise Kingdom,Moonrise Kingdom,2012,0,6,USA,"Dramat, Komedia, Romans",2012-12-21,3.0,"drama, comedy, romance",0,-1.7999999999999998,8
tt1726861,movie,The Prey,La proie,0,2011,\N,102,"Action,Crime,Drama",6.7,4765,605702,Łup,La proie,2011,0,6,Francja,"Thriller, Akcja",2011-10-13,3.0,"thriller, action",0,-0.7000000000000002,7
tt1656186,movie,Stolen,Stolen,0,2012,\N,96,"Action,Crime,Thriller",5.5,41830,606085,12 godzin,Stolen,2012,0,4,USA,"Dramat, Akcja",2013-1-13,2.0,"drama, action",0,-1.5,6
tt1212450,movie,Lawless,Lawless,0,2012,\N,116,"Crime,Drama",7.3,217942,607562,Gangster,Lawless,2012,0,6,USA,"Dramat, Gangsterski",2012-12-2,3.0,"drama, gangsterski",0,-1.2999999999999998,7
tt2870612,movie,"As Above, So Below","As Above, So Below",0,2014,\N,93,"Horror,Mystery,Thriller",6.2,69732,608456,"Jako w piekle, tak i na Ziemi","As Above, So Below",2014,0,6,USA,Horror,2014-11-29,3.0,horror,0,-0.20000000000000018,6
tt1788391,movie,Kill List,Kill List,0,2011,\N,95,"Crime,Drama,Horror",6.4,33943,608508,Lista płatnych zleceń,Kill List,2011,0,7,Wielka Brytania,"Kryminał, Thriller",2012-8-28,3.5,"crime, thriller",0,0.5999999999999996,6
tt1790864,movie,The Maze Runner,The Maze Runner,0,2014,\N,113,"Action,Mystery,Sci-Fi",6.8,395892,609757,Więzień labiryntu,The Maze Runner,2014,0,6,"Kanada, USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2014-11-28,3.0,"thriller, action, sci-fi",0,-0.7999999999999998,7
tt1748197,movie,Setup,Setup,0,2011,\N,85,"Action,Crime,Drama",4.4,19951,609908,Mokra robota,Setup,2011,0,2,USA,Akcja,2011-10-20,1.0,action,0,-2.4000000000000004,4
tt1798684,movie,Southpaw,Southpaw,0,2015,\N,124,"Drama,Sport",7.4,205301,609966,Do utraty sił,Southpaw,2015,0,7,USA,"Dramat, Sportowy",2015-9-9,3.5,"drama, sportowy",0,-0.40000000000000036,7
tt1731998,movie,ID:A,ID:A,0,2011,\N,104,Thriller,6.1,1924,611085,Tożsamość nieznana,ID:A,2011,0,4,Dania,Thriller,2018-12-28,2.0,thriller,0,-2.0999999999999996,6
tt1827358,movie,She Monkeys,Apflickorna,0,2011,\N,83,"Drama,Sport",5.5,2240,611896,She Monkeys,Apflickorna,2011,0,6,Szwecja,Dramat,2012-8-11,3.0,drama,0,0.5,6
tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,\N,121,"Action,Biography,Drama",7.5,252490,613320,Ocalony,Lone Survivor,2013,0,6,USA,"Dramat, Wojenny",2014-2-21,3.0,"drama, war",0,-1.5,8
tt1694020,movie,The Guilt Trip,The Guilt Trip,0,2012,\N,95,"Comedy,Drama",5.7,34198,613601,Mama i ja,The Guilt Trip,2012,0,4,USA,Komedia,2013-6-25,2.0,comedy,0,-1.7000000000000002,6
tt1645170,movie,The Dictator,The Dictator,0,2012,\N,83,Comedy,6.4,257129,614257,Dyktator,The Dictator,2012,0,7,USA,Komedia,2012-5-24,3.5,comedy,0,0.5999999999999996,6
tt1587411,movie,"I, Anna","I, Anna",0,2012,\N,93,"Drama,Thriller",6.0,1798,614276,"Ja, Anna","I, Anna",2012,0,7,"Francja, Niemcy, Wielka Brytania","Dramat, Thriller",2013-8-3,3.5,"drama, thriller",0,1.0,6
tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,\N,140,"Crime,Drama,Thriller",7.3,232009,614352,Drugie oblicze,The Place Beyond the Pines,2012,0,5,USA,"Dramat, Kryminał",2013-9-10,2.5,"drama, crime",0,-2.3,7
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,\N,136,"Action,Adventure,Sci-Fi",7.7,691269,615202,Kapitan Ameryka: Zimowy Żołnierz,Captain America: The Winter Soldier,2014,0,5,USA,"Akcja, Sci-Fi",2014-7-31,2.5,"action, sci-fi",0,-2.7,8
tt1745686,movie,The Wall,Die Wand,0,2012,\N,108,"Drama,Fantasy,Mystery",6.8,5561,615722,Ściana,Die Wand,2012,0,6,"Austria, Niemcy",Dramat,2016-12-31,3.0,drama,0,-0.7999999999999998,7
tt1556243,movie,The Hypnotist,Hypnotisören,0,2012,\N,122,"Crime,Drama,Thriller",5.6,7193,615815,Hipnotyzer,Hypnotisören,2012,0,6,Szwecja,"Dramat, Kryminał",2013-6-4,3.0,"drama, crime",0,0.40000000000000036,6
tt1859650,movie,To Rome with Love,To Rome with Love,0,2012,\N,112,"Comedy,Music,Romance",6.3,80801,616141,Zakochani w Rzymie,To Rome with Love,2012,0,6,"Hiszpania, USA, Włochy",Komedia rom.,2012-9-5,3.0,komedia rom.,0,-0.2999999999999998,6
tt1741243,movie,Pawn Shop Chronicles,Pawn Shop Chronicles,0,2013,\N,112,"Action,Comedy,Crime",5.9,10167,616664,Kroniki lombardu,Pawn Shop Chronicles,2013,0,4,USA,"Dramat, Komedia",2018-6-26,2.0,"drama, comedy",0,-1.9000000000000004,6
tt1840417,movie,The Words,The Words,0,2012,\N,102,"Drama,Mystery,Romance",7.0,71627,617120,Między wierszami,The Words,2012,0,6,USA,Dramat,2013-5-24,3.0,drama,0,-1.0,7
tt1932767,movie,What Maisie Knew,What Maisie Knew,0,2012,\N,99,Drama,7.4,25904,618929,O czym wiedziała Maisie,What Maisie Knew,2012,0,8,USA,Dramat,2014-7-21,4.0,drama,0,0.5999999999999996,7
tt1401636,movie,Switch,Switch,0,2011,\N,104,"Action,Crime,Thriller",6.3,3110,619088,Zamiana,Switch,2011,0,6,Francja,"Thriller, Akcja",2012-1-9,3.0,"thriller, action",0,-0.2999999999999998,6
tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,"Drama,Western",8.4,1256080,620541,Django,Django Unchained,2012,0,6,USA,Western,2013-2-4,3.0,western,0,-2.4000000000000004,8
tt1853739,movie,You're Next,You're Next,0,2011,\N,95,"Horror,Mystery,Thriller",6.5,82265,621733,Następny jesteś ty,You're Next,2011,0,5,"USA, Wielka Brytania",Horror,2014-1-16,2.5,horror,0,-1.5,6
tt1872181,movie,The Amazing Spider-Man 2,The Amazing Spider-Man 2,0,2014,\N,142,"Action,Adventure,Sci-Fi",6.6,398070,622028,Niesamowity Spider-Man 2,The Amazing Spider-Man 2,2014,0,3,USA,"Akcja, Sci-Fi",2014-7-21,1.5,"action, sci-fi",0,-3.5999999999999996,7
tt1714205,movie,Purge,Puhdistus,0,2012,\N,125,"Crime,Drama",7.1,3377,622060,Oczyszczenie,Puhdistus,2012,0,6,"Finlandia, Estonia",Dramat historyczny,2013-12-7,3.0,dramat historyczny,0,-1.0999999999999996,7
tt1959490,movie,Noah,Noah,0,2014,\N,138,"Action,Adventure,Drama",5.8,233300,622318,Noe: Wybrany przez Boga,Noah,2014,0,3,USA,"Dramat, Fantasy",2014-7-17,1.5,"drama, fantasy",0,-2.8,6
tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy",6.9,560170,622564,Thor: Mroczny świat,Thor: The Dark World,2013,0,4,USA,"Fantasy, Przygodowy",2014-2-3,2.0,"fantasy, przygodowy",0,-2.9000000000000004,7
tt1885300,movie,Best Man Down,Best Man Down,0,2012,\N,89,"Comedy,Drama",6.4,8873,623326,Drużba nie żyje,Best Man Down,2012,0,6,USA,"Dramat, Komedia",2013-9-26,3.0,"drama, comedy",0,-0.40000000000000036,6
tt1670345,movie,Now You See Me,Now You See Me,0,2013,\N,115,"Crime,Mystery,Thriller",7.3,565445,623761,Iluzja,Now You See Me,2013,0,5,"Francja, USA",Kryminał,2013-9-26,2.5,crime,0,-2.3,7
tt1684233,movie,Welcome to the Punch,Welcome to the Punch,0,2013,\N,99,"Action,Crime,Thriller",6.1,30924,623874,Czas zapłaty,Welcome to the Punch,2013,0,5,"USA, Wielka Brytania",Sensacyjny,2013-8-30,2.5,sensacyjny,0,-1.0999999999999996,6
tt1924394,movie,The Angels' Share,The Angels' Share,0,2012,\N,101,"Comedy,Crime,Drama",7.0,22217,624521,Whisky dla aniołów,The Angels' Share,2012,0,7,"Belgia, Francja, Wielka Brytania, Włochy","Dramat, Komedia",2013-2-22,3.5,"drama, comedy",0,0.0,7
tt1924396,movie,The Best Offer,La migliore offerta,0,2013,\N,131,"Crime,Drama,Mystery",7.8,99213,624525,Koneser,La migliore offerta,2013,0,6,Włochy,Dramat,2013-12-7,3.0,drama,0,-1.7999999999999998,8
tt1931533,movie,Seven Psychopaths,Seven Psychopaths,0,2012,\N,110,"Comedy,Crime",7.2,228438,624742,7 psychopatów,Seven Psychopaths,2012,0,8,Wielka Brytania,Komedia kryminalna,2013-4-13,4.0,komedia kryminalna,0,0.7999999999999998,7
tt1855199,movie,End of Watch,End of Watch,0,2012,\N,109,"Action,Crime,Drama",7.6,216377,624792,Bogowie ulicy,End of Watch,2012,0,7,USA,"Kryminał, Thriller",2012-12-27,3.5,"crime, thriller",0,-0.5999999999999996,8
tt1924429,movie,Trance,Trance,0,2013,\N,101,"Crime,Drama,Mystery",6.9,106534,624882,Trans,Trance,2013,0,3,"Francja, Wielka Brytania","Kryminał, Thriller",2013-7-18,1.5,"crime, thriller",0,-3.9000000000000004,7
tt1496422,movie,The Paperboy,The Paperboy,0,2012,\N,107,"Crime,Drama,Mystery",5.8,34495,625386,Pokusa,The Paperboy,2012,0,6,USA,"Dramat, Thriller",2013-1-6,3.0,"drama, thriller",0,0.20000000000000018,6
tt1741273,movie,Secret in Their Eyes,Secret in Their Eyes,0,2015,\N,111,"Crime,Drama,Mystery",6.3,39068,625905,Sekret w ich oczach,Secret in Their Eyes,2015,0,6,USA,"Kryminał, Thriller",2016-1-12,3.0,"crime, thriller",0,-0.2999999999999998,6
tt1927172,movie,"Y/N: You Lie, You Die",True Love,0,2012,\N,102,Thriller,5.0,714,626169,Prawdziwa miłość,True Love,2012,0,3,"USA, Włochy",Thriller,2014-2-4,1.5,thriller,0,-2.0,5
tt1954811,movie,See Girl Run,See Girl Run,0,2012,\N,89,"Drama,Romance",5.1,1272,626500,Uciekająca dziewczyna,See Girl Run,2012,0,5,USA,Melodramat,2013-8-26,2.5,melodramat,0,-0.09999999999999964,5
tt1457767,movie,The Conjuring,The Conjuring,0,2013,\N,112,"Horror,Mystery,Thriller",7.5,413580,627100,Obecność,The Conjuring,2013,0,4,USA,Horror,2013-8-3,2.0,horror,0,-3.5,8
tt1972571,movie,A Most Wanted Man,A Most Wanted Man,0,2014,\N,122,"Crime,Drama,Thriller",6.8,69160,627173,Bardzo poszukiwany człowiek,A Most Wanted Man,2014,0,7,"Niemcy, USA, Wielka Brytania",Thriller,2014-8-26,3.5,thriller,0,0.20000000000000018,7
tt1937388,movie,The Millionaire Tour,The Millionaire Tour,0,2012,\N,84,"Action,Thriller",6.4,2515,627517,Droga milionerów,The Millionaire Tour,2012,0,5,USA,"Thriller, Akcja",2013-2-19,2.5,"thriller, action",0,-1.4000000000000004,6
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi",7.5,586140,627599,Igrzyska śmierci: W pierścieniu ognia,The Hunger Games: Catching Fire,2013,0,6,USA,"Akcja, Sci-Fi",2014-3-21,3.0,"action, sci-fi",0,-1.5,8
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,"Action,Comedy,Crime",6.4,191579,627751,Sztanga i cash,Pain & Gain,2013,0,4,USA,"Akcja, Komedia kryminalna",2013-12-7,2.0,"action, komedia kryminalna",0,-2.4000000000000004,6
tt1990314,movie,Robot & Frank,Robot & Frank,0,2012,\N,89,"Comedy,Crime,Drama",7.1,60017,628396,Robot i Frank,Robot & Frank,2012,0,5,USA,"Dramat, Sci-Fi, Komedia kryminalna",2013-1-28,2.5,"drama, sci-fi, komedia kryminalna",0,-2.0999999999999996,7
tt1976000,movie,The Two Faces of January,The Two Faces of January,0,2014,\N,96,"Romance,Thriller",6.2,28136,628545,Rozgrywka,The Two Faces of January,2014,0,4,"Francja, USA, Wielka Brytania",Thriller,2014-11-4,2.0,thriller,0,-2.2,6
tt1389096,movie,Stand Up Guys,Stand Up Guys,0,2012,\N,95,"Comedy,Crime,Thriller",6.5,51262,629520,Twardziele,Stand Up Guys,2012,0,4,USA,Komedia kryminalna,2013-3-2,2.0,komedia kryminalna,0,-2.5,6
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,\N,101,"Action,Thriller",7.6,180080,629688,Raid,Serbuan maut,2011,0,6,"Francja, USA, Indonezja",Akcja,2013-1-29,3.0,action,0,-1.5999999999999996,8
tt1840309,movie,Divergent,Divergent,0,2014,\N,139,"Action,Adventure,Mystery",6.7,407007,629764,Niezgodna,Divergent,2014,0,5,USA,"Akcja, Sci-Fi",2014-7-26,2.5,"action, sci-fi",0,-1.7000000000000002,7
tt1935179,movie,Mud,Mud,0,2012,\N,130,Drama,7.4,159621,629779,Uciekinier,Mud,2012,0,6,USA,Dramat,2013-10-6,3.0,drama,0,-1.4000000000000004,7
tt1964624,movie,In the House,Dans la maison,0,2012,\N,105,"Drama,Mystery,Thriller",7.4,27904,629789,U niej w domu,Dans la maison,2012,0,8,Francja,"Dramat, Komedia",2013-9-7,4.0,"drama, comedy",0,0.5999999999999996,7
tt1872194,movie,The Judge,The Judge,0,2014,\N,141,"Crime,Drama",7.4,167005,630714,Sędzia,The Judge,2014,0,6,USA,"Dramat, Kryminał",2015-1-4,3.0,"drama, crime",0,-1.4000000000000004,7
