tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt0118971,movie,The Devil's Advocate,The Devil's Advocate,0,1997,\N,144,"Drama,Mystery,Thriller",7.5,309766,2,Adwokat diabła,The Devil's Advocate,1997,0,7,"Niemcy, USA",Thriller,2011-8-4,3.5,thriller,0,-0.5,8
tt0117603,movie,Set It Off,Set It Off,0,1996,\N,123,"Action,Crime,Drama",6.9,12984,37,Desperatki,Set It Off,1996,0,6,USA,"Dramat, Sensacyjny, Thriller",2019-8-24,3.0,"drama, sensacyjny, thriller",0,-0.9000000000000004,7
tt0119643,movie,Meet Joe Black,Meet Joe Black,0,1998,\N,178,"Drama,Fantasy,Romance",7.2,200799,74,Joe Black,Meet Joe Black,1998,0,3,USA,"Fantasy, Melodramat",2019-1-1,1.5,"fantasy, melodramat",0,-4.2,7
tt0120787,movie,A Perfect Murder,A Perfect Murder,0,1998,\N,107,"Crime,Drama,Thriller",6.5,75000,122,Morderstwo doskonałe,A Perfect Murder,1998,0,8,USA,Thriller,2011-10-22,4.0,thriller,0,1.5,6
tt0119116,movie,The Fifth Element,The Fifth Element,0,1997,\N,126,"Action,Adventure,Sci-Fi",7.7,412618,144,Piąty element,The Fifth Element,1997,0,5,Francja,"Akcja, Sci-Fi",2011-10-20,2.5,"action, sci-fi",0,-2.7,8
tt0119395,movie,The Jackal,The Jackal,0,1997,\N,124,"Action,Crime,Drama",6.4,101519,178,Szakal,The Jackal,1997,0,7,"Francja, Japonia, Niemcy, USA, Wielka Brytania",Sensacyjny,2011-10-20,3.5,sensacyjny,0,0.5999999999999996,6
tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama,Sci-Fi",8.1,865718,189,Truman Show,The Truman Show,1998,0,6,USA,"Dramat, Komedia, Sci-Fi",2011-8-4,3.0,"drama, comedy, sci-fi",0,-2.0999999999999996,8
tt0119223,movie,Great Expectations,Great Expectations,0,1998,\N,111,"Drama,Romance",6.9,49191,197,Wielkie nadzieje,Great Expectations,1998,0,9,USA,Melodramat,2011-9-5,4.5,melodramat,0,2.0999999999999996,7
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance",8.6,574171,208,Życie jest piękne,La vita è bella,1997,0,8,Włochy,"Dramat, Komedia, Wojenny",2014-5-9,4.0,"drama, comedy, war",0,-0.5999999999999996,9
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy",6.5,677549,520,Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,0,5,USA,"Przygodowy, Sci-Fi",2016-1-24,2.5,"przygodowy, sci-fi",0,-1.5,6
tt0094964,movie,Dead Ringers,Dead Ringers,0,1988,\N,116,"Drama,Horror,Thriller",7.3,37672,572,Nierozłączni,Dead Ringers,1988,0,5,"Kanada, USA","Dramat, Thriller",2017-4-27,2.5,"drama, thriller",0,-2.3,7
tt0116654,movie,The Island of Dr. Moreau,The Island of Dr. Moreau,0,1996,\N,96,"Horror,Sci-Fi,Thriller",4.5,29651,620,Wyspa doktora Moreau,The Island of Dr. Moreau,1996,0,7,USA,"Thriller, Sci-Fi",2015-4-3,3.5,"thriller, sci-fi",0,2.5,4
tt0116922,movie,Lost Highway,Lost Highway,0,1997,\N,134,"Mystery,Thriller",7.6,121954,624,Zagubiona autostrada,Lost Highway,1997,0,7,"Francja, USA","Dramat, Kryminał, Thriller",2011-10-19,3.5,"drama, crime, thriller",0,-0.5999999999999996,8
tt0113627,movie,Leaving Las Vegas,Leaving Las Vegas,0,1995,\N,111,"Drama,Romance",7.5,108945,627,Zostawić Las Vegas,Leaving Las Vegas,1995,0,8,"Francja, USA, Wielka Brytania",Melodramat,2011-10-20,4.0,melodramat,0,0.5,8
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi",8.7,1562789,628,Matrix,The Matrix,1999,0,8,"Australia, USA","Akcja, Sci-Fi",2011-8-4,4.0,"action, sci-fi",0,-0.6999999999999993,9
tt0112818,movie,Dead Man Walking,Dead Man Walking,0,1995,\N,122,"Crime,Drama",7.5,84383,645,Przed egzekucją,Dead Man Walking,1995,0,6,"USA, Wielka Brytania","Dramat, Kryminał",2011-10-20,3.0,"drama, crime",0,-1.5,8
tt0110413,movie,Léon: The Professional,Léon,0,1994,\N,110,"Action,Crime,Drama",8.5,960950,671,Leon zawodowiec,Léon,1994,0,8,Francja,"Dramat, Kryminał",2011-10-3,4.0,"drama, crime",0,-0.5,8
tt0114369,movie,Se7en,Se7en,0,1995,\N,127,"Crime,Drama,Mystery",8.6,1334880,702,Siedem,Se7en,1995,0,7,USA,"Kryminał, Thriller",2011-8-4,3.5,"crime, thriller",0,-1.5999999999999996,9
tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,\N,97,"Comedy,Drama,Romance",7.3,277442,721,Zakochana złośnica,10 Things I Hate About You,1999,0,7,USA,"Komedia, Dla młodzieży",2018-11-13,3.5,"comedy, dla młodzieży",0,-0.2999999999999998,7
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller",8.1,864952,825,Szósty zmysł,The Sixth Sense,1999,0,7,USA,Thriller,2011-8-4,3.5,thriller,0,-1.0999999999999996,8
tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama,8.8,1734149,837,Podziemny krąg,Fight Club,1999,0,7,"Niemcy, USA","Thriller, Psychologiczny",2011-8-4,3.5,"thriller, psychologiczny",0,-1.8000000000000007,9
tt0144201,movie,Girl on the Bridge,La fille sur le pont,0,1999,\N,90,"Comedy,Drama,Romance",7.6,12645,856,Dziewczyna na moście,La fille sur le pont,1999,0,7,Francja,"Dramat, Komedia, Romans",2014-6-15,3.5,"drama, comedy, romance",0,-0.5999999999999996,8
tt0120689,movie,The Green Mile,The Green Mile,0,1999,\N,189,"Crime,Drama,Fantasy",8.6,1056580,862,Zielona mila,The Green Mile,1999,0,6,USA,Dramat,2011-8-4,3.0,drama,0,-2.5999999999999996,9
tt0134119,movie,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,\N,139,"Crime,Drama,Thriller",7.4,166932,867,Utalentowany pan Ripley,The Talented Mr. Ripley,1999,0,6,USA,"Dramat, Kryminał, Thriller",2011-10-20,3.0,"drama, crime, thriller",0,-1.4000000000000004,7
tt0171804,movie,Boys Don't Cry,Boys Don't Cry,0,1999,\N,118,"Biography,Crime,Drama",7.5,88627,879,Nie czas na łzy,Boys Don't Cry,1999,0,7,USA,Dramat,2017-8-25,3.5,drama,0,-0.5,8
tt0172493,movie,"Girl, Interrupted","Girl, Interrupted",0,1999,\N,127,"Biography,Drama",7.3,152346,882,Przerwana lekcja muzyki,"Girl, Interrupted",1999,0,5,"Niemcy, USA","Biograficzny, Dramat, Psychologiczny",2017-8-25,2.5,"biographic, drama, psychologiczny",0,-2.3,7
tt0120755,movie,Mission: Impossible II,Mission: Impossible II,0,2000,\N,123,"Action,Adventure,Thriller",6.1,297722,938,Mission: Impossible 2,Mission: Impossible II,2000,0,4,"Niemcy, USA",Sensacyjny,2012-1-30,2.0,sensacyjny,0,-2.0999999999999996,6
tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music",7.5,160789,943,Przeboje i podboje,High Fidelity,2000,0,9,"USA, Wielka Brytania","Dramat, Komedia rom.",2011-10-20,4.5,"drama, komedia rom.",0,1.5,8
tt0187393,movie,The Patriot,The Patriot,0,2000,\N,165,"Action,Drama,History",7.2,242504,944,Patriota,The Patriot,2000,0,3,"Niemcy, USA",Dramat historyczny,2012-10-21,1.5,dramat historyczny,0,-4.2,7
tt0138304,movie,The Astronaut's Wife,The Astronaut's Wife,0,1999,\N,109,"Drama,Sci-Fi,Thriller",5.4,51212,947,Żona astronauty,The Astronaut's Wife,1999,0,5,USA,"Dramat, Thriller, Sci-Fi",2015-11-25,2.5,"drama, thriller, sci-fi",0,-0.40000000000000036,5
tt0171433,movie,Keeping the Faith,Keeping the Faith,0,2000,\N,128,"Comedy,Drama,Romance",6.3,48440,953,Zakazany owoc,Keeping the Faith,2000,0,8,USA,Komedia rom.,2011-10-20,4.0,komedia rom.,0,1.7000000000000002,6
tt0078748,movie,Alien,Alien,0,1979,\N,117,"Horror,Sci-Fi",8.4,737062,980,"Obcy - 8. pasażer ""Nostromo""",Alien,1979,0,8,"USA, Wielka Brytania","Horror, Sci-Fi",2011-10-18,4.0,"horror, sci-fi",0,-0.40000000000000036,8
tt0103074,movie,Thelma & Louise,Thelma & Louise,0,1991,\N,130,"Adventure,Crime,Drama",7.5,125950,984,Thelma i Louise,Thelma & Louise,1991,0,7,"Francja, USA, Wielka Brytania",Dramat,2011-10-20,3.5,drama,0,-0.5,8
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991,\N,137,"Action,Sci-Fi",8.5,939548,992,Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,0,8,"Francja, USA","Akcja, Sci-Fi",2011-9-1,4.0,"action, sci-fi",0,-0.5,8
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi",8.4,616923,994,Obcy - decydujące starcie,Aliens,1986,0,8,USA,"Horror, Sci-Fi",2011-10-19,4.0,"horror, sci-fi",0,-0.40000000000000036,8
tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Sci-Fi",8.0,755479,995,Terminator,The Terminator,1984,0,6,"USA, Wielka Brytania","Akcja, Sci-Fi",2018-8-4,3.0,"action, sci-fi",0,-2.0,8
tt0064276,movie,Easy Rider,Easy Rider,0,1969,\N,95,"Adventure,Drama",7.3,93134,1018,Swobodny jeździec,Easy Rider,1969,0,8,USA,Dramat obyczajowy,2011-10-20,4.0,dramat obyczajowy,0,0.7000000000000002,7
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975,\N,133,Drama,8.7,856923,1019,Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,0,8,USA,"Dramat, Psychologiczny",2017-6-17,4.0,"drama, psychologiczny",0,-0.6999999999999993,9
tt0081505,movie,The Shining,The Shining,0,1980,\N,146,"Drama,Horror",8.4,823572,1020,Lśnienie,The Shining,1980,0,7,"USA, Wielka Brytania",Horror,2011-8-4,3.5,horror,0,-1.4000000000000004,8
tt0112641,movie,Casino,Casino,0,1995,\N,178,"Crime,Drama",8.2,429587,1029,Kasyno,Casino,1995,0,8,"Francja, USA","Dramat, Gangsterski",2014-3-17,4.0,"drama, gangsterski",0,-0.1999999999999993,8
tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama",8.3,666517,1046,Taksówkarz,Taxi Driver,1976,0,8,USA,Dramat,2011-9-1,4.0,drama,0,-0.3000000000000007,8
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,0,1991,\N,118,"Crime,Drama,Thriller",8.6,1176398,1047,Milczenie owiec,The Silence of the Lambs,1991,0,7,USA,Thriller,2011-8-4,3.5,thriller,0,-1.5999999999999996,9
tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,0,1994,\N,142,Drama,9.3,2170642,1048,Skazani na Shawshank,The Shawshank Redemption,1994,0,8,USA,Dramat,2011-8-4,4.0,drama,0,-1.3000000000000007,9
tt0113870,movie,Murder in the First,Murder in the First,0,1995,\N,122,"Drama,Thriller",7.3,25268,1055,Morderstwo pierwszego stopnia,Murder in the First,1995,0,7,"Francja, USA",Dramat sądowy,2011-11-2,3.5,dramat sądowy,0,-0.2999999999999998,7
tt0107822,movie,The Piano,The Piano,0,1993,\N,121,"Drama,Music,Romance",7.6,74492,1058,Fortepian,The Piano,1993,0,8,"Australia, Francja, Nowa Zelandia","Kostiumowy, Melodramat",2011-10-20,4.0,"costume, melodramat",0,0.40000000000000036,8
tt0101889,movie,The Fisher King,The Fisher King,0,1991,\N,137,"Comedy,Drama,Fantasy",7.5,75020,1069,Fisher King,The Fisher King,1991,0,8,USA,"Dramat, Komedia",2011-10-20,4.0,"drama, comedy",0,0.5,8
tt0105665,movie,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,0,1992,\N,134,"Drama,Horror,Mystery",7.3,79355,1070,Miasteczko Twin Peaks. Ogniu krocz za mną.,Twin Peaks: Fire Walk with Me,1992,0,8,"Francja, USA","Dramat, Thriller",2011-10-20,4.0,"drama, thriller",0,0.7000000000000002,7
tt0068646,movie,The Godfather,The Godfather,0,1972,\N,175,"Crime,Drama",9.2,1495196,1089,Ojciec chrzestny,The Godfather,1972,0,7,USA,"Dramat, Gangsterski",2011-8-4,3.5,"drama, gangsterski",0,-2.1999999999999993,9
tt0105323,movie,Scent of a Woman,Scent of a Woman,0,1992,\N,156,Drama,8.0,240304,1093,Zapach kobiety,Scent of a Woman,1992,0,5,USA,Dramat,2011-8-4,2.5,drama,0,-3.0,8
tt0059646,movie,Repulsion,Repulsion,0,1965,\N,105,"Drama,Horror,Thriller",7.7,45255,1103,Wstręt,Repulsion,1965,0,6,Wielka Brytania,"Dramat, Psychologiczny",2012-1-30,3.0,"drama, psychologiczny",0,-1.7000000000000002,8
tt0063522,movie,Rosemary's Baby,Rosemary's Baby,0,1968,\N,137,"Drama,Horror",8.0,177496,1104,Dziecko Rosemary,Rosemary's Baby,1968,0,5,USA,"Horror, Psychologiczny",2014-5-9,2.5,"horror, psychologiczny",0,-3.0,8
tt0114746,movie,12 Monkeys,Twelve Monkeys,0,1995,\N,129,"Mystery,Sci-Fi,Thriller",8.0,549665,1210,12 małp,Twelve Monkeys,1995,0,7,USA,"Dramat, Sci-Fi",2011-10-20,3.5,"drama, sci-fi",0,-1.0,8
tt0107818,movie,Philadelphia,Philadelphia,0,1993,\N,125,Drama,7.7,211184,1222,Filadelfia,Philadelphia,1993,0,5,USA,Dramat,2011-8-4,2.5,drama,0,-2.7,8
tt0105695,movie,Unforgiven,Unforgiven,0,1992,\N,130,"Drama,Western",8.2,351154,1241,Bez przebaczenia,Unforgiven,1992,0,6,USA,Western,2013-12-12,3.0,western,0,-2.1999999999999993,8
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971,\N,136,"Crime,Drama,Sci-Fi",8.3,710895,1275,Mechaniczna pomarańcza,A Clockwork Orange,1971,0,10,"USA, Wielka Brytania","Dramat, Sci-Fi",2011-9-1,5.0,"drama, sci-fi",0,1.6999999999999993,8
tt0070047,movie,The Exorcist,The Exorcist,0,1973,\N,122,Horror,8.0,343452,1315,Egzorcysta,The Exorcist,1973,0,9,USA,Horror,2011-10-20,4.5,horror,0,1.0,8
tt0054215,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",8.5,558243,1321,Psychoza,Psycho,1960,0,7,USA,Thriller,2011-9-1,3.5,thriller,0,-1.5,8
tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,\N,140,"Crime,Drama,Musical",8.0,96081,1417,Tańcząc w ciemnościach,Dancer in the Dark,2000,0,9,"Argentyna, Dania, Finlandia, Francja, Hiszpania, Holandia, Islandia, Niemcy, Norwegia, Szwecja, USA, Wielka Brytania, Włochy","Dramat, Musical",2014-10-13,4.5,"drama, musical",0,1.0,8
tt0206420,movie,Woman on Top,Woman on Top,0,2000,\N,92,"Comedy,Fantasy,Romance",5.3,9638,1433,Kobieta na topie,Woman on Top,2000,0,7,USA,"Fantasy, Komedia rom.",2011-11-5,3.5,"fantasy, komedia rom.",0,1.7000000000000002,5
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi",8.3,561230,1458,2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,0,9,"USA, Wielka Brytania",Sci-Fi,2019-2-2,4.5,sci-fi,0,0.6999999999999993,8
tt0100802,movie,Total Recall,Total Recall,0,1990,\N,113,"Action,Sci-Fi,Thriller",7.5,284810,1459,Pamięć absolutna,Total Recall,1990,0,7,USA,"Thriller, Akcja, Sci-Fi",2011-10-20,3.5,"thriller, action, sci-fi",0,-0.5,8
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,\N,142,"Action,Adventure,Fantasy",6.6,596404,1465,Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,0,4,USA,"Przygodowy, Sci-Fi",2016-1-24,2.0,"przygodowy, sci-fi",0,-2.5999999999999996,7
tt0114478,movie,Smoke,Smoke,0,1995,\N,112,"Comedy,Drama",7.4,31809,1467,Dym,Smoke,1995,0,7,"Japonia, Niemcy, USA","Dramat, Komedia",2011-10-19,3.5,"drama, comedy",0,-0.40000000000000036,7
tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance",7.8,486128,1470,Cast Away - poza światem,Cast Away,2000,0,6,USA,Dramat,2011-8-4,3.0,drama,0,-1.7999999999999998,8
tt0144715,movie,Holy Smoke,Holy Smoke,0,1999,\N,115,"Comedy,Drama",5.9,13407,1476,Święty dym,Holy Smoke,1999,0,3,"Australia, USA","Dramat obyczajowy, Psychologiczny",2018-9-22,1.5,"dramat obyczajowy, psychologiczny",0,-2.9000000000000004,6
tt0207201,movie,What Women Want,What Women Want,0,2000,\N,127,"Comedy,Fantasy,Romance",6.4,183747,1488,Czego pragną kobiety,What Women Want,2000,0,5,USA,Komedia rom.,2011-10-22,2.5,komedia rom.,0,-1.4000000000000004,6
tt0060390,movie,Fahrenheit 451,Fahrenheit 451,0,1966,\N,112,"Drama,Sci-Fi",7.2,39132,1494,451 stopni Fahrenheita,Fahrenheit 451,1966,0,3,Wielka Brytania,"Dramat, Sci-Fi",2017-9-18,1.5,"drama, sci-fi",0,-4.2,7
tt0212720,movie,A.I. Artificial Intelligence,Artificial Intelligence: AI,0,2001,\N,146,"Drama,Sci-Fi",7.2,279317,3673,A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,0,8,USA,"Dramat, Sci-Fi",2013-9-26,4.0,"drama, sci-fi",0,0.7999999999999998,7
tt0163983,movie,Bless the Child,Bless the Child,0,2000,\N,107,"Crime,Drama,Horror",5.1,13461,4236,Próba sił,Bless the Child,2000,0,6,"Niemcy, USA","Horror, Religijny",2019-3-25,3.0,"horror, religijny",0,0.9000000000000004,5
tt0181984,movie,Boiler Room,Boiler Room,0,2000,\N,120,"Crime,Drama,Thriller",7.0,47142,4294,Ryzyko,Boiler Room,2000,0,7,USA,"Dramat, Kryminał, Thriller",2012-3-30,3.5,"drama, crime, thriller",0,0.0,7
tt0115857,movie,Chain Reaction,Chain Reaction,0,1996,\N,107,"Action,Drama,Sci-Fi",5.7,46163,4497,Reakcja łańcuchowa,Chain Reaction,1996,0,4,USA,Thriller,2017-1-13,2.0,thriller,0,-1.7000000000000002,6
tt0241303,movie,Chocolat,Chocolat,0,2000,\N,121,"Drama,Romance",7.2,170940,4545,Czekolada,Chocolat,2000,0,8,"USA, Wielka Brytania","Dramat, Komedia, Romans",2011-10-20,4.0,"drama, comedy, romance",0,0.7999999999999998,7
tt0115994,movie,Curdled,Curdled,0,1996,\N,88,"Comedy,Crime,Thriller",5.9,4719,4759,Mokra robota,Curdled,1996,0,7,USA,Komedia kryminalna,2012-1-2,3.5,komedia kryminalna,0,1.0999999999999996,6
tt0118929,movie,Dark City,Dark City,0,1998,\N,100,"Mystery,Sci-Fi,Thriller",7.6,180245,4885,Mroczne miasto,Dark City,1998,0,3,"Australia, USA","Thriller, Sci-Fi",2011-10-20,1.5,"thriller, sci-fi",0,-4.6,8
tt0120399,movie,U Turn,U Turn,0,1997,\N,125,"Crime,Drama,Thriller",6.8,47371,5206,Droga przez piekło,U Turn,1997,0,7,"Francja, USA","Dramat, Kryminał, Thriller",2018-8-7,3.5,"drama, crime, thriller",0,0.20000000000000018,7
tt0092783,movie,Cop,Cop,0,1988,\N,110,"Crime,Drama,Mystery",6.4,4073,5846,Gliniarz,Cop,1988,0,5,USA,"Dramat, Kryminał, Thriller",2019-3-9,2.5,"drama, crime, thriller",0,-1.4000000000000004,6
tt0247425,movie,In the Bedroom,In the Bedroom,0,2001,\N,130,"Crime,Drama",7.4,36263,6407,Za drzwiami sypialni,In the Bedroom,2001,0,6,USA,Dramat,2011-10-22,3.0,drama,0,-1.4000000000000004,7
tt0051459,movie,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,0,1958,\N,108,Drama,8.0,41946,6857,"Kotka na gorącym, blaszanym dachu",Cat on a Hot Tin Roof,1958,0,6,USA,Dramat,2011-9-1,3.0,drama,0,-2.0,8
tt0077294,movie,Capricorn One,Capricorn One,0,1977,\N,123,"Action,Thriller",6.9,19063,6862,Koziorożec Jeden,Capricorn One,1977,0,5,"USA, Wielka Brytania","Dramat, Sensacyjny, Thriller, Sci-Fi",2017-6-17,2.5,"drama, sensacyjny, thriller, sci-fi",0,-1.9000000000000004,7
tt0071877,movie,Murder on the Orient Express,Murder on the Orient Express,0,1974,\N,128,"Crime,Drama,Mystery",7.3,51218,7846,Morderstwo w Orient Expressie,Murder on the Orient Express,1974,0,6,Wielka Brytania,Kryminał,2016-3-1,3.0,crime,0,-1.2999999999999998,7
tt0091064,movie,The Fly,The Fly,0,1986,\N,96,"Drama,Horror,Sci-Fi",7.5,149213,7900,Mucha,The Fly,1986,0,7,"Kanada, USA, Wielka Brytania","Horror, Sci-Fi",2011-10-20,3.5,"horror, sci-fi",0,-0.5,8
tt0102685,movie,Point Break,Point Break,0,1991,\N,122,"Action,Crime,Thriller",7.3,144766,7967,Na fali,Point Break,1991,0,7,USA,Sensacyjny,2019-8-8,3.5,sensacyjny,0,-0.2999999999999998,7
tt0106582,movie,Cliffhanger,Cliffhanger,0,1993,\N,113,"Action,Adventure,Thriller",6.4,113953,7971,Na krawędzi,Cliffhanger,1993,0,5,"Francja, USA, Włochy","Przygodowy, Thriller",2018-9-10,2.5,"przygodowy, thriller",0,-1.4000000000000004,6
tt0107927,movie,The Real McCoy,The Real McCoy,0,1993,\N,105,"Crime,Drama,Thriller",5.5,7985,8111,Niesamowita McCoy,The Real McCoy,1993,0,6,USA,Sensacyjny,2016-11-8,3.0,sensacyjny,0,0.5,6
tt0102536,movie,Night on Earth,Night on Earth,0,1991,\N,129,"Comedy,Drama",7.8,51649,8171,Noc na Ziemi,Night on Earth,1991,0,7,"Francja, Japonia, Niemcy, USA, Wielka Brytania","Dramat, Komedia, Nowele filmowe",2014-9-3,3.5,"drama, comedy, nowele filmowe",0,-0.7999999999999998,8
tt0064665,movie,Midnight Cowboy,Midnight Cowboy,0,1969,\N,113,"Drama,Western",7.8,93858,8182,Nocny kowboj,Midnight Cowboy,1969,0,7,USA,Dramat,2015-2-14,3.5,drama,0,-0.7999999999999998,8
tt0103644,movie,Alien³,Alien³,0,1992,\N,114,"Action,Horror,Sci-Fi",6.5,262012,8243,Obcy 3,Alien³,1992,0,7,USA,"Horror, Sci-Fi",2011-10-20,3.5,"horror, sci-fi",0,0.5,6
tt0088763,movie,Back to the Future,Back to the Future,0,1985,\N,116,"Adventure,Comedy,Sci-Fi",8.5,970814,8823,Powrót do przyszłości,Back to the Future,1985,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2011-8-4,3.0,"comedy, przygodowy, sci-fi",0,-2.5,8
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama,8.3,719867,9136,Requiem dla snu,Requiem for a Dream,2000,0,7,USA,Dramat,2011-8-4,3.5,drama,0,-1.3000000000000007,8
tt0159784,movie,Takedown,Takedown,0,2000,\N,96,"Biography,Crime,Drama",6.4,6455,10029,Obława,Takedown,2000,0,7,USA,"Thriller, Akcja",2018-9-24,3.5,"thriller, action",0,0.5999999999999996,6
tt0237572,movie,The Pledge,The Pledge,0,2001,\N,124,"Crime,Drama,Mystery",6.8,51073,10746,Obietnica,The Pledge,2001,0,7,USA,"Dramat, Kryminał",2019-2-9,3.5,"drama, crime",0,0.20000000000000018,7
tt0044081,movie,A Streetcar Named Desire,A Streetcar Named Desire,0,1951,\N,122,Drama,8.0,93635,11173,Tramwaj zwany pożądaniem,A Streetcar Named Desire,1951,0,4,USA,Dramat,2014-9-15,2.0,drama,0,-4.0,8
tt0056592,movie,To Kill a Mockingbird,To Kill a Mockingbird,0,1962,\N,129,"Crime,Drama",8.3,279300,11900,Zabić drozda,To Kill a Mockingbird,1962,0,6,USA,"Obyczajowy, Prawniczy, Dramat sądowy",2016-1-13,3.0,"drama, prawniczy, dramat sądowy",0,-2.3000000000000007,8
tt0049406,movie,The Killing,The Killing,0,1956,\N,84,"Crime,Drama,Film-Noir",8.0,75822,11904,Zabójstwo,The Killing,1956,0,5,USA,"Kryminał, Film-Noir",2013-12-11,2.5,"crime, film-noir",0,-3.0,8
tt0242998,movie,Valentine,Valentine,0,2001,\N,96,"Horror,Mystery,Thriller",4.8,23852,30391,Walentynki,Valentine,2001,0,4,USA,Horror,2012-4-16,2.0,horror,0,-0.7999999999999998,5
tt0265349,movie,The Mothman Prophecies,The Mothman Prophecies,0,2002,\N,119,"Drama,Horror,Mystery",6.4,72447,30481,Przepowiednia,The Mothman Prophecies,2002,0,6,USA,Thriller,2011-11-20,3.0,thriller,0,-0.40000000000000036,6
tt0166924,movie,Mulholland Dr.,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller",7.9,298428,30630,Mulholland Drive,Mulholland Dr.,2001,0,8,"Francja, USA","Dramat, Thriller",2011-10-19,4.0,"drama, thriller",0,0.09999999999999964,8
tt0120586,movie,American History X,American History X,0,1998,\N,119,Drama,8.5,978292,30633,Więzień nienawiści,American History X,1998,0,6,USA,Dramat,2011-8-4,3.0,drama,0,-2.5,8
tt0257044,movie,Road to Perdition,Road to Perdition,0,2002,\N,117,"Crime,Drama,Thriller",7.7,232627,30650,Droga do zatracenia,Road to Perdition,2002,0,5,USA,"Dramat, Gangsterski",2015-10-23,2.5,"drama, gangsterski",0,-2.7,8
tt0053291,movie,Some Like It Hot,Some Like It Hot,0,1959,\N,121,"Comedy,Music,Romance",8.2,227643,30671,"Pół żartem, pół serio",Some Like It Hot,1959,0,9,USA,Komedia,2016-3-31,4.5,comedy,0,0.8000000000000007,8
tt0073540,movie,Picnic at Hanging Rock,Picnic at Hanging Rock,0,1975,\N,115,"Drama,Mystery",7.5,31219,30680,Piknik pod Wiszącą Skałą,Picnic at Hanging Rock,1975,0,6,Australia,Dramat,2011-9-1,3.0,drama,0,-1.5,8
tt0050083,movie,12 Angry Men,12 Angry Men,0,1957,\N,96,Drama,8.9,631627,30701,Dwunastu gniewnych ludzi,12 Angry Men,1957,0,8,USA,Dramat sądowy,2014-11-11,4.0,dramat sądowy,0,-0.9000000000000004,9
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001,\N,104,Comedy,6.8,143754,30907,Jay i Cichy Bob kontratakują,Jay and Silent Bob Strike Back,2001,0,7,USA,Komedia,2019-9-15,3.5,comedy,0,0.20000000000000018,7
tt0103873,movie,Dead Alive,Braindead,0,1992,\N,104,"Comedy,Horror",7.5,88046,30990,Martwica mózgu,Braindead,1992,0,8,Nowa Zelandia,"Horror, Komedia",2011-10-20,4.0,"horror, comedy",0,0.5,8
