tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,genre_eng,similarity,diff,averageRating_int
tt0086250,movie,Scarface,Scarface,0,1983,\N,170,"Crime,Drama",8.3,686455,4833,Człowiek z blizną,Scarface,1983,1,8,USA,"Dramat, Gangsterski",2010-6-1,2010,4.0,['USA'],"drama, gangsterski",0,-0.3000000000000007,8
tt1077368,movie,Dark Shadows,Dark Shadows,0,2012,\N,113,"Comedy,Fantasy,Horror",6.2,235691,483333,Mroczne cienie,Dark Shadows,2012,0,3,"Australia, USA, Wielka Brytania","Fantasy, Horror, Komedia",2014-10-18,2014,1.5,"['AUS', 'USA', 'GBR']","fantasy, horror, comedy",0,-3.2,6
tt1183276,movie,The Horde,La horde,0,2009,\N,90,"Action,Horror",5.9,14692,483659,Horda,La horde,2009,0,6,Francja,Horror,2015-8-29,2015,3.0,['FRA'],horror,0,0.09999999999999964,6
tt1247692,movie,Shrink,Shrink,0,2009,\N,104,"Comedy,Drama",6.7,17898,485716,Całe życie z wariatami,Shrink,2009,0,8,USA,Dramat,2014-9-2,2014,4.0,['USA'],drama,0,1.2999999999999998,7
tt1253863,movie,300: Rise of an Empire,300: Rise of an Empire,0,2014,\N,102,Action,6.2,268843,486130,300: Początek imperium,300: Rise of an Empire,2014,0,5,USA,"Dramat, Akcja",2015-9-7,2015,2.5,['USA'],"drama, action",0,-1.2000000000000002,6
tt1119646,movie,The Hangover,The Hangover,0,2009,\N,100,Comedy,7.7,684455,487211,Kac Vegas,The Hangover,2009,0,5,"Niemcy, USA",Komedia,2010-6-1,2010,2.5,"['DEU', 'USA']",comedy,0,-2.7,8
tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,\N,95,Horror,7.0,349285,487684,Dom w głębi lasu,The Cabin in the Woods,2011,0,9,USA,Horror,2016-2-12,2016,4.5,['USA'],horror,0,2.0,7
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,116,"Action,Comedy,Fantasy",5.2,193381,491609,Ghostbusters. Pogromcy duchów,Ghostbusters,2016,0,2,USA,"Komedia, Akcja, Sci-Fi",2016-7-19,2016,1.0,['USA'],"comedy, action, sci-fi",0,-3.2,5
tt1315981,movie,A Single Man,A Single Man,0,2009,\N,99,"Drama,Romance",7.6,101261,493189,Samotny mężczyzna,A Single Man,2009,0,8,USA,Dramat,2018-12-8,2018,4.0,['USA'],drama,0,0.40000000000000036,8
tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,0,2012,\N,93,"Adventure,Animation,Comedy",6.8,152161,494685,Madagaskar 3,Madagascar 3: Europe's Most Wanted,2012,0,3,USA,"Animacja, Familijny, Komedia, Przygodowy",2014-6-12,2014,1.5,['USA'],"animacja, familijny, comedy, przygodowy",0,-3.8,7
tt1017451,movie,The Runaways,The Runaways,0,2010,\N,106,"Biography,Drama,Music",6.5,44434,495247,The Runaways: Prawdziwa historia,The Runaways,2010,0,5,USA,"Biograficzny, Dramat, Muzyczny",2014-10-28,2014,2.5,['USA'],"biographic, drama, muzyczny",0,-1.5,6
tt1375666,movie,Inception,Inception,0,2010,\N,148,"Action,Adventure,Sci-Fi",8.8,1902725,500891,Incepcja,Inception,2010,0,4,"USA, Wielka Brytania","Surrealistyczny, Thriller, Sci-Fi",2010-8-18,2010,2.0,"['USA', 'GBR']","surrealistyczny, thriller, sci-fi",0,-4.800000000000001,9
tt1240982,movie,Your Highness,Your Highness,0,2011,\N,102,"Comedy,Fantasy",5.5,94147,505004,Wasza wysokość,Your Highness,2011,0,7,USA,"Fantasy, Komedia, Przygodowy",2013-11-28,2013,3.5,['USA'],"fantasy, comedy, przygodowy",0,1.5,6
tt1392214,movie,Prisoners,Prisoners,0,2013,\N,153,"Crime,Drama,Mystery",8.1,546828,507169,Labirynt,Prisoners,2013,0,7,USA,Thriller,2013-10-20,2013,3.5,['USA'],thriller,0,-1.0999999999999996,8
tt1401143,movie,Rare Exports,Rare Exports,0,2010,\N,84,"Adventure,Fantasy,Horror",6.7,24576,507501,Rare Export: Opowieść wigilijna,Rare Exports,2010,0,6,"Finlandia, Francja, Norwegia, Szwecja","Fantasy, Horror",2016-12-14,2016,3.0,"['FIN', 'FRA', 'NOR', 'SWE']","fantasy, horror",0,-0.7000000000000002,7
tt0118688,movie,Batman & Robin,Batman & Robin,0,1997,\N,125,"Action,Sci-Fi",3.7,223515,510,Batman i Robin,Batman & Robin,1997,0,1,"USA, Wielka Brytania","Fantasy, Akcja",2014-5-10,2014,0.5,"['USA', 'GBR']","fantasy, action",0,-2.7,4
tt1340138,movie,Terminator Genisys,Terminator Genisys,0,2015,\N,126,"Action,Adventure,Sci-Fi",6.4,245102,512784,Terminator: Genisys,Terminator Genisys,2015,0,6,USA,"Akcja, Sci-Fi",2015-7-2,2015,3.0,['USA'],"action, sci-fi",0,-0.40000000000000036,6
tt0090967,movie,Down by Law,Down by Law,0,1986,\N,107,"Comedy,Crime,Drama",7.8,44697,5176,Poza prawem,Down by Law,1986,0,6,"USA, RFN","Dramat, Komedia kryminalna",2018-4-6,2018,3.0,"['USA', 'UNK']","drama, komedia kryminalna",0,-1.7999999999999998,8
tt0057012,movie,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1964,\N,95,Comedy,8.4,425674,5185,"Doktor Strangelove, lub jak przestałem się martwić i pokochałem bombę",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,0,8,"USA, Wielka Brytania",Satyra,2010-6-1,2010,4.0,"['USA', 'GBR']",satyra,0,-0.40000000000000036,8
tt0099871,movie,Jacob's Ladder,Jacob's Ladder,0,1990,\N,113,"Drama,Horror,Mystery",7.5,93220,5188,Drabina Jakubowa,Jacob's Ladder,1990,0,4,USA,"Thriller, Psychologiczny",2010-6-9,2010,2.0,['USA'],"thriller, psychologiczny",0,-3.5,8
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy",6.5,677549,520,Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,0,5,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,2.5,['USA'],"przygodowy, sci-fi",0,-1.5,6
tt0111001,movie,The Road to Wellville,The Road to Wellville,0,1994,\N,118,"Comedy,Drama",5.9,10914,5203,Droga do Wellville,The Road to Wellville,1994,0,7,"USA, Wielka Brytania","Dramat, Komedia",2019-10-29,2019,3.5,"['USA', 'GBR']","drama, comedy",0,1.0999999999999996,6
tt1446714,movie,Prometheus,Prometheus,0,2012,\N,124,"Adventure,Mystery,Sci-Fi",7.0,547752,523230,Prometeusz,Prometheus,2012,0,8,"USA, Wielka Brytania","Horror, Sci-Fi",2013-12-14,2013,4.0,"['USA', 'GBR']","horror, sci-fi",0,1.0,7
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980,\N,124,"Action,Adventure,Fantasy",8.7,1087168,525,Gwiezdne wojny: Część V - Imperium kontratakuje,Star Wars: Episode V - The Empire Strikes Back,1980,0,3,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,1.5,['USA'],"przygodowy, sci-fi",0,-5.699999999999999,9
tt0947798,movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller",8.0,664325,526137,Czarny łabędź,Black Swan,2010,0,7,USA,"Dramat, Psychologiczny",2011-6-12,2011,3.5,['USA'],"drama, psychologiczny",0,-1.0,8
tt0068361,movie,The Discreet Charm of the Bourgeoisie,Le charme discret de la bourgeoisie,0,1972,\N,102,Comedy,7.9,34777,5276,Dyskretny urok burżuazji,Le charme discret de la bourgeoisie,1972,0,8,Francja,"Dramat, Komedia",2015-12-17,2015,4.0,['FRA'],"drama, comedy",0,0.09999999999999964,8
tt0116629,movie,Independence Day,Independence Day,0,1996,\N,145,"Action,Adventure,Sci-Fi",7.0,505527,5289,Dzień Niepodległości,Independence Day,1996,0,3,USA,"Akcja, Sci-Fi",2010-6-2,2010,1.5,['USA'],"action, sci-fi",0,-4.0,7
tt1124035,movie,The Ides of March,The Ides of March,0,2011,\N,101,"Drama,Thriller",7.1,209453,530029,Idy marcowe,The Ides of March,2011,0,7,USA,"Dramat, Polityczny",2018-12-1,2018,3.5,['USA'],"drama, polityczny",0,-0.09999999999999964,7
tt1440345,movie,This Must Be the Place,This Must Be the Place,0,2011,\N,118,"Comedy,Drama",6.7,31061,530950,Wszystkie odloty Cheyenne'a,This Must Be the Place,2011,1,9,"Francja, Irlandia, Włochy","Dramat, Komedia",2012-3-30,2012,4.5,"['FRA', 'IRL', 'ITA']","drama, comedy",0,2.3,7
tt1498878,movie,The Whisperer in Darkness,The Whisperer in Darkness,0,2011,\N,103,"Mystery,Sci-Fi,Thriller",6.6,2641,532513,Szepczący w ciemności,The Whisperer in Darkness,2011,0,7,USA,"Horror, Sci-Fi",2014-10-3,2014,3.5,['USA'],"horror, sci-fi",0,0.40000000000000036,7
tt0116996,movie,Mars Attacks!,Mars Attacks!,0,1996,\N,106,"Comedy,Sci-Fi",6.3,200844,534,Marsjanie atakują!,Mars Attacks!,1996,0,3,USA,"Sci-Fi, Czarna komedia",2010-6-2,2010,1.5,['USA'],"sci-fi, czarna komedia",0,-3.3,6
tt0099487,movie,Edward Scissorhands,Edward Scissorhands,0,1990,\N,105,"Drama,Fantasy,Romance",7.9,424305,5355,Edward Nożycoręki,Edward Scissorhands,1990,1,9,USA,"Dramat, Fantasy",2010-6-1,2010,4.5,['USA'],"drama, fantasy",0,1.0999999999999996,8
tt1483013,movie,Oblivion,Oblivion,0,2013,\N,124,"Action,Adventure,Sci-Fi",7.0,463818,535756,Niepamięć,Oblivion,2013,1,9,USA,"Akcja, Sci-Fi",2013-4-20,2013,4.5,['USA'],"action, sci-fi",0,2.0,7
tt1386703,movie,Total Recall,Total Recall,0,2012,\N,118,"Action,Adventure,Sci-Fi",6.3,232062,537275,Pamięć absolutna,Total Recall,2012,0,4,"Kanada, USA","Thriller, Akcja, Sci-Fi",2017-4-17,2017,2.0,"['CAN', 'USA']","thriller, action, sci-fi",0,-2.3,6
tt0120889,movie,What Dreams May Come,What Dreams May Come,0,1998,\N,113,"Drama,Fantasy,Romance",7.0,97601,538,Między piekłem a niebem,What Dreams May Come,1998,0,8,"Nowa Zelandia, USA","Fantasy, Melodramat",2010-6-1,2010,4.0,"['NZL', 'USA']","fantasy, melodramat",0,1.0,7
tt0102343,movie,Love Potion No. 9,Love Potion No. 9,0,1992,\N,92,"Comedy,Fantasy,Romance",5.7,12480,5394,Eliksir miłości,Love Potion No. 9,1992,0,7,USA,"Fantasy, Komedia rom.",2016-11-17,2016,3.5,['USA'],"fantasy, komedia rom.",0,1.2999999999999998,6
tt1482459,movie,The Lorax,The Lorax,0,2012,\N,86,"Adventure,Animation,Drama",6.4,92374,539510,Lorax,The Lorax,2012,0,8,USA,"Animacja, Familijny, Fantasy",2016-11-2,2016,4.0,['USA'],"animacja, familijny, fantasy",0,1.5999999999999996,6
tt1386588,movie,The Other Guys,The Other Guys,0,2010,\N,107,"Action,Comedy,Crime",6.6,227390,540786,Policja zastępcza,The Other Guys,2010,0,8,USA,"Akcja, Komedia kryminalna",2014-1-24,2014,4.0,['USA'],"action, komedia kryminalna",0,1.4000000000000004,7
tt0215750,movie,Enemy at the Gates,Enemy at the Gates,0,2001,\N,131,"Drama,History,War",7.6,229774,5421,Wróg u bram,Enemy at the Gates,2001,0,6,"Irlandia, Niemcy, USA, Wielka Brytania","Dramat, Wojenny",2010-6-1,2010,3.0,"['IRL', 'DEU', 'USA', 'GBR']","drama, war",0,-1.5999999999999996,8
tt1524575,movie,The Vatican Tapes,The Vatican Tapes,0,2015,\N,91,"Horror,Thriller",5.0,15278,544699,Taśmy Watykanu,The Vatican Tapes,2015,0,3,USA,Horror,2017-8-18,2017,1.5,['USA'],horror,0,-2.0,5
tt0120789,movie,Pleasantville,Pleasantville,0,1998,\N,124,"Comedy,Drama,Fantasy",7.5,116570,545,Miasteczko Pleasantville,Pleasantville,1998,0,7,USA,"Dramat, Fantasy, Komedia",2018-3-25,2018,3.5,['USA'],"drama, fantasy, comedy",0,-0.5,8
tt1528071,movie,Horns,Horns,0,2013,\N,120,"Crime,Drama,Fantasy",6.5,72287,546202,Rogi,Horns,2013,0,8,"Kanada, USA",Horror,2015-4-27,2015,4.0,"['CAN', 'USA']",horror,0,1.5,6
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy",8.3,890439,547,Gwiezdne wojny: Część VI - Powrót Jedi,Star Wars: Episode VI - Return of the Jedi,1983,0,3,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,1.5,['USA'],"przygodowy, sci-fi",0,-5.300000000000001,8
tt1219289,movie,Limitless,Limitless,0,2011,\N,105,"Sci-Fi,Thriller",7.4,503526,548252,Jestem Bogiem,Limitless,2011,0,7,USA,"Thriller, Sci-Fi",2014-9-4,2014,3.5,['USA'],"thriller, sci-fi",0,-0.40000000000000036,7
tt1335975,movie,47 Ronin,47 Ronin,0,2013,\N,128,"Action,Drama,Fantasy",6.2,139607,548326,47 roninów,47 Ronin,2013,0,3,USA,"Fantasy, Przygodowy",2015-9-7,2015,1.5,['USA'],"fantasy, przygodowy",0,-3.2,6
tt0119654,movie,Men in Black,Men in Black,0,1997,\N,98,"Action,Adventure,Comedy",7.3,489844,5507,Faceci w czerni,Men in Black,1997,0,5,USA,"Komedia, Sci-Fi",2010-6-2,2010,2.5,['USA'],"comedy, sci-fi",0,-2.3,7
tt0117318,movie,The People vs. Larry Flynt,The People vs. Larry Flynt,0,1996,\N,129,"Biography,Drama",7.3,84075,551,Skandalista Larry Flynt,The People vs. Larry Flynt,1996,0,8,USA,"Biograficzny, Dramat",2010-6-1,2010,4.0,['USA'],"biographic, drama",0,0.7000000000000002,7
tt1571222,movie,A Dangerous Method,A Dangerous Method,0,2011,\N,99,"Biography,Drama,Romance",6.4,94815,555859,Niebezpieczna metoda,A Dangerous Method,2011,0,8,"Kanada, Niemcy, Szwajcaria, Wielka Brytania","Biograficzny, Dramat",2013-6-7,2013,4.0,"['CAN', 'DEU', 'CHE', 'GBR']","biographic, drama",0,1.5999999999999996,6
tt0480687,movie,Hall Pass,Hall Pass,0,2011,\N,105,"Comedy,Romance",5.8,115558,556038,Bez smyczy,Hall Pass,2011,0,4,USA,Komedia,2017-6-11,2017,2.0,['USA'],comedy,0,-1.7999999999999998,6
tt1567437,movie,The Voices,The Voices,0,2014,\N,103,"Comedy,Crime,Horror",6.4,49891,557434,Głosy,The Voices,2014,0,9,"Niemcy, USA","Thriller, Komedia kryminalna",2015-9-1,2015,4.5,"['DEU', 'USA']","thriller, komedia kryminalna",0,2.5999999999999996,6
tt1545660,movie,Knights of Badassdom,Knights of Badassdom,0,2013,\N,86,"Action,Adventure,Comedy",5.6,18501,557497,Rycerze (nie) na niby,Knights of Badassdom,2013,0,6,USA,"Fantasy, Komedia, Przygodowy",2016-11-15,2016,3.0,['USA'],"fantasy, comedy, przygodowy",0,0.40000000000000036,6
tt1355644,movie,Passengers,Passengers,0,2016,\N,116,"Drama,Romance,Sci-Fi",7.0,322875,558175,Pasażerowie,Passengers,2016,0,6,USA,"Przygodowy, Sci-Fi",2016-12-30,2016,3.0,['USA'],"przygodowy, sci-fi",0,-1.0,7
tt1318514,movie,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011,\N,105,"Action,Drama,Sci-Fi",7.6,480298,558709,Geneza planety małp,Rise of the Planet of the Apes,2011,0,8,USA,"Dramat, Akcja, Sci-Fi",2014-12-11,2014,4.0,['USA'],"drama, action, sci-fi",0,0.40000000000000036,8
tt1535108,movie,Elysium,Elysium,0,2013,\N,109,"Action,Drama,Sci-Fi",6.6,403343,558960,Elizjum,Elysium,2013,0,3,USA,"Akcja, Sci-Fi",2013-9-6,2013,1.5,['USA'],"action, sci-fi",0,-3.5999999999999996,7
tt1605783,movie,Midnight in Paris,Midnight in Paris,0,2011,\N,94,"Comedy,Fantasy,Romance",7.7,364755,562509,O północy w Paryżu,Midnight in Paris,2011,0,7,"Hiszpania, USA","Fantasy, Komedia rom.",2013-10-7,2013,3.5,"['ESP', 'USA']","fantasy, komedia rom.",0,-0.7000000000000002,8
tt1596345,movie,Pawn Sacrifice,Pawn Sacrifice,0,2014,\N,115,"Biography,Drama,Sport",7.0,36363,563486,Pionek,Pawn Sacrifice,2014,0,8,USA,"Biograficzny, Dramat",2018-7-29,2018,4.0,['USA'],"biographic, drama",0,1.0,7
tt0097366,movie,Fletch Lives,Fletch Lives,0,1989,\N,95,"Comedy,Crime,Mystery",6.1,18585,5638,Fletch żyje,Fletch Lives,1989,0,6,USA,Komedia kryminalna,2013-9-19,2013,3.0,['USA'],komedia kryminalna,0,-0.09999999999999964,6
tt1524930,movie,Vacation,Vacation,0,2015,\N,99,"Adventure,Comedy",6.1,90233,563822,W nowym zwierciadle: Wakacje,Vacation,2015,0,8,USA,"Komedia, Przygodowy",2015-10-19,2015,4.0,['USA'],"comedy, przygodowy",0,1.9000000000000004,6
tt1454468,movie,Gravity,Gravity,0,2013,\N,91,"Drama,Sci-Fi,Thriller",7.7,728880,564230,Grawitacja,Gravity,2013,0,7,"USA, Wielka Brytania","Dramat, Sci-Fi",2013-11-21,2013,3.5,"['USA', 'GBR']","drama, sci-fi",0,-0.7000000000000002,8
tt1649443,movie,[REC] 4: Apocalypse,[REC] 4: Apocalipsis,0,2014,\N,95,"Action,Adventure,Horror",5.3,14901,567829,[REC] 4: Apokalipsa,[REC] 4: Apocalipsis,2014,0,7,Hiszpania,Horror,2014-11-13,2014,3.5,['ESP'],horror,0,1.7000000000000002,5
tt2375761,movie,What If,What If,0,2013,\N,90,Mystery,5.1,37,567936,Słowo na M,What If,2013,0,6,"Irlandia, Kanada",Komedia rom.,2015-3-16,2015,3.0,"['IRL', 'CAN']",komedia rom.,0,0.9000000000000004,5
tt1972591,movie,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,0,2017,\N,126,"Action,Adventure,Drama",6.7,176360,568216,Król Artur: Legenda miecza,King Arthur: Legend of the Sword,2017,0,7,USA,"Dramat, Przygodowy",2017-6-22,2017,3.5,['USA'],"drama, przygodowy",0,0.2999999999999998,7
tt1596365,movie,The Woman in Black,The Woman in Black,0,2012,\N,95,"Drama,Fantasy,Horror",6.4,168235,570991,Kobieta w czerni,The Woman in Black,2012,0,8,"Kanada, Szwecja, Wielka Brytania","Dramat, Horror",2013-11-2,2013,4.0,"['CAN', 'SWE', 'GBR']","drama, horror",0,1.5999999999999996,6
tt1396484,movie,It,It,0,2017,\N,135,Horror,7.3,413447,571114,To,It,2017,0,8,"Kanada, USA",Horror,2017-9-21,2017,4.0,"['CAN', 'USA']",horror,0,0.7000000000000002,7
tt1160996,movie,The Colony,The Colony,0,2013,\N,95,"Action,Horror,Sci-Fi",5.3,41456,571188,Kolonia,The Colony,2013,0,6,Kanada,"Thriller, Sci-Fi",2017-9-9,2017,3.0,['CAN'],"thriller, sci-fi",0,0.7000000000000002,5
tt0177789,movie,Galaxy Quest,Galaxy Quest,0,1999,\N,102,"Adventure,Comedy,Sci-Fi",7.3,140615,5772,Kosmiczna załoga,Galaxy Quest,1999,0,9,USA,"Komedia, Przygodowy, Sci-Fi",2014-1-21,2014,4.5,['USA'],"comedy, przygodowy, sci-fi",0,1.7000000000000002,7
tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,\N,113,"Action,Sci-Fi",7.9,562558,577622,Na skraju jutra,Edge of Tomorrow,2014,0,8,"Kanada, USA","Akcja, Sci-Fi",2014-6-18,2014,4.0,"['CAN', 'USA']","action, sci-fi",0,0.09999999999999964,8
tt0217505,movie,Gangs of New York,Gangs of New York,0,2002,\N,167,"Crime,Drama",7.5,382023,5778,Gangi Nowego Jorku,Gangs of New York,2002,0,5,"USA, Włochy","Dramat, Kostiumowy, Gangsterski",2010-6-1,2010,2.5,"['USA', 'ITA']","drama, costume, gangsterski",0,-2.5,8
tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012,\N,172,"Action,Drama,Mystery",7.4,331988,580801,Atlas chmur,Cloud Atlas,2012,0,5,"Hongkong, Niemcy, Singapur, USA","Dramat, Sci-Fi",2014-5-10,2014,2.5,"['HKG', 'DEU', 'SGP', 'USA']","drama, sci-fi",0,-2.4000000000000004,7
tt1821641,movie,The Congress,The Congress,0,2013,\N,122,"Animation,Drama,Sci-Fi",6.5,16438,581986,Kongres,The Congress,2013,0,9,"Belgia, Francja, Luksemburg, Niemcy, Polska, Izrael","Animacja, Dramat, Sci-Fi",2013-9-14,2013,4.5,"['BEL', 'FRA', 'LUX', 'DEU', 'POL', 'ISR']","animacja, drama, sci-fi",0,2.5,6
tt1560747,movie,The Master,The Master,0,2012,\N,138,Drama,7.2,138435,583006,Mistrz,The Master,2012,0,7,USA,Dramat,2019-9-9,2019,3.5,['USA'],drama,0,-0.20000000000000018,7
tt1675434,movie,The Intouchables,Intouchables,0,2011,\N,112,"Biography,Comedy,Drama",8.5,702256,583390,Nietykalni,Intouchables,2011,0,7,Francja,"Biograficzny, Dramat, Komedia",2013-4-24,2013,3.5,['FRA'],"biographic, drama, comedy",0,-1.5,8
tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Biography",8.0,647703,586583,Zjawa,The Revenant,2015,0,5,"Hongkong, USA, Tajwan","Dramat, Przygodowy, Western",2016-2-10,2016,2.5,"['HKG', 'USA', 'TWN']","drama, przygodowy, western",0,-3.0,8
tt1601913,movie,The Grey,The Grey,0,2011,\N,117,"Action,Adventure,Drama",6.8,232304,592692,Przetrwanie,The Grey,2011,0,7,USA,"Dramat, Przygodowy, Thriller",2014-7-19,2014,3.5,['USA'],"drama, przygodowy, thriller",0,0.20000000000000018,7
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,\N,121,"Action,Adventure,Comedy",8.0,986465,594357,Strażnicy Galaktyki,Guardians of the Galaxy,2014,0,5,USA,"Akcja, Sci-Fi",2014-11-24,2014,2.5,['USA'],"action, sci-fi",0,-3.0,8
tt1703148,movie,The Hunter,The Hunter,0,2011,\N,102,"Adventure,Drama,Thriller",6.7,35255,595571,Łowca,The Hunter,2011,0,7,Australia,"Dramat, Przygodowy",2014-7-4,2014,3.5,['AUS'],"drama, przygodowy",0,0.2999999999999998,7
tt2002718,movie,Machete Kills,Machete Kills,0,2013,\N,107,"Action,Crime,Sci-Fi",5.6,71507,596202,Maczeta zabija,Machete Kills,2013,0,3,"Rosja, USA",Akcja,2014-1-23,2014,1.5,"['RUS', 'USA']",action,0,-2.5999999999999996,6
tt1783732,movie,John Dies at the End,John Dies at the End,0,2012,\N,99,"Comedy,Horror,Sci-Fi",6.4,34959,596885,John ginie na końcu,John Dies at the End,2012,0,8,USA,"Fantasy, Horror, Komedia",2016-11-6,2016,4.0,['USA'],"fantasy, horror, comedy",0,1.5999999999999996,6
tt1446192,movie,Rise of the Guardians,Rise of the Guardians,0,2012,\N,97,"Action,Adventure,Animation",7.3,148979,597224,Strażnicy marzeń,Rise of the Guardians,2012,0,6,USA,"Animacja, Familijny, Fantasy, Przygodowy",2018-4-6,2018,3.0,['USA'],"animacja, familijny, fantasy, przygodowy",0,-1.2999999999999998,7
tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,\N,140,"Action,Adventure,Fantasy",7.5,663110,5982,Gwiezdne wojny: Część III - Zemsta Sithów,Star Wars: Episode III - Revenge of the Sith,2005,0,5,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,2.5,['USA'],"przygodowy, sci-fi",0,-2.5,8
tt1692486,movie,Carnage,Carnage,0,2011,\N,80,"Comedy,Drama",7.2,113781,599742,Rzeź,Carnage,2011,0,6,"Francja, Hiszpania, Niemcy, Polska","Dramat, Komedia",2013-9-6,2013,3.0,"['FRA', 'ESP', 'DEU', 'POL']","drama, comedy",0,-1.2000000000000002,7
tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,\N,127,"Action,Adventure,Drama",6.1,263115,600541,Królewna Śnieżka i Łowca,Snow White and the Huntsman,2012,0,7,USA,"Fantasy, Przygodowy",2013-12-14,2013,3.5,['USA'],"fantasy, przygodowy",0,0.9000000000000004,6
tt1723811,movie,Shame,Shame,0,2011,\N,101,Drama,7.2,174703,601499,Wstyd,Shame,2011,1,9,Wielka Brytania,Dramat,2013-6-7,2013,4.5,['GBR'],drama,0,1.7999999999999998,7
tt1549920,movie,The Last Stand,The Last Stand,0,2013,\N,107,"Action,Thriller",6.3,128362,603082,Likwidator,The Last Stand,2013,0,5,USA,Akcja,2015-10-4,2015,2.5,['USA'],action,0,-1.2999999999999998,6
tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,\N,94,"Comedy,Drama,Romance",7.8,298906,604523,Kochankowie z Księżyca. Moonrise Kingdom,Moonrise Kingdom,2012,0,8,USA,"Dramat, Komedia, Romans",2017-2-18,2017,4.0,['USA'],"drama, comedy, romance",0,0.20000000000000018,8
tt1791528,movie,Inherent Vice,Inherent Vice,0,2014,\N,148,"Comedy,Crime,Drama",6.7,87229,607382,Wada ukryta,Inherent Vice,2014,0,7,USA,Kryminał,2018-8-13,2018,3.5,['USA'],crime,0,0.2999999999999998,7
tt2870612,movie,"As Above, So Below","As Above, So Below",0,2014,\N,93,"Horror,Mystery,Thriller",6.2,69732,608456,"Jako w piekle, tak i na Ziemi","As Above, So Below",2014,0,6,USA,Horror,2014-9-23,2014,3.0,['USA'],horror,0,-0.20000000000000018,6
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,\N,123,Drama,8.3,204215,609587,Rozstanie,Jodaeiye Nader az Simin,2011,0,8,Iran,Dramat,2013-6-19,2013,4.0,['IRN'],drama,0,-0.3000000000000007,8
tt1362058,movie,Cockneys vs Zombies,Cockneys vs Zombies,0,2012,\N,88,"Action,Comedy,Horror",5.9,17748,614296,Rabusie kontra zombie,Cockneys vs Zombies,2012,1,9,Wielka Brytania,Czarna komedia,2014-8-9,2014,4.5,['GBR'],czarna komedia,0,3.0999999999999996,6
tt1911553,movie,Le Chef,Comme un chef,0,2012,\N,84,"Comedy,Drama",6.7,15425,616947,Faceci od kuchni,Comme un chef,2012,0,6,"Francja, Hiszpania",Komedia,2015-6-22,2015,3.0,"['FRA', 'ESP']",comedy,0,-0.7000000000000002,7
tt0116654,movie,The Island of Dr. Moreau,The Island of Dr. Moreau,0,1996,\N,96,"Horror,Sci-Fi,Thriller",4.5,29651,620,Wyspa doktora Moreau,The Island of Dr. Moreau,1996,0,8,USA,"Thriller, Sci-Fi",2010-6-18,2010,4.0,['USA'],"thriller, sci-fi",0,3.5,4
tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,"Drama,Western",8.4,1256080,620541,Django,Django Unchained,2012,0,9,USA,Western,2013-5-29,2013,4.5,['USA'],western,0,0.5999999999999996,8
tt1560985,movie,The Devil Inside,The Devil Inside,0,2012,\N,83,Horror,4.2,33977,622009,Demony,The Devil Inside,2012,0,3,USA,Horror,2015-4-14,2015,1.5,['USA'],horror,0,-1.2000000000000002,4
