,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
972,328812,Starcie tytanów,Clash of the Titans,2010,,6,,USA,"Fantasy, Przygodowy",2011-11-28
973,324810,Star Trek,,2009,,7,,"Niemcy, USA","Akcja, Sci-Fi",2011-11-24
974,118106,Producenci,The Producers,2005,,7,,USA,"Komedia, Musical",2011-11-21
975,30481,Przepowiednia,The Mothman Prophecies,2002,,6,,USA,Thriller,2011-11-20
976,557992,Druga Ziemia,Another Earth,2011,,5,,USA,"Dramat, Sci-Fi",2011-11-13
977,1137,Uprowadzenie Agaty,,1993,,8,,Polska,"Dramat, Komedia, Romans",2011-11-8
978,405077,Vicky Cristina Barcelona,,2008,,8,,"Hiszpania, USA",Komedia obycz.,2011-11-5
979,92181,Fanfan Tulipan,Fanfan la tulipe,2003,,6,,Francja,"Przygodowy, Romans",2011-11-5
980,262592,"Dobranoc, kochanie",The Good Night,2007,,5,,"Niemcy, USA, Wielka Brytania","Dramat, Komedia, Romans",2011-11-5
981,95938,Gothika,,2003,,5,,USA,"Horror, Psychologiczny",2011-11-5
982,32587,Boskie jak diabli,Sin noticias de Dios,2001,,6,,"Francja, Hiszpania, Meksyk, Włochy","Fantasy, Komedia",2011-11-5
983,1433,Kobieta na topie,Woman on Top,2000,,7,,USA,"Fantasy, Komedia rom.",2011-11-5
984,31568,Vanilla Sky,,2001,,6,,"Hiszpania, USA","Thriller, Romans, Sci-Fi",2011-11-5
985,411063,Elegia,Elegy,2008,,6,,USA,Melodramat,2011-11-5
986,186906,Volver,,2006,,9,,Hiszpania,Obyczajowy,2011-11-5
987,375872,Ostatni dom po lewej,The Last House on the Left,2009,,7,,USA,Thriller,2011-11-5
988,457332,Kocham cię od tak dawna,Il y a longtemps que je t'aime,2008,,8,,"Francja, Niemcy",Dramat obyczajowy,2011-11-4
989,36365,Duża ryba,Big Fish,2003,,7,,USA,"Dramat, Fantasy",2011-11-2
990,559895,Contagion - Epidemia strachu,Contagion,2011,,6,,"USA, Zjednoczone Emiraty Arabskie","Dramat, Sci-Fi",2011-11-2
991,264516,Notatki o skandalu,Notes on a Scandal,2006,,6,,Wielka Brytania,"Dramat, Thriller",2011-11-2
992,558083,Hanna,,2011,,7,,"Niemcy, USA, Wielka Brytania","Thriller, Akcja",2011-11-2
993,496469,Niepokonani,The Way Back,2010,,5,,"Polska, USA, Zjednoczone Emiraty Arabskie","Przygodowy, Dramat historyczny",2011-11-2
994,152444,Historia przemocy,A History of Violence,2005,,6,,"Niemcy, USA","Dramat, Thriller",2011-11-2
995,100189,Cooler,The Cooler,2003,,7,,USA,Melodramat,2011-11-2
996,1055,Morderstwo pierwszego stopnia,Murder in the First,1995,,7,,"Francja, USA",Dramat sądowy,2011-11-2
997,297829,Wszystko za życie,Into the Wild,2007,,8,,USA,"Biograficzny, Dramat, Przygodowy",2011-11-2
998,459973,Bracia,Brothers,2009,,7,,USA,Dramat,2011-11-2
999,473563,Była sobie dziewczyna,An Education,2009,,7,,"USA, Wielka Brytania",Dramat,2011-11-2
1000,254273,KM 31,Kilómetro 31,2006,,8,,"Hiszpania, Meksyk",Horror,2011-11-2
1001,396403,Dziewiątki,The Nines,2007,,6,,USA,"Dramat, Fantasy",2011-11-2
1002,33969,Schmidt,About Schmidt,2002,,7,,USA,"Dramat, Komedia",2011-11-2
1003,781,Dług,,1999,,7,,Polska,"Dramat, Psychologiczny",2011-10-28
1004,536312,Dom snów,Dream House,2011,,3,,USA,Thriller,2011-10-24
1005,136704,Ludzkie dzieci,Children of Men,2006,,7,,"USA, Wielka Brytania","Dramat, Sci-Fi",2011-10-22
1006,163597,300,,2006,,6,,USA,Dramat historyczny,2011-10-22
1007,502797,Fish Tank,,2009,,7,,"Holandia, Wielka Brytania",Dramat,2011-10-22
1008,444400,Eden Lake,,2008,,8,,Wielka Brytania,Thriller,2011-10-22
1009,34565,The Ring,,2002,,8,,"Japonia, USA",Horror,2011-10-22
1010,6407,Za drzwiami sypialni,In the Bedroom,2001,,6,,USA,Dramat,2011-10-22
1011,544006,Prawnik z Lincolna,The Lincoln Lawyer,2011,,7,,USA,"Kryminał, Thriller",2011-10-22
1012,461946,Zapaśnik,The Wrestler,2008,,7,,"Francja, USA","Dramat obyczajowy, Sportowy",2011-10-22
1013,245851,Tylko strzelaj,Shoot 'Em Up,2007,,6,,USA,Akcja,2011-10-22
1014,107590,Bliżej,Closer,2004,,7,,"USA, Wielka Brytania",Melodramat,2011-10-22
1015,114510,Wykolejony,Derailed,2005,,8,,"USA, Wielka Brytania","Dramat, Thriller",2011-10-22
1016,107554,Nadchodzi Polly,Along Came Polly,2004,,5,,USA,Komedia rom.,2011-10-22
1017,467136,Radio na fali,The Boat That Rocked,2009,,8,,"Francja, Niemcy, Wielka Brytania","Dramat, Komedia, Muzyczny",2011-10-22
1018,432908,Wątpliwość,Doubt,2008,,6,,USA,Dramat obyczajowy,2011-10-22
1019,33340,25. godzina,25th Hour,2002,,6,,USA,"Dramat, Kryminał",2011-10-22
1020,765,Happiness,,1998,,8,,USA,"Dramat, Komedia, Obyczajowy",2011-10-22
1021,132450,"Nim diabeł dowie się, że nie żyjesz",Before the Devil Knows You're Dead,2007,,8,,"USA, Wielka Brytania","Dramat, Thriller",2011-10-22
1022,1488,Czego pragną kobiety,What Women Want,2000,,5,,USA,Komedia rom.,2011-10-22
1023,437619,Po prostu miłość,Last Chance Harvey,2008,,7,,USA,Romans,2011-10-22
1024,99390,to właśnie miłość,love actually,2003,,9,,"Francja, USA, Wielka Brytania",Komedia rom.,2011-10-22
1025,301001,Spokojny człowiek,He Was a Quiet Man,2007,,6,,USA,"Dramat, Thriller",2011-10-22
1026,104547,Sahara,,2005,,4,,"Hiszpania, Niemcy, USA, Wielka Brytania",Przygodowy,2011-10-22
1027,122,Morderstwo doskonałe,A Perfect Murder,1998,,8,,USA,Thriller,2011-10-22
1028,304289,Margot jedzie na ślub,Margot at the Wedding,2007,,6,,USA,"Dramat, Komedia obycz.",2011-10-20
1029,178,Szakal,The Jackal,1997,,7,,"Francja, Japonia, Niemcy, USA, Wielka Brytania",Sensacyjny,2011-10-20
1030,188513,Ultimatum Bourne'a,The Bourne Ultimatum,2007,,9,,"Niemcy, USA",Sensacyjny,2011-10-20
1031,106415,Krucjata Bourne'a,The Bourne Supremacy,2004,,8,,"Niemcy, USA",Sensacyjny,2011-10-20
1032,31497,Tożsamość Bourne'a,The Bourne Identity,2002,,9,,"Czechy, Niemcy, USA",Sensacyjny,2011-10-20
1033,4258,Blow,,2001,,8,,USA,"Biograficzny, Dramat, Kryminał",2011-10-20
1034,4545,Czekolada,Chocolat,2000,,8,,"USA, Wielka Brytania","Dramat, Komedia, Romans",2011-10-20
1035,284374,Niepokój,Disturbia,2007,,8,,USA,Thriller,2011-10-20
1036,272987,Jumper,,2008,,7,,"Kanada, USA","Przygodowy, Sci-Fi",2011-10-20
1037,200939,Węże w samolocie,Snakes on a Plane,2006,,2,,"Kanada, Niemcy, USA","Thriller, Akcja",2011-10-20
1038,943,Przeboje i podboje,High Fidelity,2000,,9,,"USA, Wielka Brytania","Dramat, Komedia rom.",2011-10-20
1039,953,Zakazany owoc,Keeping the Faith,2000,,8,,USA,Komedia rom.,2011-10-20
1040,96204,Starsky i Hutch,Starsky & Hutch,2004,,5,,USA,Komedia kryminalna,2011-10-20
1041,111400,Namiętność,Non ti muovere,2004,,6,,"Hiszpania, Wielka Brytania, Włochy",Melodramat,2011-10-20
1042,1459,Pamięć absolutna,Total Recall,1990,,7,,USA,"Thriller, Akcja, Sci-Fi",2011-10-20
1043,97088,21 gramów,21 Grams,2003,,6,,USA,"Kryminał, Thriller",2011-10-20
1044,1058,Fortepian,The Piano,1993,,8,,"Australia, Francja, Nowa Zelandia","Kostiumowy, Melodramat",2011-10-20
1045,8243,Obcy 3,Alien³,1992,,7,,USA,"Horror, Sci-Fi",2011-10-20
1046,1140,Kingsajz,,1987,,7,,Polska,Komedia,2011-10-20
1047,627,Zostawić Las Vegas,Leaving Las Vegas,1995,,8,,"Francja, USA, Wielka Brytania",Melodramat,2011-10-20
1048,4885,Mroczne miasto,Dark City,1998,,3,,"Australia, USA","Thriller, Sci-Fi",2011-10-20
1049,32014,Epoka lodowcowa,Ice Age,2002,,7,,USA,"Animacja, Komedia, Przygodowy",2011-10-20
1050,391528,Once,,2007,,8,,Irlandia,"Dramat, Romans, Muzyczny",2011-10-20
1051,453743,Jeszcze dalej niż Północ,Bienvenue chez les Ch'tis,2008,,8,,Francja,Komedia,2011-10-20
1052,144,Piąty element,The Fifth Element,1997,,5,,Francja,"Akcja, Sci-Fi",2011-10-20
1053,105575,Kill Bill 2,Kill Bill: Vol. 2,2004,,7,,USA,"Thriller, Akcja",2011-10-20
1054,121413,Piła,Saw,2004,,8,,"Australia, USA",Horror,2011-10-20
1055,104454,Między słowami,Lost in Translation,2003,,5,,"Japonia, USA","Komedia, Melodramat",2011-10-20
1056,777,Cube,,1997,,8,,Kanada,"Thriller, Sci-Fi",2011-10-20
1057,1039,Pulp Fiction,,1994,,10,,USA,Gangsterski,2011-10-20
1058,867,Utalentowany pan Ripley,The Talented Mr. Ripley,1999,,6,,USA,"Dramat, Kryminał, Thriller",2011-10-20
1059,609908,Mokra robota,Setup,2011,,2,,USA,Akcja,2011-10-20
1060,311443,Niezniszczalni,The Expendables,2010,,5,,USA,Akcja,2011-10-20
1061,500891,Incepcja,Inception,2010,,6,,"USA, Wielka Brytania","Surrealistyczny, Thriller, Sci-Fi",2011-10-20
1062,475937,W chmurach,Up in the Air,2009,,7,,USA,"Dramat, Komedia",2011-10-20
1063,7900,Mucha,The Fly,1986,,7,,"Kanada, USA, Wielka Brytania","Horror, Sci-Fi",2011-10-20
1064,1070,Miasteczko Twin Peaks. Ogniu krocz za mną.,Twin Peaks: Fire Walk with Me,1992,,8,,"Francja, USA","Dramat, Thriller",2011-10-20
1065,645,Przed egzekucją,Dead Man Walking,1995,,6,,"USA, Wielka Brytania","Dramat, Kryminał",2011-10-20
1066,1315,Egzorcysta,The Exorcist,1973,,9,,USA,Horror,2011-10-20
1067,1018,Swobodny jeździec,Easy Rider,1969,,8,,USA,Dramat obyczajowy,2011-10-20
1068,1069,Fisher King,The Fisher King,1991,,8,,USA,"Dramat, Komedia",2011-10-20
1069,1085,Blue Velvet,,1986,,6,,USA,Thriller,2011-10-20
1070,845,Pi,,1998,,9,,USA,"Dramat, Thriller",2011-10-20
1071,73,Jackie Brown,,1997,,6,,USA,"Kryminał, Thriller",2011-10-20
1072,873,Magnolia,,1999,,7,,USA,Dramat,2011-10-20
1073,1107,Frantic,,1988,,6,,"Francja, USA","Dramat, Thriller",2011-10-20
1074,30990,Martwica mózgu,Braindead,1992,,8,,Nowa Zelandia,"Horror, Komedia",2011-10-20
1075,681,Nic śmiesznego,,1995,,7,,Polska,"Dramat, Komedia",2011-10-20
1076,984,Thelma i Louise,Thelma & Louise,1991,,7,,"Francja, USA, Wielka Brytania",Dramat,2011-10-20
1077,259289,To nie jest kraj dla starych ludzi,No Country for Old Men,2007,,6,,USA,"Dramat, Thriller",2011-10-20
1078,103907,Symetria,,2003,,6,,Polska,Dramat,2011-10-20
1079,1024,Batman,,1989,,4,,"USA, Wielka Brytania","Fantasy, Akcja",2011-10-20
1080,1210,12 małp,Twelve Monkeys,1995,,7,,USA,"Dramat, Sci-Fi",2011-10-20
1081,98823,Złe wychowanie,La Mala educación,2004,,5,,Hiszpania,"Dramat, Thriller",2011-10-19
1082,33200,Kill Bill,Kill Bill: Vol. 1,2003,,8,,USA,"Thriller, Akcja",2011-10-19
1083,1471,Billy Elliot,,2000,,7,,"Francja, Wielka Brytania","Dramat, Komedia, Muzyczny",2011-10-19
1084,104183,Dróżnik,The Station Agent,2003,,7,,USA,"Dramat, Komedia",2011-10-19
1085,120033,Kontrolerzy,Kontroll,2003,,5,,Węgry,"Dramat, Komedia",2011-10-19
1086,107855,Zakochany bez pamięci,Eternal Sunshine of the Spotless Mind,2004,,6,,USA,"Dramat, Sci-Fi",2011-10-19
1087,108116,Noi Albinoi,Nói albinói,2003,,8,,"Dania, Islandia, Niemcy, Wielka Brytania",Dramat,2011-10-19
1088,33184,Nieodwracalne,Irréversible,2002,,7,,Francja,Dramat,2011-10-19
1089,32380,Godziny,The Hours,2002,,5,,"USA, Wielka Brytania",Dramat,2011-10-19
1090,444536,Przyjeżdża orkiestra,Bikur Ha-Tizmoret,2007,,6,,"Francja, USA, Izrael","Dramat, Komedia, Muzyczny",2011-10-19
1091,208060,Broken Flowers,,2005,,9,,"Francja, USA","Dramat, Komedia",2011-10-19
1092,112584,Sin City - Miasto grzechu,Sin City,2005,,7,,USA,Kryminał,2011-10-19
1093,994,Obcy - decydujące starcie,Aliens,1986,,8,,USA,"Horror, Sci-Fi",2011-10-19
1094,1467,Dym,Smoke,1995,,7,,"Japonia, Niemcy, USA","Dramat, Komedia",2011-10-19
1095,989,Trainspotting,,1996,,7,,Wielka Brytania,Dramat,2011-10-19
1096,624,Zagubiona autostrada,Lost Highway,1997,,7,,"Francja, USA","Dramat, Kryminał, Thriller",2011-10-19
1097,32735,Czyż nie dobija się koni?,"They Shoot Horses, Don't They?",1969,,6,,USA,Dramat,2011-10-19
1098,501868,Poznasz przystojnego bruneta,You Will Meet a Tall Dark Stranger,2010,,6,,"Hiszpania, USA",Komedia obycz.,2011-10-19
1099,480036,"Co nas kręci, co nas podnieca",Whatever Works,2009,,8,,"Francja, USA",Komedia obycz.,2011-10-19
1100,419862,Droga do szczęścia,Revolutionary Road,2008,,9,,"USA, Wielka Brytania",Melodramat,2011-10-19
1101,30630,Mulholland Drive,Mulholland Dr.,2001,,8,,"Francja, USA","Dramat, Thriller",2011-10-19
1102,493189,Samotny mężczyzna,A Single Man,2009,,6,,USA,Dramat,2011-10-19
1103,322815,Prorok,Un prophète,2009,,6,,"Francja, Włochy","Dramat, Kryminał",2011-10-19
1104,467482,Biała wstążka,Das Weisse Band - Eine deutsche Kindergeschichte,2009,,8,,"Austria, Francja, Niemcy, Włochy",Dramat,2011-10-19
1105,470384,Dom zły,,2009,,7,,Polska,"Dramat, Kryminał",2011-10-18
1106,980,"Obcy - 8. pasażer ""Nostromo""",Alien,1979,,8,,"USA, Wielka Brytania","Horror, Sci-Fi",2011-10-18
1107,32888,Biały oleander,White Oleander,2002,,9,,USA,Dramat obyczajowy,2011-10-18
1108,131195,Doom,,2005,,3,,"Czechy, Niemcy, USA, Wielka Brytania","Horror, Akcja",2011-10-18
1109,541045,Szefowie wrogowie,Horrible Bosses,2011,,2,,USA,Komedia kryminalna,2011-10-17
1110,498798,Londyński bulwar,London Boulevard,2010,,7,,"USA, Wielka Brytania","Kryminał, Melodramat",2011-10-14
1111,605702,Łup,La proie,2011,,6,,Francja,"Thriller, Akcja",2011-10-13
1112,337532,Miłość Larsa,Lars and the Real Girl,2007,,6,,"Kanada, USA","Dramat, Komedia",2011-10-12
1113,470641,"Wszystko, co dobre",All Good Things,2010,,7,,USA,"Melodramat, Thriller",2011-10-12
1114,32385,Cube 2,Cube 2: Hypercube,2002,,9,,Kanada,"Thriller, Sci-Fi",2011-10-12
1115,399746,Drive,,2011,,6,,USA,Akcja,2011-10-11
1116,485620,"Skóra, w której żyję",La Piel que habito,2011,,6,,Hiszpania,"Thriller, Psychologiczny",2011-10-11
1117,545796,Elita zabójców,Killer Elite,2011,,5,,"Australia, USA","Thriller, Akcja",2011-10-11
1118,671,Leon zawodowiec,Léon,1994,,8,,Francja,"Dramat, Kryminał",2011-10-3
1119,91994,Basen,Swimming Pool,2003,,8,,"Francja, Wielka Brytania","Erotyczny, Thriller, Psychologiczny",2011-9-5
1120,464212,Skazaniec,Felon,2008,,8,,USA,"Dramat, Kryminał",2011-9-5
1121,453795,Zdrajca,Traitor,2008,,7,,USA,Thriller,2011-9-5
1122,1316,Carrie,,1976,,8,,USA,Horror,2011-9-5
1123,197,Wielkie nadzieje,Great Expectations,1998,,9,,USA,Melodramat,2011-9-5
1124,969,X-Men,,2000,,4,,USA,"Akcja, Sci-Fi",2011-9-5
1125,562509,O północy w Paryżu,Midnight in Paris,2011,,5,,"Hiszpania, USA","Fantasy, Komedia rom.",2011-9-5
1126,489280,X-Men: Pierwsza klasa,X-Men: First Class,2011,,7,,"USA, Wielka Brytania","Akcja, Sci-Fi",2011-9-3
1127,901,Nie lubię poniedziałku,,1971,,6,,Polska,Komedia obycz.,2011-9-1
1128,30680,Piknik pod Wiszącą Skałą,Picnic at Hanging Rock,1975,,6,,Australia,Dramat,2011-9-1
1129,992,Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,,8,,"Francja, USA","Akcja, Sci-Fi",2011-9-1
1130,1046,Taksówkarz,Taxi Driver,1976,,8,,USA,Dramat,2011-9-1
1131,1275,Mechaniczna pomarańcza,A Clockwork Orange,1971,,10,,"USA, Wielka Brytania","Dramat, Sci-Fi",2011-9-1
1132,1321,Psychoza,Psycho,1960,,7,,USA,Thriller,2011-9-1
1133,1177,Rozmowy kontrolowane,,1991,,8,,Polska,Komedia,2011-9-1
1134,124098,Wesele,,2004,,7,,Polska,"Dramat, Komedia",2011-9-1
1135,520943,Zła kobieta,Bad Teacher,2011,,3,,USA,Komedia,2011-9-1
1136,6857,"Kotka na gorącym, blaszanym dachu",Cat on a Hot Tin Roof,1958,,6,,USA,Dramat,2011-9-1
1137,558709,Geneza planety małp,Rise of the Planet of the Apes,2011,,6,,USA,"Dramat, Akcja, Sci-Fi",2011-8-9
1138,113329,Vinci,,2004,,7,,Polska,Komedia kryminalna,2011-8-8
1139,476021,Harry Potter i Insygnia Śmierci: Część II,Harry Potter and the Deathly Hallows: Part 2,2011,,4,,"USA, Wielka Brytania","Familijny, Fantasy, Przygodowy",2011-8-8
1140,545488,Debiutanci,Beginners,2010,,8,,USA,"Dramat, Komedia",2011-8-8
1141,1163,Seksmisja,,1983,,9,,Polska,"Komedia, Sci-Fi",2011-8-4
1142,751,Rejs,,1970,tak,10,,Polska,Komedia,2011-8-4
1143,123383,Ciekawy przypadek Benjamina Buttona,The Curious Case of Benjamin Button,2008,,3,,USA,"Fantasy, Melodramat",2011-8-4
1144,450915,Jestem na tak,Yes Man,2008,,5,,"Australia, USA",Komedia rom.,2011-8-4
1145,5994,Głupi i głupszy,Dumb & Dumber,1994,,5,,USA,Komedia,2011-8-4
1146,896,Miś,,1980,tak,10,,Polska,Komedia,2011-8-4
1147,439908,Lejdis,,2008,,6,,Polska,Komedia,2011-8-4
1148,487211,Kac Vegas,The Hangover,2009,,3,,"Niemcy, USA",Komedia,2011-8-4
1149,1089,Ojciec chrzestny,The Godfather,1972,,7,,USA,"Dramat, Gangsterski",2011-8-4
1150,32359,Czerwony smok,Red Dragon,2002,,4,,"Niemcy, USA",Thriller,2011-8-4
1151,386028,Wanted - Ścigani,Wanted,2008,,1,,"Niemcy, USA",Akcja,2011-8-4
1152,236351,Mroczny Rycerz,The Dark Knight,2008,,7,,"USA, Wielka Brytania","Akcja, Sci-Fi",2011-8-4
1153,702,Siedem,Se7en,1995,,7,,USA,"Kryminał, Thriller",2011-8-4
1154,8823,Powrót do przyszłości,Back to the Future,1985,,6,,USA,"Komedia, Przygodowy, Sci-Fi",2011-8-4
1155,97112,Rzeka tajemnic,Mystic River,2003,,5,,"Australia, USA",Thriller,2011-8-4
1156,1093,Zapach kobiety,Scent of a Woman,1992,,5,,USA,Dramat,2011-8-4
1157,5158,Donnie Darko,,2001,,5,,USA,Dramat,2011-8-4
1158,111532,Pan życia i śmierci,Lord of War,2005,,5,,"Francja, Niemcy, USA",Dramat,2011-8-4
1159,124119,Hooligans,,2005,,5,,"USA, Wielka Brytania",Dramat,2011-8-4
1160,30633,Więzień nienawiści,American History X,1998,,6,,USA,Dramat,2011-8-4
1161,123697,Za wszelką cenę,Million Dollar Baby,2004,,7,,USA,Dramat,2011-8-4
1162,459974,Siedem dusz,Seven Pounds,2008,,4,,USA,Dramat,2011-8-4
1163,476580,Gran Torino,,2008,,6,,"Niemcy, USA",Dramat,2011-8-4
1164,468296,Slumdog. Milioner z ulicy,Slumdog Millionaire,2008,,5,,Wielka Brytania,Dramat,2011-8-4
1165,210898,Babel,,2006,,5,,"Francja, Meksyk, USA",Dramat,2011-8-4
1166,1222,Filadelfia,Philadelphia,1993,,5,,USA,Dramat,2011-8-4
1167,1470,Cast Away - poza światem,Cast Away,2000,,6,,USA,Dramat,2011-8-4
1168,124613,Kod da Vinci,The Da Vinci Code,2006,,2,,"Francja, USA, Wielka Brytania, Malta",Thriller,2011-8-4
1169,208687,1408,,2007,,3,,USA,Horror,2011-8-4
1170,1020,Lśnienie,The Shining,1980,,7,,"USA, Wielka Brytania",Horror,2011-8-4
1171,1237,Misery,,1990,,7,,USA,Thriller,2011-8-4
1172,98586,Sekretne okno,Secret Window,2004,,3,,USA,Thriller,2011-8-4
1173,238725,Mgła,The Mist,2007,,7,,USA,Horror,2011-8-4
1174,1047,Milczenie owiec,The Silence of the Lambs,1991,,7,,USA,Thriller,2011-8-4
1175,40252,Efekt motyla,The Butterfly Effect,2004,,6,,"Kanada, USA","Thriller, Sci-Fi",2011-8-4
1176,108931,Mr. & Mrs. Smith,,2005,,6,,USA,Akcja,2011-8-4
1177,299113,Avatar,,2009,,4,,"USA, Wielka Brytania",Sci-Fi,2011-8-4
1178,2,Adwokat diabła,The Devil's Advocate,1997,,7,,"Niemcy, USA",Thriller,2011-8-4
1179,1048,Skazani na Shawshank,The Shawshank Redemption,1994,,8,,USA,Dramat,2011-8-4
1180,862,Zielona mila,The Green Mile,1999,,6,,USA,Dramat,2011-8-4
1181,998,Forrest Gump,,1994,,6,,USA,"Dramat, Komedia",2011-8-4
1182,180040,V jak Vendetta,V for Vendetta,2005,,4,,"Niemcy, USA, Wielka Brytania","Thriller, Sci-Fi",2011-8-4
1183,189,Truman Show,The Truman Show,1998,,6,,USA,"Dramat, Komedia, Sci-Fi",2011-8-4
1184,836,American Beauty,,1999,,7,,USA,"Dramat, Komedia",2011-8-4
1185,137747,Bękarty wojny,Inglourious Basterds,2009,,6,,"Niemcy, USA",Wojenny,2011-8-4
1186,825,Szósty zmysł,The Sixth Sense,1999,,7,,USA,Thriller,2011-8-4
1187,9509,Shrek,,2001,,6,,USA,"Animacja, Familijny, Komedia",2011-8-4
1188,837,Podziemny krąg,Fight Club,1999,,7,,"Niemcy, USA","Thriller, Psychologiczny",2011-8-4
1189,936,Gladiator,,2000,,4,,"USA, Wielka Brytania",Dramat historyczny,2011-8-4
1190,9136,Requiem dla snu,Requiem for a Dream,2000,,7,,USA,Dramat,2011-8-4
1191,628,Matrix,The Matrix,1999,,8,,"Australia, USA","Akcja, Sci-Fi",2011-8-4
