,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
706,583390,Nietykalni,Intouchables,2011,,7,,Francja,"Biograficzny, Dramat, Komedia",2013-10-13
707,643855,Nieobliczalni,De l'autre côté du périph,2012,,4,,Francja,"Akcja, Komedia kryminalna",2013-10-13
708,629779,Uciekinier,Mud,2012,,6,,USA,Dramat,2013-10-6
709,219511,Księżniczki,Princesas,2005,,8,,Hiszpania,Dramat obyczajowy,2013-10-5
710,507169,Labirynt,Prisoners,2013,,8,,USA,Thriller,2013-10-5
711,207816,Sztuka zrywania,The Break-Up,2006,,7,,USA,Komedia obycz.,2013-9-28
712,492133,Dla niej wszystko,Pour elle,2008,,5,,Francja,"Dramat, Thriller",2013-9-27
713,623326,Drużba nie żyje,Best Man Down,2012,,6,,USA,"Dramat, Komedia",2013-9-26
714,568289,Kick-Ass 2,,2013,,6,,"USA, Wielka Brytania","Komedia, Akcja",2013-9-26
715,188708,Wzgórza mają oczy,The Hills Have Eyes,2006,,7,,"Francja, USA",Horror,2013-9-26
716,635084,Panaceum,Side Effects,2013,,6,,USA,Thriller,2013-9-26
717,3673,A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,,8,,USA,"Dramat, Sci-Fi",2013-9-26
718,426062,Sherlock Holmes,,2009,,3,,"Niemcy, USA","Kryminał, Przygodowy",2013-9-26
719,371515,Avengers,The Avengers,2012,,3,,USA,"Akcja, Sci-Fi",2013-9-26
720,623761,Iluzja,Now You See Me,2013,,5,,"Francja, USA",Kryminał,2013-9-26
721,378102,Zęby,Teeth,2007,,7,,USA,Czarna komedia,2013-9-26
722,106376,Batman - Początek,Batman Begins,2005,,5,,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-26
723,484297,Red,,2010,,6,,USA,"Komedia, Akcja",2013-9-26
724,8686,Piłkarski poker,,1988,,5,,Polska,"Komedia, Sensacyjny, Sportowy",2013-9-25
725,512318,Nieprzeciętny Henry,Jesus Henry Christ,2012,,5,,USA,"Dramat, Komedia",2013-9-22
726,624892,Pokłosie,,2012,,7,,"Holandia, Polska, Rosja, Słowacja",Thriller,2013-9-21
727,568581,Oz: Wielki i Potężny,Oz: The Great and Powerful,2013,,7,,USA,"Fantasy, Przygodowy",2013-9-20
728,630909,"Grupa ""Wschód""",The East,2013,,6,,"USA, Wielka Brytania",Thriller,2013-9-20
729,644737,To już jest koniec,This Is The End,2013,,6,,USA,"Fantasy, Komedia",2013-9-20
730,625060,Byzantium,,2012,,6,,"Irlandia, USA, Wielka Brytania","Dramat, Horror",2013-9-19
731,506934,Wielki Gatsby,The Great Gatsby,2013,,6,,"Australia, USA",Melodramat,2013-9-18
732,242379,Green Lantern,,2011,,6,,USA,"Akcja, Sci-Fi",2013-9-18
733,639250,Koliber,Hummingbird,2013,,3,,"USA, Wielka Brytania","Dramat, Sensacyjny",2013-9-18
734,602585,1000 lat po Ziemi,After Earth,2013,,6,,USA,"Przygodowy, Sci-Fi",2013-9-18
735,152844,Millerowie,We're the Millers,2013,,6,,USA,Komedia kryminalna,2013-9-18
736,546757,Dzień w Middleton,At Middleton,2013,,6,,USA,Romans,2013-9-11
737,120103,Zostań,Stay,2005,,3,,USA,"Dramat, Thriller, Psychologiczny",2013-9-10
738,461734,Blue Valentine,,2010,,7,,USA,Melodramat,2013-9-10
739,614352,Drugie oblicze,The Place Beyond the Pines,2012,,5,,USA,"Dramat, Kryminał",2013-9-10
740,579290,Tylko Bóg wybacza,Only God Forgives,2013,,5,,"Dania, Francja, Szwecja, USA, Tajlandia","Kryminał, Thriller",2013-9-10
741,640116,Idealne matki,Adore,2013,,7,,"Australia, Francja",Dramat,2013-9-10
742,629789,U niej w domu,Dans la maison,2012,,8,,Francja,"Dramat, Komedia",2013-9-7
743,659237,Gorący towar,The Heat,2013,,5,,USA,Komedia kryminalna,2013-9-6
744,296427,"Strasznie głośno, niesamowicie blisko",Extremely Loud & Incredibly Close,2011,,8,,USA,Dramat,2013-9-5
745,345957,World War Z,,2013,,6,,"USA, Malta","Horror, Akcja",2013-9-4
746,515048,Wolverine,The Wolverine,2013,,6,,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-3
747,623874,Czas zapłaty,Welcome to the Punch,2013,,5,,"USA, Wielka Brytania",Sensacyjny,2013-8-30
748,460718,Złe nawyki,Malos habitos,2007,,5,,Meksyk,Dramat,2013-8-28
749,626500,Uciekająca dziewczyna,See Girl Run,2012,,5,,USA,Melodramat,2013-8-26
750,657891,Blue Jasmine,,2013,,5,,USA,Dramat,2013-8-24
751,616928,Red 2,,2013,,5,,"Francja, Kanada, USA","Komedia, Akcja",2013-8-12
752,535756,Niepamięć,Oblivion,2013,,3,,USA,"Akcja, Sci-Fi",2013-8-5
753,562867,Śmierć superbohatera,Death of a Superhero,2011,,7,,"Irlandia, Niemcy","Animacja, Dramat",2013-8-4
754,567,Ajlawju,,1999,,6,,Polska,"Dramat, Komedia, Romans",2013-8-4
755,627100,Obecność,The Conjuring,2013,,4,,USA,Horror,2013-8-3
756,614276,"Ja, Anna","I, Anna",2012,,7,,"Francja, Niemcy, Wielka Brytania","Dramat, Thriller",2013-8-3
757,558111,Ludzka stonoga 2,The Human Centipede II (Full Sequence),2011,,6,,USA,Horror,2013-8-3
758,644473,Sugar Man,Searching for Sugar Man,2012,,9,,"Szwecja, Wielka Brytania","Biograficzny, Dokumentalny, Muzyczny",2013-7-29
759,572763,Kwartet,Quartet,2012,,6,,Wielka Brytania,"Dramat, Komedia",2013-7-22
760,641987,Turyści,Sightseers,2012,,3,,Wielka Brytania,Czarna komedia,2013-7-20
761,636531,Połączenie,The Call,2013,,7,,USA,Thriller,2013-7-20
762,624882,Trans,Trance,2013,,3,,"Francja, Wielka Brytania","Kryminał, Thriller",2013-7-18
763,323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,,5,,USA,Komedia,2013-7-8
764,562954,Sęp,,2012,,7,,Polska,Kryminał,2013-7-7
765,425673,Hitchcock,,2012,,5,,USA,"Biograficzny, Dramat",2013-7-2
766,613601,Mama i ja,The Guilt Trip,2012,,4,,USA,Komedia,2013-6-25
767,218094,Palimpsest,,2006,,6,,Polska,Thriller,2013-6-25
768,273071,W mroku zła,Broken,2006,,5,,Wielka Brytania,Horror,2013-6-25
769,549622,Movie 43,,2012,,7,,USA,"Komedia, Nowele filmowe",2013-6-24
770,305388,Człowiek ze stali,Man of Steel,2013,,5,,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2013-6-22
771,599418,Ostatnia klątwa,Hideaways,2011,,6,,"Francja, Irlandia, Szwecja","Fantasy, Thriller",2013-6-18
772,630888,Mama,,2013,,7,,"Hiszpania, Kanada",Horror,2013-6-17
773,653881,Witaj wśród nas,Bienvenue parmi nous,2012,,7,,Francja,"Dramat, Komedia",2013-6-16
774,397269,Pościg we mgle,In the Electric Mist,2009,,5,,"Francja, USA","Dramat, Kryminał, Thriller",2013-6-15
775,598628,Kolekcjoner,The Collection,2012,,2,,USA,"Horror, Akcja",2013-6-14
776,168757,Mała podróż do nieba,A Little Trip to Heaven,2005,,5,,"Islandia, USA","Dramat, Thriller",2013-6-10
777,520860,Hansel i Gretel: Łowcy czarownic,Hansel and Gretel: Witch Hunters,2013,,6,,"Niemcy, USA","Fantasy, Horror",2013-6-9
778,615815,Hipnotyzer,Hypnotisören,2012,,6,,Szwecja,"Dramat, Kryminał",2013-6-4
779,521206,W ciemność. Star Trek,Star Trek Into Darkness,2013,,6,,USA,"Akcja, Sci-Fi",2013-6-2
780,582432,"Nie zazna spokoju, kto przeklęty",No habrá paz para los malvados,2011,,3,,Hiszpania,Thriller,2013-5-27
781,606190,Bejbi blues,,2012,,6,,Polska,Dramat obyczajowy,2013-5-26
782,586390,Niemożliwe,Lo Imposible,2012,,3,,"Hiszpania, USA",Katastroficzny,2013-5-26
783,32583,Kung Pow: Wejście wybrańca,Kung Pow: Enter the Fist,2002,,7,,"Hongkong, USA","Komedia, Akcja",2013-5-25
784,682088,Oszukane,,2013,,3,,Polska,Dramat,2013-5-24
785,617120,Między wierszami,The Words,2012,,6,,USA,Dramat,2013-5-24
786,603082,Likwidator,The Last Stand,2013,,5,,USA,Akcja,2013-5-20
787,572703,Protektor,Safe,2012,,4,,USA,"Kryminał, Akcja",2013-5-18
788,610144,Życie to jest to,La Chispa de la vida,2011,,6,,"Francja, Hiszpania, USA",Czarna komedia,2013-5-14
789,465969,Czas odkupienia,Not Forgotten,2009,,5,,USA,"Thriller, Akcja",2013-5-13
790,658833,Olimp w ogniu,Olympus Has Fallen,2013,,4,,USA,"Thriller, Akcja",2013-5-5
791,645098,Elektryczne dzieci,Electrick Children,2012,,7,,USA,Dramat,2013-4-23
792,132451,SEXiPIStOLS,Bandidas,2006,,5,,"Francja, Meksyk, USA","Komedia, Western",2013-4-23
793,653607,Rust and Bone,De rouille et d'os,2012,,8,,"Belgia, Francja",Melodramat,2013-4-19
794,502884,Nie opuszczaj mnie,Never Let Me Go,2010,,7,,"USA, Wielka Brytania","Melodramat, Sci-Fi",2013-4-19
795,635169,Układ zamknięty,,2013,,7,,Polska,Thriller,2013-4-17
796,624742,7 psychopatów,Seven Psychopaths,2012,,8,,Wielka Brytania,Komedia kryminalna,2013-4-13
797,463050,Pokój śmierci,The Killing Room,2009,,3,,USA,"Dramat, Thriller",2013-4-6
798,572639,Charlie,The Perks of Being a Wallflower,2012,,7,,USA,Melodramat,2013-3-27
799,500497,Oddział,The Ward,2010,,3,,USA,Horror,2013-3-27
800,32356,Adaptacja,Adaptation.,2002,,6,,USA,"Dramat, Komedia",2013-3-26
801,505181,Łono,Womb,2010,,5,,"Francja, Niemcy, Węgry","Melodramat, Sci-Fi",2013-3-24
802,624437,4:13 do Katowic,,2011,,8,,Polska,"Thriller, Akcja, Psychologiczny, Krótkometrażowy",2013-3-18
803,312897,Przesilenie,Solstice,2008,,4,,USA,"Dramat, Horror",2013-3-17
804,634516,Wyjść na prostą,Smashed,2012,,6,,USA,"Dramat, Komedia",2013-3-9
805,535232,Internat,The Moth Diaries,2011,,4,,"Irlandia, Kanada",Horror,2013-3-6
806,569227,Muzyka jest wieczna,The Music Never Stopped,2011,,7,,USA,Dramat,2013-3-5
807,506803,Poradnik pozytywnego myślenia,Silver Linings Playbook,2012,,7,,USA,"Dramat, Komedia",2013-3-3
808,638714,Dopóki piłka w grze,Trouble with the Curve,2012,,6,,USA,"Dramat, Sportowy",2013-3-2
809,234467,"Gdzie jesteś, Amando",Gone Baby Gone,2007,,7,,USA,"Dramat, Kryminał",2013-3-2
810,629520,Twardziele,Stand Up Guys,2012,,4,,USA,Komedia kryminalna,2013-3-2
811,475975,Pęknięcia,Cracks,2009,,4,,"Francja, Hiszpania, Irlandia, Szwajcaria, Wielka Brytania","Dramat, Thriller",2013-3-2
812,639947,Obława,,2012,,6,,Polska,"Thriller, Wojenny, Psychologiczny",2013-2-24
813,528324,Martha Marcy May Marlene,,2011,,7,,USA,Thriller,2013-2-23
814,624521,Whisky dla aniołów,The Angels' Share,2012,,7,,"Belgia, Francja, Wielka Brytania, Włochy","Dramat, Komedia",2013-2-22
815,627517,Droga milionerów,The Millionaire Tour,2012,,5,,USA,"Thriller, Akcja",2013-2-19
816,559816,Lockout,,2012,,4,,Francja,"Thriller, Akcja, Sci-Fi",2013-2-14
817,583649,Gangster Squad. Pogromcy mafii,Gangster Squad,2013,,5,,USA,"Dramat, Gangsterski",2013-2-11
818,558718,Dobry doktor,The Good Doctor,2011,,6,,USA,"Dramat, Thriller",2013-2-5
819,524303,Sesje,The Sessions,2012,,8,,USA,"Dramat, Komedia, Romans",2013-2-5
820,544030,Ptactwo powietrzne,A Bird of the Air,2011,,7,,USA,Melodramat,2013-2-5
821,620541,Django,Django Unchained,2012,,6,,USA,Western,2013-2-4
822,631979,Drogówka,,2013,,7,,Polska,"Kryminał, Obyczajowy",2013-2-2
823,642662,Dziewczyna Hitchcocka,The Girl,2012,,6,,"RPA, USA, Wielka Brytania","Biograficzny, Dramat",2013-1-30
824,481673,Zagubiony,How I Got Lost,2009,,5,,USA,Dramat,2013-1-29
825,629688,Raid,Serbuan maut,2011,,6,,"Francja, USA, Indonezja",Akcja,2013-1-29
826,628396,Robot i Frank,Robot & Frank,2012,,5,,USA,"Dramat, Sci-Fi, Komedia kryminalna",2013-1-28
827,565775,Kozy,Goats,2012,,4,,USA,Komedia,2013-1-28
828,535423,Kłopoty z Blissem,East Fifth Bliss,2011,,4,,USA,"Dramat, Komedia",2013-1-26
829,484600,"Spadaj, tato",That's My Boy,2012,,2,,USA,Komedia,2013-1-24
830,395230,Autobus z lotniska,Shuttle,2008,,4,,USA,"Dramat, Kryminał, Thriller",2013-1-22
831,530650,Porąbani,Tucker and Dale vs. Evil,2010,,8,,"Indie, Kanada, USA, Wielka Brytania",Czarna komedia,2013-1-16
832,606085,12 godzin,Stolen,2012,,4,,USA,"Dramat, Akcja",2013-1-13
833,636659,Lepsze życie,Une vie meilleure,2011,,6,,Francja,Dramat,2013-1-11
834,625386,Pokusa,The Paperboy,2012,,6,,USA,"Dramat, Thriller",2013-1-6
835,521098,Zjawy,The Apparition,2012,,3,,USA,Horror,2012-12-31
836,394009,Odbicie zła,The Brøken,2008,,4,,"Francja, Wielka Brytania",Thriller,2012-12-31
837,602895,Thorne: Kokon,Thorne: Sleepyhead,2010,,6,,Wielka Brytania,"Dramat, Kryminał, Thriller",2012-12-31
838,537177,Pół na pół,50/50,2011,,6,,USA,"Dramat, Komedia",2012-12-27
839,624792,Bogowie ulicy,End of Watch,2012,,7,,USA,"Kryminał, Thriller",2012-12-27
840,565989,2 dni w Nowym Jorku,2 Days in New York,2012,,3,,"Belgia, Francja, Niemcy",Komedia,2012-12-22
841,604523,Kochankowie z Księżyca. Moonrise Kingdom,Moonrise Kingdom,2012,,6,,USA,"Dramat, Komedia, Romans",2012-12-21
842,591326,Attenberg,,2010,,5,,Grecja,Dramat,2012-12-21
843,593957,Resident Evil: Retrybucja,Resident Evil: Retribution,2012,,2,,"Francja, Kanada, Niemcy, USA","Horror, Akcja",2012-12-19
844,556399,Essential Killing,,2010,,7,,"Francja, Irlandia, Norwegia, Polska, Węgry","Thriller, Wojenny",2012-12-18
845,595678,Najsamotniejsza z planet,The Loneliest Planet,2011,,8,,"Niemcy, USA","Dramat, Thriller",2012-12-16
846,483190,Klatka,Isolerad,2010,,4,,Szwecja,Thriller,2012-12-11
847,607562,Gangster,Lawless,2012,,6,,USA,"Dramat, Gangsterski",2012-12-2
848,569908,Looper - Pętla czasu,Looper,2012,,4,,"Chiny, USA","Akcja, Sci-Fi",2012-11-29
849,572325,Savages: Ponad bezprawiem,Savages,2012,,6,,USA,"Kryminał, Thriller",2012-11-27
850,341466,33 sceny z życia,,2008,,6,,"Niemcy, Polska","Dramat, Psychologiczny",2012-11-21
851,228118,Scoop - Gorący temat,Scoop,2006,,5,,"USA, Wielka Brytania",Komedia kryminalna,2012-11-9
852,490841,Zeszłej nocy,Last Night,2010,,6,,"Francja, USA",Melodramat,2012-11-8
853,451244,Skyfall,,2012,,8,,"USA, Wielka Brytania",Sensacyjny,2012-11-5
854,468065,Ile waży koń trojański?,,2008,,5,,Polska,Komedia,2012-10-22
855,944,Patriota,The Patriot,2000,,3,,"Niemcy, USA",Dramat historyczny,2012-10-21
856,601997,Red Lights,,2012,,5,,"Hiszpania, USA","Dramat, Thriller",2012-10-14
857,843,Chłopaki nie płaczą,,2000,,8,,Polska,"Komedia, Sensacyjny",2012-9-30
858,345833,Życie przed oczami,The Life Before Her Eyes,2007,,6,,USA,"Dramat, Thriller",2012-9-17
859,485802,Musimy porozmawiać o Kevinie,We Need to Talk About Kevin,2011,,7,,"USA, Wielka Brytania","Dramat, Psychologiczny",2012-9-17
860,605576,Emergo,,2011,,7,,Hiszpania,Horror,2012-9-16
861,32362,"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,,7,,"Kanada, USA",Komedia kryminalna,2012-9-14
862,235793,Zaczarowana,Enchanted,2007,,6,,USA,"Familijny, Fantasy, Przygodowy",2012-9-14
863,202908,Labirynt fauna,El laberinto del fauno,2006,,7,,"Hiszpania, Meksyk, USA","Dramat, Fantasy",2012-9-14
864,592693,Człowiek z Cold Rock,The Tall Man,2012,,6,,"Francja, Kanada, USA",Thriller,2012-9-10
865,595010,Niezniszczalni 2,The Expendables 2,2012,,7,,USA,Akcja,2012-9-7
866,616141,Zakochani w Rzymie,To Rome with Love,2012,,6,,"Hiszpania, USA, Włochy",Komedia rom.,2012-9-5
867,587177,Z dystansu,Detachment,2011,,7,,USA,Dramat,2012-9-4
868,608508,Lista płatnych zleceń,Kill List,2011,,7,,Wielka Brytania,"Kryminał, Thriller",2012-8-28
869,623521,Hans Kloss. Stawka większa niż śmierć,,2012,,4,,Polska,"Sensacyjny, Wojenny",2012-8-28
870,608593,Yuma,,2012,,2,,"Czechy, Polska","Dramat, Sensacyjny",2012-8-16
871,611896,She Monkeys,Apflickorna,2011,,6,,Szwecja,Dramat,2012-8-11
872,506756,Mroczny Rycerz powstaje,The Dark Knight Rises,2012,,5,,"USA, Wielka Brytania","Akcja, Sci-Fi",2012-8-6
873,523230,Prometeusz,Prometheus,2012,,7,,"USA, Wielka Brytania","Horror, Sci-Fi",2012-7-24
874,561591,Kruk. Zagadka zbrodni,The Raven,2012,,5,,"Hiszpania, USA, Węgry, Serbia",Thriller,2012-7-18
875,106029,Siła strachu,Hide and Seek,2005,,7,,"Niemcy, USA",Thriller,2012-7-17
876,472258,Iron Sky,,2012,,7,,"Australia, Finlandia, Niemcy","Komedia, Akcja, Sci-Fi",2012-7-17
877,567959,Łowcy głów,Hodejegerne,2011,,6,,"Niemcy, Norwegia","Kryminał, Thriller",2012-7-17
878,564225,"Kocha, lubi, szanuje","Crazy, Stupid, Love.",2011,,6,,USA,"Dramat, Komedia, Romans",2012-7-11
879,401436,Niesamowity Spider-Man,The Amazing Spider-Man,2012,,5,,USA,"Akcja, Sci-Fi",2012-7-11
880,464479,Zombieland,,2009,,7,,USA,"Horror, Komedia",2012-7-11
881,517114,Kieł,Kynodontas,2009,,6,,Grecja,Dramat,2012-7-1
882,136940,Gdzie jest Nancy?,Downloading Nancy,2008,,6,,"Niemcy, USA, Wielka Brytania","Dramat, Thriller",2012-7-1
883,526285,Lapońska odyseja,Napapiirin sankarit,2010,,3,,"Finlandia, Irlandia, Szwecja","Dramat, Komedia, Romans",2012-7-1
884,191196,Nie mów nikomu,Ne le dis à personne,2006,,7,,Francja,"Dramat, Thriller, Psychologiczny",2012-7-1
885,336437,Wojna domowa,Easy Virtue,2008,,6,,"Kanada, Wielka Brytania",Komedia obycz.,2012-7-1
886,593984,Kobieta na skraju dojrzałości,Young Adult,2011,,3,,USA,"Dramat, Komedia",2012-6-25
887,506891,Faceci w czerni 3,Men in Black 3,2012,,6,,USA,"Komedia, Sci-Fi",2012-6-21
888,502896,Odchodząc,Partir,2009,,8,,Francja,Melodramat,2012-6-16
889,548865,Słodkich snów,Mientras duermes,2011,,7,,Hiszpania,Thriller,2012-6-10
890,111710,Powrót do Garden State,Garden State,2004,,7,,USA,"Dramat, Komedia, Romans",2012-6-7
891,561704,Kobieta z piątej dzielnicy,La Femme du Vème,2011,,5,,"Francja, Polska, Wielka Brytania",Thriller,2012-6-7
892,235677,Jęk czarnego węża,Black Snake Moan,2006,,6,,USA,Dramat,2012-6-5
893,437521,"Happy-Go-Lucky, czyli co nas uszczęśliwia",Happy-Go-Lucky,2008,,7,,Wielka Brytania,Komedia,2012-6-4
894,600541,Królewna Śnieżka i Łowca,Snow White and the Huntsman,2012,,6,,USA,"Fantasy, Przygodowy",2012-6-4
895,562264,Safe House,,2012,,5,,"RPA, USA","Sensacyjny, Thriller",2012-5-25
896,614257,Dyktator,The Dictator,2012,,7,,USA,Komedia,2012-5-24
897,487684,Dom w głębi lasu,The Cabin in the Woods,2011,,4,,USA,Horror,2012-5-13
898,475958,TiMER,,2009,,3,,USA,"Dramat, Fantasy, Komedia, Romans",2012-5-12
899,272177,Juno,,2007,,7,,USA,"Dramat, Komedia",2012-4-25
900,31413,Dzień świra,,2002,,8,,Polska,"Dramat, Komedia, Psychologiczny",2012-4-25
901,463894,W obliczu przeznaczenia,Personal Effects,2009,,4,,"Kanada, Niemcy, USA",Dramat obyczajowy,2012-4-24
902,99107,Revolver,,2005,,3,,"Francja, Wielka Brytania","Dramat, Kryminał",2012-4-23
903,506883,Odlot,Twelve,2010,,3,,"Francja, USA","Dramat, Thriller",2012-4-20
904,32049,Fanatyk,The Believer,2001,,5,,USA,Dramat,2012-4-20
905,503360,Krach,,2010,,5,,"Belgia, Francja, Kanada","Dramat, Sensacyjny, Thriller",2012-4-20
906,608678,Internetowy zabójca,The Craigslist Killer,2011,,5,,USA,"Kryminał, Thriller",2012-4-20
907,30391,Walentynki,Valentine,2001,,4,,USA,Horror,2012-4-16
908,147688,Red Eye,,2005,,6,,USA,Thriller,2012-4-16
909,504776,Igrzyska śmierci,The Hunger Games,2012,,6,,USA,"Akcja, Sci-Fi",2012-4-10
910,601849,Wyjazd integracyjny,,2011,,2,,Polska,Komedia,2012-4-10
911,4294,Ryzyko,Boiler Room,2000,,7,,USA,"Dramat, Kryminał, Thriller",2012-3-30
912,587143,Wymyk,,2011,,5,,Polska,Dramat obyczajowy,2012-3-26
913,525386,Schronienie,Le Refuge,2009,,3,,Francja,Dramat,2012-3-22
914,530950,Wszystkie odloty Cheyenne'a,This Must Be the Place,2011,,8,,"Francja, Irlandia, Włochy","Dramat, Komedia",2012-3-20
915,92296,I uderzył grom,A Sound of Thunder,2005,,2,,"Czechy, Niemcy, USA, Wielka Brytania","Przygodowy, Sci-Fi",2012-3-15
916,567359,Teksas - Pola śmierci,Texas Killing Fields,2011,,5,,USA,"Dramat, Kryminał, Thriller",2012-3-15
917,570991,Kobieta w czerni,The Woman in Black,2012,,5,,"Kanada, Szwecja, Wielka Brytania","Dramat, Horror",2012-3-13
918,153163,W ciszy,The Quiet,2005,,4,,USA,"Dramat, Thriller",2012-3-7
919,529267,Columbus Circle,,2012,,6,,USA,Thriller,2012-3-5
920,382376,I wszystko lśni,Sunshine Cleaning,2008,,8,,USA,"Dramat, Komedia",2012-2-28
921,109311,Czekając na cud,Noel,2004,,5,,"Kanada, USA",Dramat obyczajowy,2012-2-28
922,399213,Przerwane objęcia,Los Abrazos rotos,2009,,5,,Hiszpania,Thriller,2012-2-28
923,224473,Killshot,,2008,,5,,USA,"Dramat, Thriller, Akcja",2012-2-28
924,594620,Brudny glina,Rampart,2011,,6,,USA,"Dramat, Kryminał",2012-2-26
925,585427,Wspólna tajemnica,Bond of Silence,2010,,5,,USA,Dramat obyczajowy,2012-2-22
926,584251,Żelazna Dama,The Iron Lady,2011,,5,,"Francja, Wielka Brytania","Biograficzny, Dramat, Polityczny",2012-2-21
927,583704,Baby są jakieś inne,,2011,,5,,Polska,"Dramat, Komedia",2012-2-21
928,541346,Krzyżowy ogień,Assassination Games,2011,,5,,USA,"Thriller, Akcja",2012-2-20
929,260173,Numer 23,The Number 23,2007,,5,,USA,Thriller,2012-2-20
930,500476,Miasto rozstań,Separation City,2009,,4,,Nowa Zelandia,"Dramat, Komedia, Romans",2012-2-20
931,33128,Życie za życie,The Life of David Gale,2003,,7,,"Niemcy, USA, Wielka Brytania",Dramat,2012-2-20
932,349590,Strzelec,Shooter,2007,,6,,USA,Sensacyjny,2012-2-20
933,562632,1920 Bitwa Warszawska,,2011,,3,,Polska,"Dramat, Wojenny",2012-2-9
934,537562,Ki,,2011,,5,,Polska,Dramat obyczajowy,2012-2-8
935,608840,Ósma strona,Page Eight,2011,,5,,Wielka Brytania,"Dramat, Polityczny",2012-2-7
936,493926,Medium,Hereafter,2010,,4,,USA,"Dramat, Fantasy",2012-2-6
937,525620,W ciemności,In Darkness,2011,,6,,"Kanada, Niemcy, Polska","Dramat, Wojenny",2012-2-6
938,605096,Paranormal Activity 3,,2011,,4,,USA,Horror,2012-2-6
939,544183,Bez litości,I Spit on Your Grave,2010,,6,,USA,Thriller,2012-2-4
940,938,Mission: Impossible 2,Mission: Impossible II,2000,,4,,"Niemcy, USA",Sensacyjny,2012-1-30
941,348154,Dwa dni w Paryżu,2 Days in Paris,2007,,8,,"Francja, Niemcy",Komedia rom.,2012-1-30
942,299155,Krwawa hrabina,The Countess,2009,,5,,"Francja, Niemcy, USA","Thriller, Dramat historyczny",2012-1-30
943,1103,Wstręt,Repulsion,1965,,6,,Wielka Brytania,"Dramat, Psychologiczny",2012-1-30
944,599742,Rzeź,Carnage,2011,,7,,"Francja, Hiszpania, Niemcy, Polska","Dramat, Komedia",2012-1-30
945,506388,Do szpiku kości,Winter's Bone,2010,,7,,USA,"Dramat, Thriller",2012-1-24
946,563921,Na sprzedaż,Everything Must Go,2010,,6,,USA,"Dramat, Komedia",2012-1-10
947,220746,Ostrza chwały,Blades of Glory,2007,,5,,USA,"Komedia, Sportowy",2012-1-10
948,139159,Ricky Bobby - Demon prędkości,Talladega Nights: The Ballad of Ricky Bobby,2006,,6,,USA,"Komedia, Sportowy",2012-1-10
949,371687,Bracia przyrodni,Step Brothers,2008,,6,,USA,Komedia,2012-1-10
950,401429,Semi-Pro: Drużyna marzeń?,Semi-Pro,2008,,6,,USA,"Komedia, Sportowy",2012-1-10
951,190312,Przypadek Harolda Cricka,Stranger Than Fiction,2006,,6,,USA,"Fantasy, Komedia",2012-1-10
952,286244,Słaby punkt,Fracture,2007,,6,,"Niemcy, USA","Thriller, Dramat sądowy",2012-1-10
953,619088,Zamiana,Switch,2011,,6,,Francja,"Thriller, Akcja",2012-1-9
954,575916,Szpieg,Tinker Tailor Soldier Spy,2011,,8,,"Francja, Niemcy, Wielka Brytania","Thriller, Szpiegowski",2012-1-9
955,548487,The Caller,,2011,,6,,"Wielka Brytania, Portoryko","Kryminał, Thriller",2012-1-6
956,568905,Chciwość,Margin Call,2011,,7,,USA,"Dramat, Thriller",2012-1-5
957,587175,Wyścig z czasem,In Time,2011,,5,,USA,"Thriller, Akcja, Sci-Fi",2012-1-4
958,466716,Było sobie kłamstwo,The Invention of Lying,2009,,4,,USA,Komedia,2012-1-4
959,490838,Moneyball,,2011,,6,,USA,"Biograficzny, Dramat, Sportowy",2012-1-4
960,498675,"Wszystko, co kocham",,2009,,6,,Polska,Dramat obyczajowy,2012-1-4
961,539509,Sala samobójców,,2011,,6,,Polska,"Animacja, Thriller, Romans",2012-1-4
962,613510,Listy do M.,,2011,,4,,Polska,Komedia rom.,2012-1-4
963,4759,Mokra robota,Curdled,1996,,7,,USA,Komedia kryminalna,2012-1-2
964,401773,Coś,The Thing,2011,,6,,"Kanada, USA","Horror, Sci-Fi",2012-1-2
965,483087,Mission: Impossible - Ghost Protocol,,2011,,6,,"Czechy, USA, Zjednoczone Emiraty Arabskie",Sensacyjny,2012-1-2
966,530029,Idy marcowe,The Ides of March,2011,,7,,USA,"Dramat, Polityczny",2011-12-30
967,548338,Sprawa zamknięta,The Son of No One,2011,,5,,USA,"Dramat, Kryminał, Thriller",2011-12-27
968,98444,Aleksander,Alexander,2004,,3,,"Francja, Holandia, Niemcy, USA, Wielka Brytania, Włochy","Biograficzny, Dramat historyczny",2011-12-26
969,479595,Niewidzialny znak,An Invisible Sign,2010,,4,,USA,"Dramat, Komedia, Romans",2011-12-26
970,561046,Retreat,,2011,,7,,Wielka Brytania,"Thriller, Psychologiczny",2011-11-28
971,209288,W stronę słońca,Sunshine,2007,,6,,"USA, Wielka Brytania",Sci-Fi,2011-11-28
