ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
8171,Noc na Ziemi,Night on Earth,1991,,7,,"Francja, Japonia, Niemcy, USA, Wielka Brytania","Dramat, Komedia, Nowele filmowe",2014-9-3
31831,K-PAX,,2001,,7,,"Niemcy, USA",Dramat,2014-9-1
627173,Bardzo poszukiwany człowiek,A Most Wanted Man,2014,,7,,"Niemcy, USA, Wielka Brytania",Thriller,2014-8-26
500687,Jack uczy się pływać,Jack Goes Boating,2010,,8,,USA,"Dramat, Komedia, Romans",2014-8-26
595571,Łowca,The Hunter,2011,,6,,Australia,"Dramat, Przygodowy",2014-8-25
601430,Sabotaż,Sabotage,2014,,3,,USA,"Thriller, Akcja",2014-8-25
565162,Godzilla,,2014,,3,,"Japonia, USA","Akcja, Sci-Fi",2014-8-24
656289,72 godziny,3 Days to Kill,2014,,3,,"Francja, USA",Sensacyjny,2014-8-18
687712,Lucy,,2014,,4,,Francja,"Akcja, Sci-Fi",2014-8-17
663958,Niezniszczalni 3,The Expendables 3,2014,,5,,"Francja, USA, Bułgaria",Akcja,2014-8-17
603080,Legendy ringu,Grudge Match,2013,,4,,USA,"Komedia, Sportowy",2014-7-31
615202,Kapitan Ameryka: Zimowy Żołnierz,Captain America: The Winter Soldier,2014,,5,,USA,"Akcja, Sci-Fi",2014-7-31
376118,Pan Peabody i Sherman,Mr. Peabody & Sherman,2014,,7,,USA,"Animacja, Familijny, Przygodowy",2014-7-29
577622,Na skraju jutra,Edge of Tomorrow,2014,,3,,"Kanada, USA","Akcja, Sci-Fi",2014-7-28
629764,Niezgodna,Divergent,2014,,5,,USA,"Akcja, Sci-Fi",2014-7-26
660451,Pod Mocnym Aniołem,,2014,,5,,Polska,Dramat,2014-7-22
688891,Diabelskie nasienie,Devil's Due,2014,,4,,USA,Horror,2014-7-21
618929,O czym wiedziała Maisie,What Maisie Knew,2012,,8,,USA,Dramat,2014-7-21
622028,Niesamowity Spider-Man 2,The Amazing Spider-Man 2,2014,,3,,USA,"Akcja, Sci-Fi",2014-7-21
658470,Need for Speed,,2014,,7,,"Francja, USA, Wielka Brytania, Filipiny",Akcja,2014-7-20
643915,Sztuka kradzieży,The Art of the Steal,2013,,7,,"Kanada, USA",Komedia kryminalna,2014-7-17
622318,Noe: Wybrany przez Boga,Noah,2014,,3,,USA,"Dramat, Fantasy",2014-7-17
633150,"Co jest grane, Davis?",Inside Llewyn Davis,2013,,7,,"Francja, USA, Wielka Brytania","Dramat, Muzyczny",2014-7-17
644064,Ewolucja planety małp,Dawn of the Planet of the Apes,2014,,6,,USA,"Dramat, Akcja, Sci-Fi",2014-7-16
661559,Eden,,2011,,7,,USA,Dramat obyczajowy,2014-7-1
465416,Co cię nie zabije,What Doesn't Kill You,2008,,7,,USA,"Dramat, Kryminał",2014-7-1
630808,"X-Men: Przeszłość, która nadejdzie",X-Men: Days of Future Past,2014,,6,,"USA, Wielka Brytania","Akcja, Sci-Fi",2014-6-23
571188,Kolonia,The Colony,2013,,4,,Kanada,"Thriller, Sci-Fi",2014-6-16
453958,Kobiety pragną bardziej,He's Just Not That Into You,2009,,5,,"Holandia, Niemcy, USA","Dramat, Komedia, Romans",2014-6-16
856,Dziewczyna na moście,La fille sur le pont,1999,,7,,Francja,"Dramat, Komedia, Romans",2014-6-15
607536,Take Shelter,,2011,,7,,USA,Dramat,2014-6-14
694076,Kwiaty na poddaszu,Flowers in the Attic,2014,,7,,"Kanada, USA",Dramat,2014-6-11
670682,Transcendencja,Transcendence,2014,,6,,"Chiny, USA, Wielka Brytania","Dramat, Sci-Fi",2014-6-11
366721,Wszystko w porządku,The Kids Are All Right,2010,,7,,USA,"Dramat, Komedia",2014-6-7
551146,Jack Ryan: Teoria chaosu,Jack Ryan: Shadow Recruit,2014,,3,,"Rosja, USA","Thriller, Akcja",2014-6-7
33510,Solaris,,2002,,6,,USA,"Dramat, Sci-Fi",2014-6-7
630993,"Długi, wrześniowy weekend",Labor Day,2013,,7,,USA,Dramat,2014-6-7
1104,Dziecko Rosemary,Rosemary's Baby,1968,,5,,USA,"Horror, Psychologiczny",2014-5-9
208,Życie jest piękne,La vita è bella,1997,,8,,Włochy,"Dramat, Komedia, Wojenny",2014-5-9
119410,Źródło,The Fountain,2006,,6,,USA,"Dramat, Psychologiczny",2014-5-5
523002,Oldboy. Zemsta jest cierpliwa,Oldboy,2013,,5,,USA,Thriller,2014-4-7
649608,Snowpiercer: Arka przyszłości,Snowpiercer,2013,,6,,"Czechy, Francja, USA, Korea Południowa","Thriller, Akcja, Sci-Fi",2014-3-24
627599,Igrzyska śmierci: W pierścieniu ognia,The Hunger Games: Catching Fire,2013,,6,,USA,"Akcja, Sci-Fi",2014-3-21
578993,Dom w oddali,Axed,2012,,4,,Wielka Brytania,Thriller,2014-3-21
668214,Tajemnica Filomeny,Philomena,2013,,7,,"Francja, USA, Wielka Brytania",Dramat,2014-3-17
1029,Kasyno,Casino,1995,,8,,"Francja, USA","Dramat, Gangsterski",2014-3-17
501993,Władcy umysłów,The Adjustment Bureau,2011,,6,,USA,"Thriller, Romans, Sci-Fi",2014-3-16
600590,Sierpień w hrabstwie Osage,August: Osage County,2013,,7,,USA,"Dramat, Komedia",2014-3-16
673946,Jack Strong,,2014,,6,,Polska,"Thriller, Szpiegowski",2014-3-10
646395,Ona,Her,2013,,7,,USA,"Melodramat, Sci-Fi",2014-2-23
631551,Miłość,,2012,,5,,Polska,Dramat obyczajowy,2014-2-21
613320,Ocalony,Lone Survivor,2013,,6,,USA,"Dramat, Wojenny",2014-2-21
608184,Wałęsa. Człowiek z nadziei,,2013,,6,,Polska,"Biograficzny, Dramat",2014-2-20
646208,Z zaskoczenia,Thunderstruck,2012,,4,,USA,"Familijny, Komedia",2014-2-19
640445,Najlepsze najgorsze wakacje,The Way Way Back,2013,,4,,USA,"Dramat, Komedia",2014-2-16
163903,Gra Endera,Ender's Game,2013,,4,,USA,"Akcja, Sci-Fi",2014-2-13
207667,London,,2005,,5,,"USA, Wielka Brytania",Dramat,2014-2-13
626169,Prawdziwa miłość,True Love,2012,,3,,"USA, Włochy",Thriller,2014-2-4
633104,Drugie życie króla,Arthur Newman,2012,,6,,USA,"Dramat, Komedia",2014-2-3
622564,Thor: Mroczny świat,Thor: The Dark World,2013,,4,,USA,"Fantasy, Przygodowy",2014-2-3
643366,Kapitan Phillips,Captain Phillips,2013,,7,,USA,"Biograficzny, Dramat",2014-2-1
611322,American Hustle,,2013,,8,,USA,"Dramat, Kryminał",2014-2-1
657859,Witaj w klubie,Dallas Buyers Club,2013,,8,,USA,"Biograficzny, Dramat",2014-2-1
652252,Paranoja,Paranoia,2013,,6,,"Francja, Indie, USA",Thriller,2014-1-29
573524,Plan ucieczki,Escape Plan,2013,,6,,USA,"Thriller, Akcja",2014-1-29
636397,Zakazane pragnienia,Temptation: Confessions of a Marriage Counselor,2013,,3,,USA,Dramat,2014-1-25
646074,Układ,Closed Circuit,2013,,4,,"USA, Wielka Brytania","Dramat, Kryminał",2014-1-25
517573,Riddick,,2013,,4,,"USA, Wielka Brytania","Akcja, Sci-Fi",2014-1-22
660703,Kumple od kufla,Drinking Buddies,2013,,6,,USA,"Dramat, Komedia, Romans",2014-1-20
496157,Ostatnia śmierć,La última muerte,2011,,3,,Meksyk,"Thriller, Sci-Fi",2014-1-19
661492,Wyrwani ze snu,Sleeper's Wake,2012,,3,,RPA,Thriller,2014-1-19
621733,Następny jesteś ty,You're Next,2011,,5,,"USA, Wielka Brytania",Horror,2014-1-16
583006,Mistrz,The Master,2012,,7,,USA,Dramat,2014-1-14
625417,Carrie,,2013,,3,,USA,"Dramat, Horror",2014-1-8
655799,Porachunki,The Family,2013,,6,,"Francja, USA",Komedia kryminalna,2014-1-2
648849,Kamerdyner,The Butler,2013,,7,,USA,"Biograficzny, Dramat",2014-1-2
469867,Hobbit: Pustkowie Smauga,The Hobbit: The Desolation of Smaug,2013,,6,,"Nowa Zelandia, USA","Fantasy, Przygodowy",2014-1-2
526365,Zniknięcie na 7. ulicy,Vanishing on 7th Street,2010,,2,,USA,Horror,2013-12-14
180280,Giganci ze stali,Real Steel,2011,,7,,"Indie, USA","Akcja, Sci-Fi",2013-12-13
536707,Klucz Sary,Elle s'appelait Sarah,2010,,6,,Francja,"Dramat, Wojenny",2013-12-12
105715,Nawiedzony,Haunted,1995,,8,,"USA, Wielka Brytania",Horror,2013-12-12
1241,Bez przebaczenia,Unforgiven,1992,,6,,USA,Western,2013-12-12
435340,Ulica Narrows,The Narrows,2008,,6,,USA,"Dramat, Kryminał, Thriller",2013-12-12
11904,Zabójstwo,The Killing,1956,,5,,USA,"Kryminał, Film-Noir",2013-12-11
647288,Prawie święta,All Is Bright,2013,,6,,USA,"Dramat, Komedia",2013-12-10
589332,Czarny koń,Dark Horse,2011,,5,,USA,"Dramat, Komedia",2013-12-10
502583,Cop Out: Fujary na tropie,Cop Out,2010,,3,,USA,Komedia kryminalna,2013-12-9
436781,Błękitny deszcz,Powder Blue,2009,,6,,USA,Dramat,2013-12-9
622060,Oczyszczenie,Puhdistus,2012,,6,,"Finlandia, Estonia",Dramat historyczny,2013-12-7
624525,Koneser,La migliore offerta,2013,,6,,Włochy,Dramat,2013-12-7
627751,Sztanga i cash,Pain & Gain,2013,,4,,USA,"Akcja, Komedia kryminalna",2013-12-7
643707,Empire State: Ryzykowna gra,Empire State,2013,,3,,USA,"Dramat, Akcja",2013-12-6
659323,Wypełnić pustkę,Lemale et ha'halal,2012,,7,,Izrael,Dramat,2013-11-28
661331,Frances Ha,,2012,,7,,USA,"Dramat, Komedia",2013-11-27
624699,Wrong,,2012,,6,,"Francja, USA","Surrealistyczny, Komedia",2013-11-25
510953,Czerwony świt,Red Dawn,2012,,3,,USA,Akcja,2013-11-22
576014,Dom na końcu ulicy,House at the End of the Street,2012,,2,,"Kanada, USA",Thriller,2013-11-20
385852,Miasto ślepców,Blindness,2008,,6,,"Brazylia, Japonia, Kanada","Dramat, Thriller",2013-11-17
646045,Adwokat,The Counselor,2013,,3,,"USA, Wielka Brytania","Dramat, Kryminał",2013-11-17
645470,Sezon na zabijanie,Killing Season,2013,,3,,"Belgia, USA, Bułgaria","Thriller, Akcja",2013-11-16
512238,Nierozłączni,Xing Ying Bu Li,2011,,3,,Chiny,"Dramat, Komedia",2013-11-15
643609,Noc oczyszczenia,The Purge,2013,,4,,"Francja, USA","Thriller, Sci-Fi",2013-11-12
564230,Grawitacja,Gravity,2013,,7,,"USA, Wielka Brytania","Dramat, Sci-Fi",2013-10-29
655221,Stażyści,The Internship,2013,,5,,USA,Komedia,2013-10-20
649905,Daję nam rok,I Give It a Year,2013,,7,,Wielka Brytania,Komedia rom.,2013-10-20
411786,Zdarzenie,The Happening,2008,,6,,"Indie, USA","Thriller, Sci-Fi",2013-10-18
6252,Hudson Hawk,,1991,,6,,USA,"Komedia, Sensacyjny",2013-10-15
654022,Świat w płomieniach,White House Down,2013,,5,,USA,"Thriller, Akcja",2013-10-13
583390,Nietykalni,Intouchables,2011,,7,,Francja,"Biograficzny, Dramat, Komedia",2013-10-13
643855,Nieobliczalni,De l'autre côté du périph,2012,,4,,Francja,"Akcja, Komedia kryminalna",2013-10-13
629779,Uciekinier,Mud,2012,,6,,USA,Dramat,2013-10-6
219511,Księżniczki,Princesas,2005,,8,,Hiszpania,Dramat obyczajowy,2013-10-5
507169,Labirynt,Prisoners,2013,,8,,USA,Thriller,2013-10-5
207816,Sztuka zrywania,The Break-Up,2006,,7,,USA,Komedia obycz.,2013-9-28
492133,Dla niej wszystko,Pour elle,2008,,5,,Francja,"Dramat, Thriller",2013-9-27
623326,Drużba nie żyje,Best Man Down,2012,,6,,USA,"Dramat, Komedia",2013-9-26
568289,Kick-Ass 2,,2013,,6,,"USA, Wielka Brytania","Komedia, Akcja",2013-9-26
188708,Wzgórza mają oczy,The Hills Have Eyes,2006,,7,,"Francja, USA",Horror,2013-9-26
635084,Panaceum,Side Effects,2013,,6,,USA,Thriller,2013-9-26
3673,A.I. Sztuczna inteligencja,Artificial Intelligence: AI,2001,,8,,USA,"Dramat, Sci-Fi",2013-9-26
426062,Sherlock Holmes,,2009,,3,,"Niemcy, USA","Kryminał, Przygodowy",2013-9-26
371515,Avengers,The Avengers,2012,,3,,USA,"Akcja, Sci-Fi",2013-9-26
623761,Iluzja,Now You See Me,2013,,5,,"Francja, USA",Kryminał,2013-9-26
378102,Zęby,Teeth,2007,,7,,USA,Czarna komedia,2013-9-26
106376,Batman - Początek,Batman Begins,2005,,5,,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-26
484297,Red,,2010,,6,,USA,"Komedia, Akcja",2013-9-26
8686,Piłkarski poker,,1988,,5,,Polska,"Komedia, Sensacyjny, Sportowy",2013-9-25
512318,Nieprzeciętny Henry,Jesus Henry Christ,2012,,5,,USA,"Dramat, Komedia",2013-9-22
624892,Pokłosie,,2012,,7,,"Holandia, Polska, Rosja, Słowacja",Thriller,2013-9-21
568581,Oz: Wielki i Potężny,Oz: The Great and Powerful,2013,,7,,USA,"Fantasy, Przygodowy",2013-9-20
630909,"Grupa ""Wschód""",The East,2013,,6,,"USA, Wielka Brytania",Thriller,2013-9-20
644737,To już jest koniec,This Is The End,2013,,6,,USA,"Fantasy, Komedia",2013-9-20
625060,Byzantium,,2012,,6,,"Irlandia, USA, Wielka Brytania","Dramat, Horror",2013-9-19
506934,Wielki Gatsby,The Great Gatsby,2013,,6,,"Australia, USA",Melodramat,2013-9-18
242379,Green Lantern,,2011,,6,,USA,"Akcja, Sci-Fi",2013-9-18
639250,Koliber,Hummingbird,2013,,3,,"USA, Wielka Brytania","Dramat, Sensacyjny",2013-9-18
602585,1000 lat po Ziemi,After Earth,2013,,6,,USA,"Przygodowy, Sci-Fi",2013-9-18
152844,Millerowie,We're the Millers,2013,,6,,USA,Komedia kryminalna,2013-9-18
546757,Dzień w Middleton,At Middleton,2013,,6,,USA,Romans,2013-9-11
120103,Zostań,Stay,2005,,3,,USA,"Dramat, Thriller, Psychologiczny",2013-9-10
461734,Blue Valentine,,2010,,7,,USA,Melodramat,2013-9-10
614352,Drugie oblicze,The Place Beyond the Pines,2012,,5,,USA,"Dramat, Kryminał",2013-9-10
579290,Tylko Bóg wybacza,Only God Forgives,2013,,5,,"Dania, Francja, Szwecja, USA, Tajlandia","Kryminał, Thriller",2013-9-10
640116,Idealne matki,Adore,2013,,7,,"Australia, Francja",Dramat,2013-9-10
629789,U niej w domu,Dans la maison,2012,,8,,Francja,"Dramat, Komedia",2013-9-7
659237,Gorący towar,The Heat,2013,,5,,USA,Komedia kryminalna,2013-9-6
296427,"Strasznie głośno, niesamowicie blisko",Extremely Loud & Incredibly Close,2011,,8,,USA,Dramat,2013-9-5
345957,World War Z,,2013,,6,,"USA, Malta","Horror, Akcja",2013-9-4
515048,Wolverine,The Wolverine,2013,,6,,"USA, Wielka Brytania","Akcja, Sci-Fi",2013-9-3
623874,Czas zapłaty,Welcome to the Punch,2013,,5,,"USA, Wielka Brytania",Sensacyjny,2013-8-30
460718,Złe nawyki,Malos habitos,2007,,5,,Meksyk,Dramat,2013-8-28
626500,Uciekająca dziewczyna,See Girl Run,2012,,5,,USA,Melodramat,2013-8-26
657891,Blue Jasmine,,2013,,5,,USA,Dramat,2013-8-24
616928,Red 2,,2013,,5,,"Francja, Kanada, USA","Komedia, Akcja",2013-8-12
535756,Niepamięć,Oblivion,2013,,3,,USA,"Akcja, Sci-Fi",2013-8-5
562867,Śmierć superbohatera,Death of a Superhero,2011,,7,,"Irlandia, Niemcy","Animacja, Dramat",2013-8-4
567,Ajlawju,,1999,,6,,Polska,"Dramat, Komedia, Romans",2013-8-4
627100,Obecność,The Conjuring,2013,,4,,USA,Horror,2013-8-3
614276,"Ja, Anna","I, Anna",2012,,7,,"Francja, Niemcy, Wielka Brytania","Dramat, Thriller",2013-8-3
558111,Ludzka stonoga 2,The Human Centipede II (Full Sequence),2011,,6,,USA,Horror,2013-8-3
644473,Sugar Man,Searching for Sugar Man,2012,,9,,"Szwecja, Wielka Brytania","Biograficzny, Dokumentalny, Muzyczny",2013-7-29
572763,Kwartet,Quartet,2012,,6,,Wielka Brytania,"Dramat, Komedia",2013-7-22
641987,Turyści,Sightseers,2012,,3,,Wielka Brytania,Czarna komedia,2013-7-20
636531,Połączenie,The Call,2013,,7,,USA,Thriller,2013-7-20
624882,Trans,Trance,2013,,3,,"Francja, Wielka Brytania","Kryminał, Thriller",2013-7-18
323196,Niewiarygodny Burt Wonderstone,The Incredible Burt Wonderstone,2013,,5,,USA,Komedia,2013-7-8
562954,Sęp,,2012,,7,,Polska,Kryminał,2013-7-7
425673,Hitchcock,,2012,,5,,USA,"Biograficzny, Dramat",2013-7-2
613601,Mama i ja,The Guilt Trip,2012,,4,,USA,Komedia,2013-6-25
218094,Palimpsest,,2006,,6,,Polska,Thriller,2013-6-25
273071,W mroku zła,Broken,2006,,5,,Wielka Brytania,Horror,2013-6-25
549622,Movie 43,,2012,,7,,USA,"Komedia, Nowele filmowe",2013-6-24
305388,Człowiek ze stali,Man of Steel,2013,,5,,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2013-6-22
599418,Ostatnia klątwa,Hideaways,2011,,6,,"Francja, Irlandia, Szwecja","Fantasy, Thriller",2013-6-18
630888,Mama,,2013,,7,,"Hiszpania, Kanada",Horror,2013-6-17
653881,Witaj wśród nas,Bienvenue parmi nous,2012,,7,,Francja,"Dramat, Komedia",2013-6-16
397269,Pościg we mgle,In the Electric Mist,2009,,5,,"Francja, USA","Dramat, Kryminał, Thriller",2013-6-15
598628,Kolekcjoner,The Collection,2012,,2,,USA,"Horror, Akcja",2013-6-14
168757,Mała podróż do nieba,A Little Trip to Heaven,2005,,5,,"Islandia, USA","Dramat, Thriller",2013-6-10
520860,Hansel i Gretel: Łowcy czarownic,Hansel and Gretel: Witch Hunters,2013,,6,,"Niemcy, USA","Fantasy, Horror",2013-6-9
615815,Hipnotyzer,Hypnotisören,2012,,6,,Szwecja,"Dramat, Kryminał",2013-6-4
521206,W ciemność. Star Trek,Star Trek Into Darkness,2013,,6,,USA,"Akcja, Sci-Fi",2013-6-2
582432,"Nie zazna spokoju, kto przeklęty",No habrá paz para los malvados,2011,,3,,Hiszpania,Thriller,2013-5-27
606190,Bejbi blues,,2012,,6,,Polska,Dramat obyczajowy,2013-5-26
586390,Niemożliwe,Lo Imposible,2012,,3,,"Hiszpania, USA",Katastroficzny,2013-5-26
32583,Kung Pow: Wejście wybrańca,Kung Pow: Enter the Fist,2002,,7,,"Hongkong, USA","Komedia, Akcja",2013-5-25
682088,Oszukane,,2013,,3,,Polska,Dramat,2013-5-24
617120,Między wierszami,The Words,2012,,6,,USA,Dramat,2013-5-24
603082,Likwidator,The Last Stand,2013,,5,,USA,Akcja,2013-5-20
