ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,originalTitle,startYear,genre_eng
92697,Skeczu z papugą nie będzie,Parrot Sketch Not Included: Twenty Years of Monty Python,1989,0,8,Wielka Brytania,Komedia,2012-1-11,2012,4.0,['GBR'],Parrot Sketch Not Included: Twenty Years of Monty Python,1989,comedy
1253,Fargo,,1996,1,9,"USA, Wielka Brytania","Dramat, Thriller",2011-7-31,2011,4.5,"['USA', 'GBR']",,1996,"drama, thriller"
120033,Kontrolerzy,Kontroll,2003,0,5,Węgry,"Dramat, Komedia",2011-7-13,2011,2.5,['HUN'],Kontroll,2003,"drama, comedy"
7,Angielski pacjent,The English Patient,1996,1,8,"USA, Wielka Brytania","Melodramat, Wojenny",2011-7-13,2011,4.0,"['USA', 'GBR']",The English Patient,1996,"melodramat, war"
470384,Dom zły,,2009,1,8,Polska,"Dramat, Kryminał",2011-7-13,2011,4.0,['POL'],,2009,"drama, crime"
1416,Straszny film,Scary Movie,2000,0,5,USA,Komedia,2011-7-13,2011,2.5,['USA'],Scary Movie,2000,comedy
95938,Gothika,,2003,0,6,USA,"Horror, Psychologiczny",2011-7-13,2011,3.0,['USA'],,2003,"horror, psychologiczny"
444424,I Love You Phillip Morris,,2009,0,6,"Francja, USA","Biograficzny, Dramat, Komedia",2011-7-5,2011,3.0,"['FRA', 'USA']",,2009,"biographic, drama, comedy"
450915,Jestem na tak,Yes Man,2008,0,7,"Australia, USA",Komedia rom.,2011-7-5,2011,3.5,"['AUS', 'USA']",Yes Man,2008,komedia rom.
671,Leon zawodowiec,Léon,1994,0,8,Francja,"Dramat, Kryminał",2011-7-5,2011,4.0,['FRA'],Léon,1994,"drama, crime"
1456,Zmierzch bogów,La caduta degli dei (Götterdämmerung),1969,1,8,"Włochy, RFN","Dramat, Wojenny",2011-7-5,2011,4.0,"['ITA', 'UNK']",La caduta degli dei (Götterdämmerung),1969,"drama, war"
461946,Zapaśnik,The Wrestler,2008,0,8,"Francja, USA","Dramat obyczajowy, Sportowy",2011-7-5,2011,4.0,"['FRA', 'USA']",The Wrestler,2008,"dramat obyczajowy, sportowy"
765,Happiness,,1998,1,8,USA,"Dramat, Komedia, Obyczajowy",2011-7-4,2011,4.0,['USA'],,1998,"drama, comedy, drama"
526137,Czarny łabędź,Black Swan,2010,0,7,USA,"Dramat, Psychologiczny",2011-6-12,2011,3.5,['USA'],Black Swan,2010,"drama, psychologiczny"
8335,Omen,The Omen,1976,0,8,"USA, Wielka Brytania",Horror,2011-6-12,2011,4.0,"['USA', 'GBR']",The Omen,1976,horror
1046,Taksówkarz,Taxi Driver,1976,1,8,USA,Dramat,2011-1-15,2011,4.0,['USA'],Taxi Driver,1976,drama
990,Underground,,1995,1,9,"Czechy, Francja, Niemcy, Węgry, Bułgaria, Fed. Rep. Jugosławii","Dramat, Komedia, Wojenny",2011-1-14,2011,4.5,"['CZE', 'FRA', 'DEU', 'HUN', 'BGR', 'UNK']",,1995,"drama, comedy, war"
426062,Sherlock Holmes,,2009,0,5,"Niemcy, USA","Kryminał, Przygodowy",2011-1-14,2011,2.5,"['DEU', 'USA']",,2009,"crime, przygodowy"
465818,Alicja w Krainie Czarów,Alice in Wonderland,2010,0,6,USA,"Familijny, Fantasy, Przygodowy",2011-1-14,2011,3.0,['USA'],Alice in Wonderland,2010,"familijny, fantasy, przygodowy"
123312,Ratatuj,Ratatouille,2007,0,4,USA,"Animacja, Familijny, Komedia",2011-1-14,2011,2.0,['USA'],Ratatouille,2007,"animacja, familijny, comedy"
33404,Shrek 2,,2004,0,5,USA,"Animacja, Familijny, Komedia",2011-1-4,2011,2.5,['USA'],,2004,"animacja, familijny, comedy"
1065,Władca Pierścieni: Drużyna Pierścienia,The Lord of the Rings: The Fellowship of the Ring,2001,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2011-1-4,2011,3.0,"['NZL', 'USA']",The Lord of the Rings: The Fellowship of the Ring,2001,"fantasy, przygodowy"
31451,Władca Pierścieni: Dwie wieże,The Lord of the Rings: The Two Towers,2002,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2011-1-4,2011,3.0,"['NZL', 'USA']",The Lord of the Rings: The Two Towers,2002,"fantasy, przygodowy"
464256,Wyspa tajemnic,Shutter Island,2010,0,9,USA,"Dramat, Thriller",2011-1-4,2011,4.5,['USA'],Shutter Island,2010,"drama, thriller"
107535,Madagaskar,Madagascar,2005,0,8,USA,"Animacja, Familijny",2011-1-4,2011,4.0,['USA'],Madagascar,2005,"animacja, familijny"
163597,300,,2006,0,6,USA,Dramat historyczny,2011-1-4,2011,3.0,['USA'],,2006,dramat historyczny
8625,Pełny magazynek,Full Metal Jacket,1987,1,9,"USA, Wielka Brytania","Dramat, Wojenny",2010-8-28,2010,4.5,"['USA', 'GBR']",Full Metal Jacket,1987,"drama, war"
500891,Incepcja,Inception,2010,0,4,"USA, Wielka Brytania","Surrealistyczny, Thriller, Sci-Fi",2010-8-18,2010,2.0,"['USA', 'GBR']",Inception,2010,"surrealistyczny, thriller, sci-fi"
347567,Młot,The Hammer,2007,0,7,USA,"Komedia, Sportowy",2010-8-3,2010,3.5,['USA'],The Hammer,2007,"comedy, sportowy"
6883,Królowa Margot,La reine Margot,1994,1,9,"Francja, Niemcy, Włochy",Dramat historyczny,2010-8-3,2010,4.5,"['FRA', 'DEU', 'ITA']",La reine Margot,1994,dramat historyczny
30641,"My, dzieci z dworca Zoo",Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,0,9,RFN,Dramat obyczajowy,2010-8-3,2010,4.5,['UNK'],Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,dramat obyczajowy
279930,Kolejny gejowski film,Another Gay Movie,2006,0,2,USA,Komedia,2010-8-1,2010,1.0,['USA'],Another Gay Movie,2006,comedy
236351,Mroczny Rycerz,The Dark Knight,2008,0,9,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-7-29,2010,4.5,"['USA', 'GBR']",The Dark Knight,2008,"action, sci-fi"
99445,Iniemamocni,The Incredibles,2004,0,4,USA,"Animacja, Familijny, Komedia, Akcja",2010-6-19,2010,2.0,['USA'],The Incredibles,2004,"animacja, familijny, comedy, action"
225408,Czerwony Kapturek - Prawdziwa historia,Hoodwinked!,2005,0,6,USA,"Animacja, Familijny, Komedia",2010-6-19,2010,3.0,['USA'],Hoodwinked!,2005,"animacja, familijny, comedy"
35176,Skok przez płot,Over the Hedge,2006,0,7,USA,"Animacja, Familijny",2010-6-19,2010,3.5,['USA'],Over the Hedge,2006,"animacja, familijny"
620,Wyspa doktora Moreau,The Island of Dr. Moreau,1996,0,8,USA,"Thriller, Sci-Fi",2010-6-18,2010,4.0,['USA'],The Island of Dr. Moreau,1996,"thriller, sci-fi"
34773,Katedra,,2002,0,7,Polska,"Animacja, Krótkometrażowy",2010-6-9,2010,3.5,['POL'],,2002,"animacja, short"
11398,Upadek,Falling Down,1993,1,9,"Francja, USA, Wielka Brytania",Thriller,2010-6-9,2010,4.5,"['FRA', 'USA', 'GBR']",Falling Down,1993,thriller
9509,Shrek,,2001,0,8,USA,"Animacja, Familijny, Komedia",2010-6-9,2010,4.0,['USA'],,2001,"animacja, familijny, comedy"
5188,Drabina Jakubowa,Jacob's Ladder,1990,0,4,USA,"Thriller, Psychologiczny",2010-6-9,2010,2.0,['USA'],Jacob's Ladder,1990,"thriller, psychologiczny"
208,Życie jest piękne,La vita è bella,1997,1,10,Włochy,"Dramat, Komedia, Wojenny",2010-6-9,2010,5.0,['ITA'],La vita è bella,1997,"drama, comedy, war"
4713,Coś,The Thing,1982,0,8,USA,"Horror, Sci-Fi",2010-6-9,2010,4.0,['USA'],The Thing,1982,"horror, sci-fi"
467482,Biała wstążka,Das Weisse Band - Eine deutsche Kindergeschichte,2009,0,7,"Austria, Francja, Niemcy, Włochy",Dramat,2010-6-9,2010,3.5,"['AUT', 'FRA', 'DEU', 'ITA']",Das Weisse Band - Eine deutsche Kindergeschichte,2009,drama
53,Funny Games,,1997,1,9,Austria,Dramat,2010-6-9,2010,4.5,['AUT'],,1997,drama
628,Matrix,The Matrix,1999,0,8,"Australia, USA","Akcja, Sci-Fi",2010-6-9,2010,4.0,"['AUS', 'USA']",The Matrix,1999,"action, sci-fi"
239166,Aż poleje się krew,There Will Be Blood,2007,0,7,USA,Dramat obyczajowy,2010-6-9,2010,3.5,['USA'],There Will Be Blood,2007,dramat obyczajowy
1301,Skrzypek na dachu,Fiddler on the Roof,1971,0,8,USA,"Dramat, Musical",2010-6-9,2010,4.0,['USA'],Fiddler on the Roof,1971,"drama, musical"
11841,Władca Pierścieni: Powrót króla,The Lord of the Rings: The Return of the King,2003,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2010-6-9,2010,3.0,"['NZL', 'USA']",The Lord of the Rings: The Return of the King,2003,"fantasy, przygodowy"
1060,Ostatnie kuszenie Chrystusa,The Last Temptation of Christ,1988,1,10,"Kanada, USA","Dramat, Religijny",2010-6-5,2010,5.0,"['CAN', 'USA']",The Last Temptation of Christ,1988,"drama, religijny"
311861,Wściekłe pięści Węża,,2006,0,7,Polska,"Komedia, Akcja",2010-6-4,2010,3.5,['POL'],,2006,"comedy, action"
389424,"Sarnie żniwo, czyli pokusa statuetkowego szlaku",,2006,0,6,Polska,"Komedia, Sensacyjny",2010-6-4,2010,3.0,['POL'],,2006,"comedy, sensacyjny"
260505,Książę Persji: Piaski czasu,Prince of Persia: The Sands of Time,2010,0,6,USA,"Fantasy, Przygodowy",2010-6-3,2010,3.0,['USA'],Prince of Persia: The Sands of Time,2010,"fantasy, przygodowy"
681,Nic śmiesznego,,1995,0,8,Polska,"Dramat, Komedia",2010-6-2,2010,4.0,['POL'],,1995,"drama, comedy"
441997,Rock'N'Rolla,RocknRolla,2008,0,7,Wielka Brytania,Kryminał,2010-6-2,2010,3.5,['GBR'],RocknRolla,2008,crime
452679,Poznaj moich Spartan,Meet the Spartans,2008,0,3,USA,Komedia,2010-6-2,2010,1.5,['USA'],Meet the Spartans,2008,comedy
470442,Generał Nil,,2009,0,5,Polska,"Biograficzny, Wojenny",2010-6-2,2010,2.5,['POL'],,2009,"biographic, war"
430428,Surogaci,Surrogates,2009,0,5,USA,"Thriller, Sci-Fi",2010-6-2,2010,2.5,['USA'],Surrogates,2009,"thriller, sci-fi"
732,Bardzo dziki Zachód,Wild Wild West,1999,0,5,USA,"Komedia, Western, Akcja",2010-6-2,2010,2.5,['USA'],Wild Wild West,1999,"comedy, western, action"
227672,Hot Fuzz - Ostre psy,Hot Fuzz,2007,0,8,"Francja, Wielka Brytania",Komedia kryminalna,2010-6-2,2010,4.0,"['FRA', 'GBR']",Hot Fuzz,2007,komedia kryminalna
11752,Wodny świat,Waterworld,1995,0,6,USA,"Przygodowy, Sci-Fi",2010-6-2,2010,3.0,['USA'],Waterworld,1995,"przygodowy, sci-fi"
115059,Oldboy,Oldeuboi,2003,0,8,Korea Południowa,Thriller,2010-6-2,2010,4.0,['KOR'],Oldeuboi,2003,thriller
699,Sara,,1997,0,6,Polska,"Sensacyjny, Romans",2010-6-2,2010,3.0,['POL'],,1997,"sensacyjny, romance"
31508,Potwory i spółka,"Monsters, Inc.",2001,0,5,USA,"Animacja, Familijny, Komedia",2010-6-2,2010,2.5,['USA'],"Monsters, Inc.",2001,"animacja, familijny, comedy"
1192,Tato,,1995,0,9,Polska,Dramat obyczajowy,2010-6-2,2010,4.5,['POL'],,1995,dramat obyczajowy
99829,Hellboy,,2004,0,4,USA,"Fantasy, Akcja",2010-6-2,2010,2.0,['USA'],,2004,"fantasy, action"
32383,xXx,,2002,0,3,USA,Akcja,2010-6-2,2010,1.5,['USA'],,2002,action
1010,Top Gun,,1986,0,6,USA,"Sensacyjny, Romans",2010-6-2,2010,3.0,['USA'],,1986,"sensacyjny, romance"
34246,Rybki z ferajny,Shark Tale,2004,0,5,USA,"Animacja, Familijny, Komedia",2010-6-2,2010,2.5,['USA'],Shark Tale,2004,"animacja, familijny, comedy"
114960,The Grudge - Klątwa,The Grudge,2004,0,7,"Japonia, USA",Horror,2010-6-2,2010,3.5,"['JPN', 'USA']",The Grudge,2004,horror
424416,Walkiria,Valkyrie,2008,0,6,"Niemcy, USA","Biograficzny, Dramat historyczny",2010-6-2,2010,3.0,"['DEU', 'USA']",Valkyrie,2008,"biographic, dramat historyczny"
1001,Mission: Impossible,,1996,0,5,USA,Sensacyjny,2010-6-2,2010,2.5,['USA'],,1996,sensacyjny
137,Ogniem i mieczem,,1999,0,7,Polska,"Historyczny, Przygodowy",2010-6-2,2010,3.5,['POL'],,1999,"historical, przygodowy"
107555,Obcy kontra Predator,AVP: Alien vs. Predator,2004,0,5,"Czechy, Kanada, Niemcy, USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-2,2010,2.5,"['CZE', 'CAN', 'DEU', 'USA', 'GBR']",AVP: Alien vs. Predator,2004,"action, sci-fi"
1272,Szklana pułapka 3,Die Hard: With a Vengeance,1995,0,5,USA,Sensacyjny,2010-6-2,2010,2.5,['USA'],Die Hard: With a Vengeance,1995,sensacyjny
260173,Numer 23,The Number 23,2007,0,8,USA,Thriller,2010-6-2,2010,4.0,['USA'],The Number 23,2007,thriller
534,Marsjanie atakują!,Mars Attacks!,1996,0,3,USA,"Sci-Fi, Czarna komedia",2010-6-2,2010,1.5,['USA'],Mars Attacks!,1996,"sci-fi, czarna komedia"
33027,Terminator 3: Bunt maszyn,Terminator 3: Rise of the Machines,2003,0,6,"Niemcy, USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-2,2010,3.0,"['DEU', 'USA', 'GBR']",Terminator 3: Rise of the Machines,2003,"action, sci-fi"
108083,Królestwo niebieskie,Kingdom of Heaven,2005,0,3,"Hiszpania, Niemcy, USA, Wielka Brytania, Maroko",Dramat historyczny,2010-6-2,2010,1.5,"['ESP', 'DEU', 'USA', 'GBR', 'MAR']",Kingdom of Heaven,2005,dramat historyczny
5507,Faceci w czerni,Men in Black,1997,0,5,USA,"Komedia, Sci-Fi",2010-6-2,2010,2.5,['USA'],Men in Black,1997,"comedy, sci-fi"
5289,Dzień Niepodległości,Independence Day,1996,0,3,USA,"Akcja, Sci-Fi",2010-6-2,2010,1.5,['USA'],Independence Day,1996,"action, sci-fi"
106112,Epoka lodowcowa 2: Odwilż,Ice Age 2: The Meltdown,2006,0,6,USA,"Animacja, Komedia, Przygodowy",2010-6-2,2010,3.0,['USA'],Ice Age 2: The Meltdown,2006,"animacja, comedy, przygodowy"
33996,Matrix Rewolucje,The Matrix Revolutions,2003,0,7,"Australia, USA","Akcja, Sci-Fi",2010-6-2,2010,3.5,"['AUS', 'USA']",The Matrix Revolutions,2003,"action, sci-fi"
9641,Sok z żuka,Beetle Juice,1988,0,6,USA,"Fantasy, Czarna komedia",2010-6-1,2010,3.0,['USA'],Beetle Juice,1988,"fantasy, czarna komedia"
125973,Shrek Trzeci,Shrek the Third,2007,0,5,USA,"Animacja, Familijny, Komedia",2010-6-1,2010,2.5,['USA'],Shrek the Third,2007,"animacja, familijny, comedy"
525892,Galerianki,,2009,0,8,Polska,Dramat obyczajowy,2010-6-1,2010,4.0,['POL'],,2009,dramat obyczajowy
234006,Max Payne,,2008,0,2,"Kanada, USA","Kryminał, Akcja",2010-6-1,2010,1.0,"['CAN', 'USA']",,2008,"crime, action"
624,Zagubiona autostrada,Lost Highway,1997,1,9,"Francja, USA","Dramat, Kryminał, Thriller",2010-6-1,2010,4.5,"['FRA', 'USA']",Lost Highway,1997,"drama, crime, thriller"
1236,Co gryzie Gilberta Grape'a,What's Eating Gilbert Grape,1993,1,9,USA,Dramat,2010-6-1,2010,4.5,['USA'],What's Eating Gilbert Grape,1993,drama
998,Forrest Gump,,1994,1,9,USA,"Dramat, Komedia",2010-6-1,2010,4.5,['USA'],,1994,"drama, comedy"
96128,Szklana pułapka 4.0,Live Free or Die Hard,2007,0,4,"USA, Wielka Brytania",Sensacyjny,2010-6-1,2010,2.0,"['USA', 'GBR']",Live Free or Die Hard,2007,sensacyjny
32362,"Złap mnie, jeśli potrafisz",Catch Me If You Can,2002,0,6,"Kanada, USA",Komedia kryminalna,2010-6-1,2010,3.0,"['CAN', 'USA']",Catch Me If You Can,2002,komedia kryminalna
6721,Kevin sam w domu,Home Alone,1990,0,5,USA,"Familijny, Komedia",2010-6-1,2010,2.5,['USA'],Home Alone,1990,"familijny, comedy"
291383,"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,0,6,USA,Komedia,2010-6-1,2010,3.0,['USA'],Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,comedy
9695,Spider-Man,,2002,0,4,USA,"Akcja, Sci-Fi",2010-6-1,2010,2.0,['USA'],,2002,"action, sci-fi"
399328,WALL·E,,2008,0,5,USA,"Animacja, Familijny, Sci-Fi",2010-6-1,2010,2.5,['USA'],,2008,"animacja, familijny, sci-fi"
103997,Skarb narodów,National Treasure,2004,0,3,USA,Przygodowy,2010-6-1,2010,1.5,['USA'],National Treasure,2004,przygodowy
107101,Constantine,,2005,0,4,"Niemcy, USA","Fantasy, Thriller",2010-6-1,2010,2.0,"['DEU', 'USA']",,2005,"fantasy, thriller"
95892,Straszny film 3,Scary Movie 3,2003,0,3,"Kanada, USA",Komedia,2010-6-1,2010,1.5,"['CAN', 'USA']",Scary Movie 3,2003,comedy
30768,Żandarm z St. Tropez,Le Gendarme de Saint-Tropez,1964,0,6,"Francja, Włochy",Komedia kryminalna,2010-6-1,2010,3.0,"['FRA', 'ITA']",Le Gendarme de Saint-Tropez,1964,komedia kryminalna
911,Human Traffic,,1999,1,8,"Irlandia, Wielka Brytania",Obyczajowy,2010-6-1,2010,4.0,"['IRL', 'GBR']",,1999,drama
1169,"Poszukiwany, poszukiwana",,1972,0,5,Polska,Komedia,2010-6-1,2010,2.5,['POL'],,1972,comedy
4812,"Cześć, Tereska",,2001,1,8,Polska,"Dramat, Psychologiczny",2010-6-1,2010,4.0,['POL'],,2001,"drama, psychologiczny"
1288,Gandhi,,1982,0,4,"Indie, Wielka Brytania","Biograficzny, Dramat",2010-6-1,2010,2.0,"['IND', 'GBR']",,1982,"biographic, drama"
8774,Polowanie na Czerwony Październik,The Hunt for Red October,1990,0,5,USA,Sensacyjny,2010-6-1,2010,2.5,['USA'],The Hunt for Red October,1990,sensacyjny
30428,Frida,,2002,1,8,"Kanada, Meksyk, USA","Biograficzny, Dramat",2010-6-1,2010,4.0,"['CAN', 'MEX', 'USA']",,2002,"biographic, drama"
896,Miś,,1980,0,5,Polska,Komedia,2010-6-1,2010,2.5,['POL'],,1980,comedy
30648,Straszny film 2,Scary Movie 2,2001,0,4,"Kanada, USA",Komedia,2010-6-1,2010,2.0,"['CAN', 'USA']",Scary Movie 2,2001,comedy
312016,Testosteron,,2007,0,5,Polska,Komedia,2010-6-1,2010,2.5,['POL'],,2007,comedy
538,Między piekłem a niebem,What Dreams May Come,1998,0,8,"Nowa Zelandia, USA","Fantasy, Melodramat",2010-6-1,2010,4.0,"['NZL', 'USA']",What Dreams May Come,1998,"fantasy, melodramat"
1008,Rain Man,,1988,1,9,USA,"Dramat, Komedia",2010-6-1,2010,4.5,['USA'],,1988,"drama, comedy"
468296,Slumdog. Milioner z ulicy,Slumdog Millionaire,2008,0,6,Wielka Brytania,Dramat,2010-6-1,2010,3.0,['GBR'],Slumdog Millionaire,2008,drama
7961,Młodzi gniewni,Dangerous Minds,1995,1,8,USA,"Biograficzny, Dramat",2010-6-1,2010,4.0,['USA'],Dangerous Minds,1995,"biographic, drama"
31413,Dzień świra,,2002,1,10,Polska,"Dramat, Komedia, Psychologiczny",2010-6-1,2010,5.0,['POL'],,2002,"drama, comedy, psychologiczny"
547,Gwiezdne wojny: Część VI - Powrót Jedi,Star Wars: Episode VI - Return of the Jedi,1983,0,3,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,1.5,['USA'],Star Wars: Episode VI - Return of the Jedi,1983,"przygodowy, sci-fi"
525,Gwiezdne wojny: Część V - Imperium kontratakuje,Star Wars: Episode V - The Empire Strikes Back,1980,0,3,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,1.5,['USA'],Star Wars: Episode V - The Empire Strikes Back,1980,"przygodowy, sci-fi"
1214,Indiana Jones i Świątynia Zagłady,Indiana Jones and the Temple of Doom,1984,0,7,USA,Przygodowy,2010-6-1,2010,3.5,['USA'],Indiana Jones and the Temple of Doom,1984,przygodowy
5982,Gwiezdne wojny: Część III - Zemsta Sithów,Star Wars: Episode III - Revenge of the Sith,2005,0,5,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,2.5,['USA'],Star Wars: Episode III - Revenge of the Sith,2005,"przygodowy, sci-fi"
520,Gwiezdne wojny: Część I - Mroczne widmo,Star Wars: Episode I - The Phantom Menace,1999,0,5,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,2.5,['USA'],Star Wars: Episode I - The Phantom Menace,1999,"przygodowy, sci-fi"
759,Gwiezdne wojny: Część IV - Nowa nadzieja,Star Wars,1977,0,4,USA,"Przygodowy, Sci-Fi",2010-6-1,2010,2.0,['USA'],Star Wars,1977,"przygodowy, sci-fi"
33392,Indiana Jones i Królestwo Kryształowej Czaszki,Indiana Jones and the Kingdom of the Crystal Skull,2008,0,5,USA,Przygodowy,2010-6-1,2010,2.5,['USA'],Indiana Jones and the Kingdom of the Crystal Skull,2008,przygodowy
1216,Poszukiwacze zaginionej Arki,Raiders of the Lost Ark,1981,0,8,USA,Przygodowy,2010-6-1,2010,4.0,['USA'],Raiders of the Lost Ark,1981,przygodowy
31419,Helikopter w ogniu,Black Hawk Down,2001,0,8,"USA, Wielka Brytania","Dramat, Wojenny",2010-6-1,2010,4.0,"['USA', 'GBR']",Black Hawk Down,2001,"drama, war"
5421,Wróg u bram,Enemy at the Gates,2001,0,6,"Irlandia, Niemcy, USA, Wielka Brytania","Dramat, Wojenny",2010-6-1,2010,3.0,"['IRL', 'DEU', 'USA', 'GBR']",Enemy at the Gates,2001,"drama, war"
106376,Batman - Początek,Batman Begins,2005,0,7,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1,2010,3.5,"['USA', 'GBR']",Batman Begins,2005,"action, sci-fi"
1104,Dziecko Rosemary,Rosemary's Baby,1968,1,9,USA,"Horror, Psychologiczny",2010-6-1,2010,4.5,['USA'],Rosemary's Baby,1968,"horror, psychologiczny"
1013,Dracula,,1992,0,8,USA,Horror,2010-6-1,2010,4.0,['USA'],,1992,horror
5994,Głupi i głupszy,Dumb & Dumber,1994,0,5,USA,Komedia,2010-6-1,2010,2.5,['USA'],Dumb & Dumber,1994,comedy
1298,Patton,,1970,0,5,USA,"Biograficzny, Dramat, Wojenny",2010-6-1,2010,2.5,['USA'],,1970,"biographic, drama, war"
1109,Matnia,Cul-de-sac,1966,0,7,Wielka Brytania,"Dramat, Komedia",2010-6-1,2010,3.5,['GBR'],Cul-de-sac,1966,"drama, comedy"
107404,Piraci z Karaibów: Skrzynia umarlaka,Pirates of the Caribbean: Dead Man's Chest,2006,0,5,USA,"Fantasy, Przygodowy",2010-6-1,2010,2.5,['USA'],Pirates of the Caribbean: Dead Man's Chest,2006,"fantasy, przygodowy"
3690,Ace Ventura: Psi detektyw,Ace Ventura: Pet Detective,1994,0,7,USA,Komedia,2010-6-1,2010,3.5,['USA'],Ace Ventura: Pet Detective,1994,comedy
121760,Piraci z Karaibów: Na krańcu świata,Pirates of the Caribbean: At World's End,2007,0,5,USA,"Fantasy, Przygodowy",2010-6-1,2010,2.5,['USA'],Pirates of the Caribbean: At World's End,2007,"fantasy, przygodowy"
1221,Imperium Słońca,Empire of the Sun,1987,0,6,USA,"Dramat, Wojenny",2010-6-1,2010,3.0,['USA'],Empire of the Sun,1987,"drama, war"
37309,Piraci z Karaibów: Klątwa Czarnej Perły,Pirates of the Caribbean: The Curse of the Black Pearl,2003,0,5,USA,"Fantasy, Przygodowy",2010-6-1,2010,2.5,['USA'],Pirates of the Caribbean: The Curse of the Black Pearl,2003,"fantasy, przygodowy"
825,Szósty zmysł,The Sixth Sense,1999,0,4,USA,Thriller,2010-6-1,2010,2.0,['USA'],The Sixth Sense,1999,thriller
1049,Urodzeni mordercy,Natural Born Killers,1994,0,7,USA,"Dramat, Thriller, Romans",2010-6-1,2010,3.5,['USA'],Natural Born Killers,1994,"drama, thriller, romance"
1007,Urodzony 4 lipca,Born on the Fourth of July,1989,1,9,USA,"Biograficzny, Dramat",2010-6-1,2010,4.5,['USA'],Born on the Fourth of July,1989,"biographic, drama"
187,Titanic,,1997,0,8,USA,"Melodramat, Katastroficzny",2010-6-1,2010,4.0,['USA'],,1997,"melodramat, disaster"
994,Obcy - decydujące starcie,Aliens,1986,0,6,USA,"Horror, Sci-Fi",2010-6-1,2010,3.0,['USA'],Aliens,1986,"horror, sci-fi"
179,Szeregowiec Ryan,Saving Private Ryan,1998,0,3,USA,"Dramat, Wojenny",2010-6-1,2010,1.5,['USA'],Saving Private Ryan,1998,"drama, war"
1019,Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,1,9,USA,"Dramat, Psychologiczny",2010-6-1,2010,4.5,['USA'],One Flew Over the Cuckoo's Nest,1975,"drama, psychologiczny"
9063,Rambo: Pierwsza krew,First Blood,1982,0,9,USA,"Dramat, Akcja",2010-6-1,2010,4.5,['USA'],First Blood,1982,"drama, action"
1213,Indiana Jones i ostatnia krucjata,Indiana Jones and the Last Crusade,1989,0,5,USA,Przygodowy,2010-6-1,2010,2.5,['USA'],Indiana Jones and the Last Crusade,1989,przygodowy
36,Desperado,,1995,0,5,USA,"Akcja, Gangsterski",2010-6-1,2010,2.5,['USA'],,1995,"action, gangsterski"
401060,Grindhouse: Planet Terror,Planet Terror,2007,0,5,USA,"Horror, Akcja",2010-6-1,2010,2.5,['USA'],Planet Terror,2007,"horror, action"
8825,Powrót do przyszłości III,Back to the Future Part III,1990,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,2010,3.0,['USA'],Back to the Future Part III,1990,"comedy, przygodowy, sci-fi"
8824,Powrót do przyszłości II,Back to the Future Part II,1989,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,2010,3.0,['USA'],Back to the Future Part II,1989,"comedy, przygodowy, sci-fi"
8823,Powrót do przyszłości,Back to the Future,1985,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,2010,3.0,['USA'],Back to the Future,1985,"comedy, przygodowy, sci-fi"
551,Skandalista Larry Flynt,The People vs. Larry Flynt,1996,0,8,USA,"Biograficzny, Dramat",2010-6-1,2010,4.0,['USA'],The People vs. Larry Flynt,1996,"biographic, drama"
105575,Kill Bill 2,Kill Bill: Vol. 2,2004,0,5,USA,"Thriller, Akcja",2010-6-1,2010,2.5,['USA'],Kill Bill: Vol. 2,2004,"thriller, action"
1024,Batman,,1989,0,8,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1,2010,4.0,"['USA', 'GBR']",,1989,"action, sci-fi"
992,Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,0,6,"Francja, USA","Akcja, Sci-Fi",2010-6-1,2010,3.0,"['FRA', 'USA']",Terminator 2: Judgment Day,1991,"action, sci-fi"
11843,Wściekłe psy,Reservoir Dogs,1992,0,6,USA,"Thriller, Gangsterski",2010-6-1,2010,3.0,['USA'],Reservoir Dogs,1992,"thriller, gangsterski"
1502,Hannibal,,2001,0,5,"USA, Wielka Brytania",Thriller,2010-6-1,2010,2.5,"['USA', 'GBR']",,2001,thriller
