ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,originalTitle,startYear,genre_eng
233495,Lilo i Stich 2: Mały feler Sticha,Lilo & Stitch 2: Stitch Has a Glitch,2005,0,8,USA,"Animacja, Familijny, Komedia, Sci-Fi",2014-10-28,2014,4.0,['USA'],Lilo & Stitch 2: Stitch Has a Glitch,2005,"animacja, familijny, comedy, sci-fi"
40683,Tajemnica Aleksandry,Alexandra's Project,2003,0,7,Australia,"Dramat, Thriller",2014-10-28,2014,3.5,['AUS'],Alexandra's Project,2003,"drama, thriller"
495247,The Runaways: Prawdziwa historia,The Runaways,2010,0,5,USA,"Biograficzny, Dramat, Muzyczny",2014-10-28,2014,2.5,['USA'],The Runaways,2010,"biographic, drama, muzyczny"
483333,Mroczne cienie,Dark Shadows,2012,0,3,"Australia, USA, Wielka Brytania","Fantasy, Horror, Komedia",2014-10-18,2014,1.5,"['AUS', 'USA', 'GBR']",Dark Shadows,2012,"fantasy, horror, comedy"
411786,Zdarzenie,The Happening,2008,0,6,"Indie, USA","Thriller, Sci-Fi",2014-10-17,2014,3.0,"['IND', 'USA']",The Happening,2008,"thriller, sci-fi"
648169,Przelotni kochankowie,Los Amantes pasajeros,2013,0,6,Hiszpania,Komedia,2014-10-16,2014,3.0,['ESP'],Los Amantes pasajeros,2013,comedy
603461,The Lords of Salem,,2012,0,3,"Kanada, USA, Wielka Brytania",Horror,2014-10-16,2014,1.5,"['CAN', 'USA', 'GBR']",,2012,horror
695409,Zaginiona dziewczyna,Gone Girl,2014,0,8,USA,"Dramat, Thriller",2014-10-16,2014,4.0,['USA'],Gone Girl,2014,"drama, thriller"
238725,Mgła,The Mist,2007,0,8,USA,Horror,2014-10-15,2014,4.0,['USA'],The Mist,2007,horror
689545,Dzikie historie,Relatos salvajes,2014,0,10,"Argentyna, Hiszpania",Czarna komedia,2014-10-13,2014,5.0,"['ARG', 'ESP']",Relatos salvajes,2014,czarna komedia
700711,Annabelle,,2014,0,5,USA,Horror,2014-10-9,2014,2.5,['USA'],,2014,horror
667242,Zanim zasnę,Before I Go to Sleep,2014,0,7,"Francja, Szwecja, USA, Wielka Brytania","Dramat, Thriller",2014-10-8,2014,3.5,"['FRA', 'SWE', 'USA', 'GBR']",Before I Go to Sleep,2014,"drama, thriller"
121881,Wysyp żywych trupów,Shaun of the Dead,2004,0,8,"Francja, Wielka Brytania","Horror, Komedia",2014-10-7,2014,4.0,"['FRA', 'GBR']",Shaun of the Dead,2004,"horror, comedy"
479133,To już jest koniec,The World's End,2013,0,7,"Japonia, USA, Wielka Brytania","Komedia, Akcja, Sci-Fi",2014-10-7,2014,3.5,"['JPN', 'USA', 'GBR']",The World's End,2013,"comedy, action, sci-fi"
1063,Nagi instynkt,Basic Instinct,1992,0,6,"Francja, USA",Thriller,2014-10-4,2014,3.0,"['FRA', 'USA']",Basic Instinct,1992,thriller
532513,Szepczący w ciemności,The Whisperer in Darkness,2011,0,7,USA,"Horror, Sci-Fi",2014-10-3,2014,3.5,['USA'],The Whisperer in Darkness,2011,"horror, sci-fi"
749,Oczy szeroko zamknięte,Eyes Wide Shut,1999,0,8,"USA, Wielka Brytania","Erotyczny, Thriller",2014-10-3,2014,4.0,"['USA', 'GBR']",Eyes Wide Shut,1999,"erotyczny, thriller"
31354,Inferno,,2001,0,7,Polska,Dramat,2014-10-3,2014,3.5,['POL'],,2001,drama
398064,Córka,Daughter,2002,0,6,USA,"Horror, Krótkometrażowy",2014-10-2,2014,3.0,['USA'],Daughter,2002,"horror, short"
214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,0,8,USA,"Kryminał, Thriller",2014-10-1,2014,4.0,['USA'],Sin City: A Dame to Kill For,2014,"crime, thriller"
184532,Pułapka,Hard Candy,2005,0,7,USA,"Thriller, Psychologiczny",2014-9-29,2014,3.5,['USA'],Hard Candy,2005,"thriller, psychologiczny"
623013,Nie przeżyje nikt,No One Lives,2012,0,6,"USA, Wielka Brytania",Horror,2014-9-26,2014,3.0,"['USA', 'GBR']",No One Lives,2012,horror
637019,Miasto 44,,2014,0,5,Polska,"Dramat, Wojenny",2014-9-25,2014,2.5,['POL'],,2014,"drama, war"
7992,Nadzy,Naked,1993,0,8,Wielka Brytania,Dramat,2014-9-24,2014,4.0,['GBR'],Naked,1993,drama
608456,"Jako w piekle, tak i na Ziemi","As Above, So Below",2014,0,6,USA,Horror,2014-9-23,2014,3.0,['USA'],"As Above, So Below",2014,horror
32359,Czerwony smok,Red Dragon,2002,0,6,"Niemcy, USA",Thriller,2014-9-22,2014,3.0,"['DEU', 'USA']",Red Dragon,2002,thriller
32236,Niebo,Heaven,2002,0,4,"Francja, Niemcy, USA, Wielka Brytania, Włochy","Melodramat, Thriller",2014-9-18,2014,2.0,"['FRA', 'DEU', 'USA', 'GBR', 'ITA']",Heaven,2002,"melodramat, thriller"
1211,Lista Schindlera,Schindler's List,1993,0,8,USA,"Dramat, Wojenny",2014-9-16,2014,4.0,['USA'],Schindler's List,1993,"drama, war"
32595,Lilo i Stich,Lilo & Stitch,2002,0,8,USA,"Animacja, Familijny, Komedia, Sci-Fi",2014-9-16,2014,4.0,['USA'],Lilo & Stitch,2002,"animacja, familijny, comedy, sci-fi"
666828,Wenus w futrze,La Vénus à la fourrure,2013,0,7,"Francja, Polska","Dramat, Komedia",2014-9-16,2014,3.5,"['FRA', 'POL']",La Vénus à la fourrure,2013,"drama, comedy"
32011,Kręgosłup diabła,El Espinazo del diablo,2001,0,5,"Argentyna, Hiszpania, Meksyk","Dramat, Horror",2014-9-16,2014,2.5,"['ARG', 'ESP', 'MEX']",El Espinazo del diablo,2001,"drama, horror"
1252,Barton Fink,,1991,0,7,"USA, Wielka Brytania","Dramat, Komedia",2014-9-16,2014,3.5,"['USA', 'GBR']",,1991,"drama, comedy"
659015,Królowie lata,The Kings of Summer,2013,0,6,USA,"Dramat, Komedia",2014-9-16,2014,3.0,['USA'],The Kings of Summer,2013,"drama, comedy"
700753,Czy Noam Chomsky jest wysoki czy szczęśliwy?,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013,0,6,Francja,"Animacja, Dokumentalny",2014-9-16,2014,3.0,['FRA'],Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013,"animacja, documentary"
293878,Oszukana,Changeling,2008,0,7,USA,Dramat obyczajowy,2014-9-16,2014,3.5,['USA'],Changeling,2008,dramat obyczajowy
693468,Blue Ruin,,2013,0,5,"Francja, USA",Thriller,2014-9-16,2014,2.5,"['FRA', 'USA']",,2013,thriller
196079,Biegając z nożyczkami,Running with Scissors,2006,0,8,USA,"Biograficzny, Dramat, Komedia",2014-9-5,2014,4.0,['USA'],Running with Scissors,2006,"biographic, drama, comedy"
548252,Jestem Bogiem,Limitless,2011,0,7,USA,"Thriller, Sci-Fi",2014-9-4,2014,3.5,['USA'],Limitless,2011,"thriller, sci-fi"
687712,Lucy,,2014,0,3,Francja,"Akcja, Sci-Fi",2014-9-4,2014,1.5,['FRA'],,2014,"action, sci-fi"
485716,Całe życie z wariatami,Shrink,2009,0,8,USA,Dramat,2014-9-2,2014,4.0,['USA'],Shrink,2009,drama
166528,Przebudzenie,Awake,2007,0,6,USA,Thriller,2014-8-28,2014,3.0,['USA'],Awake,2007,thriller
747,Porachunki,"Lock, Stock and Two Smoking Barrels",1998,0,6,Wielka Brytania,Komedia kryminalna,2014-8-24,2014,3.0,['GBR'],"Lock, Stock and Two Smoking Barrels",1998,komedia kryminalna
1326,Przekręt,Snatch.,2000,0,8,"USA, Wielka Brytania",Komedia kryminalna,2014-8-24,2014,4.0,"['USA', 'GBR']",Snatch.,2000,komedia kryminalna
119007,Bękarty diabła,The Devil's Rejects,2005,0,3,"Niemcy, USA",Horror,2014-8-23,2014,1.5,"['DEU', 'USA']",The Devil's Rejects,2005,horror
490878,Paul,,2011,0,6,"USA, Wielka Brytania","Komedia, Przygodowy, Sci-Fi",2014-8-21,2014,3.0,"['USA', 'GBR']",,2011,"comedy, przygodowy, sci-fi"
676755,Borgman,,2013,0,5,"Belgia, Dania, Holandia",Thriller,2014-8-18,2014,2.5,"['BEL', 'DNK', 'NLD']",,2013,thriller
219977,Fido,,2006,0,2,Kanada,Czarna komedia,2014-8-10,2014,1.0,['CAN'],,2006,czarna komedia
614296,Rabusie kontra zombie,Cockneys vs Zombies,2012,1,9,Wielka Brytania,Czarna komedia,2014-8-9,2014,4.5,['GBR'],Cockneys vs Zombies,2012,czarna komedia
452824,Repo Men - Windykatorzy,Repo Men,2010,0,7,"Kanada, USA","Thriller, Akcja, Sci-Fi",2014-8-1,2014,3.5,"['CAN', 'USA']",Repo Men,2010,"thriller, action, sci-fi"
3933,Armia ciemności,Army of Darkness,1992,0,6,USA,"Horror, Komedia",2014-8-1,2014,3.0,['USA'],Army of Darkness,1992,"horror, comedy"
592692,Przetrwanie,The Grey,2011,0,7,USA,"Dramat, Przygodowy, Thriller",2014-7-19,2014,3.5,['USA'],The Grey,2011,"drama, przygodowy, thriller"
595571,Łowca,The Hunter,2011,0,7,Australia,"Dramat, Przygodowy",2014-7-4,2014,3.5,['AUS'],The Hunter,2011,"drama, przygodowy"
30709,Martwe zło,The Evil Dead,1981,0,7,USA,Horror,2014-7-4,2014,3.5,['USA'],The Evil Dead,1981,horror
184151,Koralina i tajemnicze drzwi,Coraline,2009,0,8,USA,"Animacja, Familijny, Fantasy",2014-7-4,2014,4.0,['USA'],Coraline,2009,"animacja, familijny, fantasy"
30710,Martwe zło 2,Evil Dead II,1987,0,7,USA,"Horror, Komedia",2014-7-3,2014,3.5,['USA'],Evil Dead II,1987,"horror, comedy"
30677,Jabberwocky,,1977,0,6,Wielka Brytania,"Fantasy, Komedia, Przygodowy",2014-6-24,2014,3.0,['GBR'],,1977,"fantasy, comedy, przygodowy"
331014,Jak wytresować smoka,How to Train Your Dragon,2010,0,6,USA,"Animacja, Familijny, Fantasy, Przygodowy",2014-6-21,2014,3.0,['USA'],How to Train Your Dragon,2010,"animacja, familijny, fantasy, przygodowy"
577622,Na skraju jutra,Edge of Tomorrow,2014,0,8,"Kanada, USA","Akcja, Sci-Fi",2014-6-18,2014,4.0,"['CAN', 'USA']",Edge of Tomorrow,2014,"action, sci-fi"
104359,Van Helsing,,2004,0,2,"Czechy, USA, Rumunia","Horror, Przygodowy",2014-6-12,2014,1.0,"['CZE', 'USA', 'ROU']",,2004,"horror, przygodowy"
494685,Madagaskar 3,Madagascar 3: Europe's Most Wanted,2012,0,3,USA,"Animacja, Familijny, Komedia, Przygodowy",2014-6-12,2014,1.5,['USA'],Madagascar 3: Europe's Most Wanted,2012,"animacja, familijny, comedy, przygodowy"
100557,"Ladykillers, czyli zabójczy kwintet",The Ladykillers,2004,0,7,USA,Komedia kryminalna,2014-6-3,2014,3.5,['USA'],The Ladykillers,2004,komedia kryminalna
34739,O miłości i śmierci,Dellamorte Dellamore,1994,0,8,"Francja, Niemcy, Włochy","Horror, Komedia",2014-5-24,2014,4.0,"['FRA', 'DEU', 'ITA']",Dellamorte Dellamore,1994,"horror, comedy"
9701,W mgnieniu oka,Split Second,1992,0,7,"USA, Wielka Brytania","Horror, Sci-Fi",2014-5-24,2014,3.5,"['USA', 'GBR']",Split Second,1992,"horror, sci-fi"
565162,Godzilla,,2014,0,4,"Japonia, USA","Akcja, Sci-Fi",2014-5-22,2014,2.0,"['JPN', 'USA']",,2014,"action, sci-fi"
535786,Kołysanka,,2010,0,6,Polska,Czarna komedia,2014-5-16,2014,3.0,['POL'],,2010,czarna komedia
510,Batman i Robin,Batman & Robin,1997,0,1,"USA, Wielka Brytania","Fantasy, Akcja",2014-5-10,2014,0.5,"['USA', 'GBR']",Batman & Robin,1997,"fantasy, action"
580801,Atlas chmur,Cloud Atlas,2012,0,5,"Hongkong, Niemcy, Singapur, USA","Dramat, Sci-Fi",2014-5-10,2014,2.5,"['HKG', 'DEU', 'SGP', 'USA']",Cloud Atlas,2012,"drama, sci-fi"
4056,Ćma barowa,Barfly,1987,0,6,USA,Dramat obyczajowy,2014-5-10,2014,3.0,['USA'],Barfly,1987,dramat obyczajowy
430851,Tajne przez poufne,Burn After Reading,2008,0,8,"Francja, USA, Wielka Brytania",Komedia kryminalna,2014-5-3,2014,4.0,"['FRA', 'USA', 'GBR']",Burn After Reading,2008,komedia kryminalna
348062,Sztuka płakania,Kunsten at græde i kor,2006,0,8,Dania,Dramat,2014-4-30,2014,4.0,['DNK'],Kunsten at græde i kor,2006,drama
113192,Być jak Stanley Kubrick,Colour Me Kubrick: A True... ish Story,2005,0,6,"Francja, Wielka Brytania","Dramat, Komedia",2014-4-16,2014,3.0,"['FRA', 'GBR']",Colour Me Kubrick: A True... ish Story,2005,"drama, comedy"
1075,American Psycho,,2000,0,9,USA,Thriller,2014-4-14,2014,4.5,['USA'],,2000,thriller
616928,Red 2,,2013,0,6,"Francja, Kanada, USA","Komedia, Akcja",2014-4-4,2014,3.0,"['FRA', 'CAN', 'USA']",,2013,"comedy, action"
30926,Brudne pieniądze,Bound,1996,0,8,USA,"Dramat, Kryminał, Thriller",2014-4-2,2014,4.0,['USA'],Bound,1996,"drama, crime, thriller"
627751,Sztanga i cash,Pain & Gain,2013,0,8,USA,"Akcja, Komedia kryminalna",2014-3-17,2014,4.0,['USA'],Pain & Gain,2013,"action, komedia kryminalna"
482808,RoboCop,,2014,0,8,USA,"Akcja, Sci-Fi",2014-2-16,2014,4.0,['USA'],,2014,"action, sci-fi"
426597,Wilk z Wall Street,The Wolf of Wall Street,2013,0,5,USA,"Biograficzny, Komedia kryminalna",2014-2-7,2014,2.5,['USA'],The Wolf of Wall Street,2013,"biographic, komedia kryminalna"
1423,Dogma,,1999,0,6,USA,"Fantasy, Komedia",2014-1-25,2014,3.0,['USA'],,1999,"fantasy, comedy"
540786,Policja zastępcza,The Other Guys,2010,0,8,USA,"Akcja, Komedia kryminalna",2014-1-24,2014,4.0,['USA'],The Other Guys,2010,"action, komedia kryminalna"
219643,Zaginiony ląd,Land of the Lost,2009,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2014-1-24,2014,3.0,['USA'],Land of the Lost,2009,"comedy, przygodowy, sci-fi"
504129,Dredd,,2012,0,8,"Indie, RPA, USA, Wielka Brytania","Akcja, Sci-Fi",2014-1-23,2014,4.0,"['IND', 'UNK', 'USA', 'GBR']",,2012,"action, sci-fi"
596202,Maczeta zabija,Machete Kills,2013,0,3,"Rosja, USA",Akcja,2014-1-23,2014,1.5,"['RUS', 'USA']",Machete Kills,2013,action
5772,Kosmiczna załoga,Galaxy Quest,1999,0,9,USA,"Komedia, Przygodowy, Sci-Fi",2014-1-21,2014,4.5,['USA'],Galaxy Quest,1999,"comedy, przygodowy, sci-fi"
1480,Niezniszczalny,Unbreakable,2000,0,8,USA,Thriller,2014-1-9,2014,4.0,['USA'],Unbreakable,2000,thriller
9078,Wyścig szczurów,Rat Race,2001,0,8,"Kanada, USA","Komedia, Przygodowy",2014-1-6,2014,4.0,"['CAN', 'USA']",Rat Race,2001,"comedy, przygodowy"
618823,Pacific Rim,,2013,0,3,USA,"Akcja, Sci-Fi",2013-12-23,2013,1.5,['USA'],,2013,"action, sci-fi"
627599,Igrzyska śmierci: W pierścieniu ognia,The Hunger Games: Catching Fire,2013,0,7,USA,"Akcja, Sci-Fi",2013-12-15,2013,3.5,['USA'],The Hunger Games: Catching Fire,2013,"action, sci-fi"
624892,Pokłosie,,2012,0,8,"Holandia, Polska, Rosja, Słowacja",Thriller,2013-12-15,2013,4.0,"['NLD', 'POL', 'RUS', 'SVK']",,2012,thriller
345957,World War Z,,2013,0,3,"USA, Malta","Horror, Akcja",2013-12-15,2013,1.5,"['USA', 'MLT']",,2013,"horror, action"
8086,"Nic nie widziałem, nic nie słyszałem","See No Evil, Hear No Evil",1989,0,6,USA,Komedia kryminalna,2013-12-15,2013,3.0,['USA'],"See No Evil, Hear No Evil",1989,komedia kryminalna
523230,Prometeusz,Prometheus,2012,0,8,"USA, Wielka Brytania","Horror, Sci-Fi",2013-12-14,2013,4.0,"['USA', 'GBR']",Prometheus,2012,"horror, sci-fi"
600541,Królewna Śnieżka i Łowca,Snow White and the Huntsman,2012,0,7,USA,"Fantasy, Przygodowy",2013-12-14,2013,3.5,['USA'],Snow White and the Huntsman,2012,"fantasy, przygodowy"
505004,Wasza wysokość,Your Highness,2011,0,7,USA,"Fantasy, Komedia, Przygodowy",2013-11-28,2013,3.5,['USA'],Your Highness,2011,"fantasy, comedy, przygodowy"
564230,Grawitacja,Gravity,2013,0,7,"USA, Wielka Brytania","Dramat, Sci-Fi",2013-11-21,2013,3.5,"['USA', 'GBR']",Gravity,2013,"drama, sci-fi"
624742,7 psychopatów,Seven Psychopaths,2012,0,6,Wielka Brytania,Komedia kryminalna,2013-11-12,2013,3.0,['GBR'],Seven Psychopaths,2012,komedia kryminalna
245424,Sierociniec,El Orfanato,2007,0,8,"Hiszpania, Meksyk","Dramat, Horror",2013-11-10,2013,4.0,"['ESP', 'MEX']",El Orfanato,2007,"drama, horror"
1313,Kabaret,Cabaret,1972,0,6,USA,"Dramat, Musical",2013-11-10,2013,3.0,['USA'],Cabaret,1972,"drama, musical"
967,"Ja, Irena i Ja","Me, Myself & Irene",2000,1,9,USA,Komedia,2013-11-8,2013,4.5,['USA'],"Me, Myself & Irene",2000,comedy
33510,Solaris,,2002,0,3,USA,"Dramat, Sci-Fi",2013-11-4,2013,1.5,['USA'],,2002,"drama, sci-fi"
570991,Kobieta w czerni,The Woman in Black,2012,0,8,"Kanada, Szwecja, Wielka Brytania","Dramat, Horror",2013-11-2,2013,4.0,"['CAN', 'SWE', 'GBR']",The Woman in Black,2012,"drama, horror"
507169,Labirynt,Prisoners,2013,0,7,USA,Thriller,2013-10-20,2013,3.5,['USA'],Prisoners,2013,thriller
1168,Pieniądze to nie wszystko,,2001,0,6,Polska,Komedia obycz.,2013-10-18,2013,3.0,['POL'],,2001,komedia obycz.
641829,Inna seksmisja,Scarlet Road,2011,0,8,Australia,Dokumentalny,2013-10-16,2013,4.0,['AUS'],Scarlet Road,2011,documentary
33386,Starsza pani musi zniknąć,Duplex,2003,0,6,"Niemcy, USA",Czarna komedia,2013-10-13,2013,3.0,"['DEU', 'USA']",Duplex,2003,czarna komedia
562509,O północy w Paryżu,Midnight in Paris,2011,0,7,"Hiszpania, USA","Fantasy, Komedia rom.",2013-10-7,2013,3.5,"['ESP', 'USA']",Midnight in Paris,2011,"fantasy, komedia rom."
31866,Ghost in the Shell,Kōkaku Kidōtai,1995,0,6,Japonia,"Akcja, Sci-Fi, Anime",2013-10-5,2013,3.0,['JPN'],Kōkaku Kidōtai,1995,"action, sci-fi, anime"
336379,Wyrok śmierci,Death Sentence,2007,0,6,USA,Sensacyjny,2013-10-5,2013,3.0,['USA'],Death Sentence,2007,sensacyjny
181219,Teksańska masakra piłą mechaniczną: Początek,The Texas Chainsaw Massacre: The Beginning,2006,0,1,USA,Horror,2013-9-19,2013,0.5,['USA'],The Texas Chainsaw Massacre: The Beginning,2006,horror
5638,Fletch żyje,Fletch Lives,1989,0,6,USA,Komedia kryminalna,2013-9-19,2013,3.0,['USA'],Fletch Lives,1989,komedia kryminalna
935,Annie Hall,,1977,0,9,USA,Komedia obycz.,2013-9-18,2013,4.5,['USA'],,1977,komedia obycz.
5637,Fletch,,1985,0,8,USA,Komedia kryminalna,2013-9-17,2013,4.0,['USA'],,1985,komedia kryminalna
581986,Kongres,The Congress,2013,0,9,"Belgia, Francja, Luksemburg, Niemcy, Polska, Izrael","Animacja, Dramat, Sci-Fi",2013-9-14,2013,4.5,"['BEL', 'FRA', 'LUX', 'DEU', 'POL', 'ISR']",The Congress,2013,"animacja, drama, sci-fi"
484297,Red,,2010,0,7,USA,"Komedia, Akcja",2013-9-9,2013,3.5,['USA'],,2010,"comedy, action"
659237,Gorący towar,The Heat,2013,0,7,USA,Komedia kryminalna,2013-9-8,2013,3.5,['USA'],The Heat,2013,komedia kryminalna
599742,Rzeź,Carnage,2011,0,6,"Francja, Hiszpania, Niemcy, Polska","Dramat, Komedia",2013-9-6,2013,3.0,"['FRA', 'ESP', 'DEU', 'POL']",Carnage,2011,"drama, comedy"
420755,Maczeta,Machete,2010,0,5,USA,Akcja,2013-9-6,2013,2.5,['USA'],Machete,2010,action
558960,Elizjum,Elysium,2013,0,3,USA,"Akcja, Sci-Fi",2013-9-6,2013,1.5,['USA'],Elysium,2013,"action, sci-fi"
30689,Gabinet doktora Caligari,Das Cabinet des Dr. Caligari,1920,0,10,Niemcy,"Horror, Niemy",2013-9-4,2013,5.0,['DEU'],Das Cabinet des Dr. Caligari,1920,"horror, silent"
9987,Szybcy i martwi,The Quick and the Dead,1995,0,4,"Japonia, USA",Western,2013-8-28,2013,2.0,"['JPN', 'USA']",The Quick and the Dead,1995,western
631575,Śnieżka,Blancanieves,2012,1,10,"Belgia, Francja, Hiszpania","Dramat, Fantasy, Niemy",2013-8-24,2013,5.0,"['BEL', 'FRA', 'ESP']",Blancanieves,2012,"drama, fantasy, silent"
654022,Świat w płomieniach,White House Down,2013,0,3,USA,"Thriller, Akcja",2013-8-23,2013,1.5,['USA'],White House Down,2013,"thriller, action"
259945,Prestiż,The Prestige,2006,1,9,"USA, Wielka Brytania","Dramat, Thriller",2013-8-14,2013,4.5,"['USA', 'GBR']",The Prestige,2006,"drama, thriller"
470600,Confessions of a Superhero,,2007,0,8,USA,Dokumentalny,2013-8-8,2013,4.0,['USA'],,2007,documentary
463226,Megamocny,Megamind,2010,0,4,USA,"Animacja, Familijny, Komedia, Sci-Fi",2013-7-30,2013,2.0,['USA'],Megamind,2010,"animacja, familijny, comedy, sci-fi"
240275,9,,2009,0,7,USA,"Animacja, Przygodowy, Sci-Fi",2013-7-30,2013,3.5,['USA'],,2009,"animacja, przygodowy, sci-fi"
680500,Michael Haneke. Zawód: reżyser,Michael Haneke - Porträt eines Film-Handwerkers,2013,0,6,"Austria, Francja","Biograficzny, Dokumentalny",2013-7-26,2013,3.0,"['AUT', 'FRA']",Michael Haneke - Porträt eines Film-Handwerkers,2013,"biographic, documentary"
97646,Maszyna śmierci,Death Machine,1994,0,4,Wielka Brytania,"Horror, Akcja, Sci-Fi",2013-7-26,2013,2.0,['GBR'],Death Machine,1994,"horror, action, sci-fi"
33023,Odlotowa dziewczyna,Tank Girl,1995,0,2,USA,"Komedia, Akcja, Sci-Fi",2013-7-26,2013,1.0,['USA'],Tank Girl,1995,"comedy, action, sci-fi"
33076,Dealer,Pusher,1996,0,7,Dania,"Dramat, Sensacyjny",2013-7-25,2013,3.5,['DNK'],Pusher,1996,"drama, sensacyjny"
305388,Człowiek ze stali,Man of Steel,2013,0,6,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2013-6-23,2013,3.0,"['CAN', 'USA', 'GBR']",Man of Steel,2013,"action, sci-fi"
250272,Diabeł ubiera się u Prady,The Devil Wears Prada,2006,0,6,USA,"Dramat, Komedia",2013-6-20,2013,3.0,['USA'],The Devil Wears Prada,2006,"drama, comedy"
124098,Wesele,,2004,1,9,Polska,"Dramat, Komedia",2013-6-20,2013,4.5,['POL'],,2004,"drama, comedy"
609587,Rozstanie,Jodaeiye Nader az Simin,2011,0,8,Iran,Dramat,2013-6-19,2013,4.0,['IRN'],Jodaeiye Nader az Simin,2011,drama
287740,Renesans,Renaissance,2006,0,5,"Francja, Luksemburg, Wielka Brytania","Animacja, Thriller, Akcja, Sci-Fi",2013-6-15,2013,2.5,"['FRA', 'LUX', 'GBR']",Renaissance,2006,"animacja, thriller, action, sci-fi"
428472,Jeż Jerzy,,2010,0,2,Polska,"Komedia obycz., Animacja dla dorosłych",2013-6-15,2013,1.0,['POL'],,2010,"komedia obycz., animacja dla dorosłych"
555859,Niebezpieczna metoda,A Dangerous Method,2011,0,8,"Kanada, Niemcy, Szwajcaria, Wielka Brytania","Biograficzny, Dramat",2013-6-7,2013,4.0,"['CAN', 'DEU', 'CHE', 'GBR']",A Dangerous Method,2011,"biographic, drama"
601499,Wstyd,Shame,2011,1,9,Wielka Brytania,Dramat,2013-6-7,2013,4.5,['GBR'],Shame,2011,drama
107377,Mechanik,El Maquinista,2004,0,7,"Francja, Hiszpania, USA, Wielka Brytania","Dramat, Thriller",2013-6-7,2013,3.5,"['FRA', 'ESP', 'USA', 'GBR']",El Maquinista,2004,"drama, thriller"
620541,Django,Django Unchained,2012,0,9,USA,Western,2013-5-29,2013,4.5,['USA'],Django Unchained,2012,western
391382,Valhalla: Mroczny wojownik,Valhalla Rising,2009,0,8,"Dania, Wielka Brytania","Dramat, Przygodowy",2013-5-29,2013,4.0,"['DNK', 'GBR']",Valhalla Rising,2009,"drama, przygodowy"
104010,Osada,The Village,2004,1,9,USA,Thriller,2013-5-18,2013,4.5,['USA'],The Village,2004,thriller
472258,Iron Sky,,2012,0,4,"Australia, Finlandia, Niemcy","Komedia, Akcja, Sci-Fi",2013-5-14,2013,2.0,"['AUS', 'FIN', 'DEU']",,2012,"comedy, action, sci-fi"
583390,Nietykalni,Intouchables,2011,0,7,Francja,"Biograficzny, Dramat, Komedia",2013-4-24,2013,3.5,['FRA'],Intouchables,2011,"biographic, drama, comedy"
4185,Wielka draka w chińskiej dzielnicy,Big Trouble in Little China,1986,0,9,USA,"Fantasy, Komedia, Akcja",2013-4-24,2013,4.5,['USA'],Big Trouble in Little China,1986,"fantasy, comedy, action"
631979,Drogówka,,2013,0,8,Polska,"Kryminał, Obyczajowy",2013-4-24,2013,4.0,['POL'],,2013,"crime, drama"
639024,Spring Breakers,,2012,0,6,USA,"Dramat, Kryminał",2013-4-24,2013,3.0,['USA'],,2012,"drama, crime"
535756,Niepamięć,Oblivion,2013,1,9,USA,"Akcja, Sci-Fi",2013-4-20,2013,4.5,['USA'],Oblivion,2013,"action, sci-fi"
638502,It's Such a Beautiful Day,,2011,1,8,USA,"Animacja, Komedia, Krótkometrażowy",2013-4-19,2013,4.0,['USA'],,2011,"animacja, comedy, short"
208687,1408,,2007,0,6,USA,Horror,2013-3-22,2013,3.0,['USA'],,2007,horror
202908,Labirynt fauna,El laberinto del fauno,2006,1,8,"Hiszpania, Meksyk, USA","Dramat, Fantasy",2013-2-24,2013,4.0,"['ESP', 'MEX', 'USA']",El laberinto del fauno,2006,"drama, fantasy"
1085,Blue Velvet,,1986,0,8,USA,Thriller,2012-10-19,2012,4.0,['USA'],,1986,thriller
216910,Inland Empire,,2006,0,8,"Francja, Polska, USA","Fantasy, Thriller",2012-7-10,2012,4.0,"['FRA', 'POL', 'USA']",,2006,"fantasy, thriller"
1084,Dzikość serca,Wild at Heart,1990,0,8,USA,"Kryminał, Romans",2012-7-10,2012,4.0,['USA'],Wild at Heart,1990,"crime, romance"
564694,Róża,,2011,1,9,Polska,Dramat,2012-7-10,2012,4.5,['POL'],,2011,drama
530950,Wszystkie odloty Cheyenne'a,This Must Be the Place,2011,1,9,"Francja, Irlandia, Włochy","Dramat, Komedia",2012-3-30,2012,4.5,"['FRA', 'IRL', 'ITA']",This Must Be the Place,2011,"drama, comedy"
629035,Kac Wawa,,2011,0,1,Polska,Komedia,2012-3-7,2012,0.5,['POL'],,2011,comedy
9136,Requiem dla snu,Requiem for a Dream,2000,1,7,USA,Dramat,2012-1-11,2012,3.5,['USA'],Requiem for a Dream,2000,drama
200092,Krwawy diament,Blood Diamond,2006,0,6,"Niemcy, USA",Dramat,2012-1-11,2012,3.0,"['DEU', 'USA']",Blood Diamond,2006,drama
231725,Wszyscy jesteśmy Chrystusami,,2006,0,8,Polska,Dramat,2012-1-11,2012,4.0,['POL'],,2006,drama
